id,parent_page_id,parent_block_id,author_id,text,created_time,resolved
ncm_001,npg_nabcep_plan,,usrn_jae,Defend Sunday study blocks - no service calls under $250 displace these.,2026-09-26T11:00:00-05:00,False
cmt_d2lr63,pg_6ahkvr,,user_001,comment 4srqvs9p23u1zol9du48,2025-11-03T08:03:00,false
cmt_ml5ro0,pg_t3htdo,,user_001,comment mb27t6pyk6ci2f07q66u,2025-09-19T16:36:00,false
cmt_bg6kzz,pg_2vqmsl,,user_001,comment cgey1tvxmn4mm63zl67e,2026-06-15T04:53:00,false
cmt_1jdibx,pg_t65g8e,,user_001,comment gajfju1s7rdji3s3xgrf,2026-03-08T07:42:00,false
cmt_2gfgfk,pg_b1lhn2,,user_001,comment kvdwz7lx7e4lriylxtma,2026-06-12T01:32:00,false
cmt_hzl65w,pg_mrfnig,,user_001,comment 9qvrzmwzec410f610a3q,2025-10-29T10:43:00,false
cmt_pj1x61,pg_ufgge1,,user_001,comment z6smm026kjregfhkcu4w,2025-04-14T03:28:00,false
cmt_pcstfu,pg_f86z2c,,user_001,comment o6xhtm4c694pe32iyxi0,2026-03-01T05:08:00,false
cmt_0hwlg8,pg_w1o7n7,,user_001,comment a7evdoegt6lsv1avdn01,2026-09-12T07:24:00,false
cmt_jvoluk,pg_rd7k46,,user_001,comment wc3avl4t92aswss9ibbf,2026-04-10T14:16:00,false
cmt_le8yzp,pg_hviexn,,user_001,comment tigqlykv3yf9rdcb5y7s,2026-02-25T21:00:00,false
cmt_4z5ixh,pg_g9vwqr,,user_001,comment imbb30d0q49bi4erkylt,2025-05-18T18:12:00,false
cmt_8eisbp,pg_1pm3wh,,user_001,comment 97fr18ibzh2mptbu0qn5,2025-01-23T19:26:00,false
cmt_vltx8j,pg_pupmts,,user_001,comment spebclouyoxf6cfcw9zy,2025-02-05T03:37:00,false
cmt_x9ufv0,pg_md40u6,,user_001,comment rjo0ukblhchdycca1bfp,2026-05-28T21:12:00,false
cmt_s7ugk5,pg_k6c1lj,,user_001,comment y6bhb89yv6e77k9fcw24,2026-04-24T12:44:00,false
cmt_mdwd22,pg_btabcn,,user_001,comment wn6vj2da6fi18ympiwnu,2025-01-20T23:51:00,false
cmt_ikojsq,pg_jrrp1l,,user_001,comment 6rm6ak22dd4reksxfq9u,2025-10-07T13:56:00,false
cmt_rq8a4e,pg_mlrgx6,,user_001,comment hanxt9y7hidqr0rfael3,2026-05-27T11:09:00,false
cmt_fvaf6y,pg_853au8,,user_001,comment 3xnylsob0wft220dq8gf,2025-04-01T00:03:00,false
cmt_fxcsso,pg_mnj8sh,,user_001,comment 9lz5aggr7bcbgjmolcwd,2025-04-06T00:55:00,false
cmt_0xu5k6,pg_fmy460,,user_001,comment gvh1jhgw01xlskvf3rwy,2025-05-31T01:54:00,false
