ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1759086600.000100,C_HARBOR,U_TYLER,"Inspector pushed final walk to Oct 8 @ 8am. Jae, confirm crew?",,2,thumbsup:2
1759086780.000200,C_HARBOR,U_JAE,Confirmed. Ryan + Danny + Jake on site by 7:30.,1759086600.000100,0,
1759086900.000300,C_HARBOR,U_MARIA,Got it. I'll have the unit owners notified by EOD today.,1759086600.000100,0,
1759132800.000400,C_PUNCH,U_MARIA,Unit 14 - owner asking about island GFCI on separate breaker. Need answer before walk.,,1,
1759133100.000500,C_PUNCH,U_JAE,NEC 210.8(B)(2) requires GFCI on island; we put it on its own breaker for serviceability. Standard.,1759132800.000400,0,thumbsup:1
1759218000.000600,C_HARBOR,U_DAN,Reminder: bring change-order packet to each unit door per the reschedule email.,,0,
1758998400.000700,C_GEN,U_TYLER,"Q4 schedule pinned. Harborview punch closeout this week, Bay View pre-mob next.",,0,eyes:3
1758912000.000800,C_SUBS,U_JAE,Need plumbing rough-in done before our trim-out in Units 16-18. Tony's crew available?,,0,
1619848171.279010,CSWP5XS4U,U4QD3JL,msg nn6t92eh1fi2jcp6u0en,,1,
1698060908.201704,CLSLJVDFV,UY6JJJF,msg sqrsdqzg6dw989szq1ji,,3,
1657773000.241555,CUHTYXWR7,UXPCGU9,msg xmnzqf1shtxhfst7f4yq,,2,
1665498459.141881,CPBG4KDIR,UU0THQ7,msg esfgi2wnotbrpday5cn6,,2,
1658816171.028339,CBAK96OUC,U5HCJ6V,msg 8kkrzpccwzhki0pp3vlr,,2,
1620654320.611540,CQ5EOB5IC,USNRPE8,msg x25mel4x2owa2s89chx1,,0,
1620879259.889482,C0I2BTVKC,UKMIN07,msg la561zbrofutjes7r0y1,,3,
1668025376.240026,C58ZGMDO9,ULST5A5,msg c7w1shcbq5ee0arfu4j5,,3,
1626373008.462149,C6Q8WTK28,U5T4B14,msg oo6r7y0zjeisaeyrnytt,,5,
1662199466.969967,CW8436AKT,UFHH7PB,msg uugagjyfh5bmqomvuosl,,2,
1697290318.926866,C83TYSAMH,UIDVGRY,msg qluj7grztsd7y3zh46ae,,2,
1608177988.577156,CTH25ME9H,U35MX6Z,msg 0gy68j1tmb5emp9qeg0e,,3,
1659593636.370656,CW7ZPJ3T5,UGK4BQS,msg vz9wlu3g72lnfas6fcwb,,4,
1600615988.781811,CO780B5DG,UNHO2FG,msg 4isqitalrfu1lwa6icma,,2,
1605970687.967086,CQZWLS7TZ,UPXMVGH,msg azbqgsqgco47g5v2higf,,3,
1689280323.271985,COE4R7M03,U49E50Y,msg a4ikd81a84092uru8aid,,1,
1625794508.579948,CHEN9ASY0,UBN6BY6,msg bmjg72n5vgb4y6uletwk,,0,
1662299840.420625,C4O1AQPPA,U8J7HPW,msg i1ecsegno09k47f0v94n,,3,
1685051748.083453,CA8ANPX9O,UILFU4M,msg oysip2pj4fztq1h2xydq,,2,
1604823275.673649,CMBOE03BA,U3PBLPY,msg 5vhd0ft3knuiq9warm1p,,1,
1668776885.088442,C5REQYMKG,U2HVCD1,msg gddub70mlcyby0mytr8h,,5,
1651386593.225617,C6ON9AAOY,U0JIJJH,msg n808z4q7nw4kmg6dbvew,,2,
1669884907.397683,CZ3F6KB1D,UVQE605,msg 3sjlxy5fysnezt16irrg,,0,
1695848276.793201,C55TE6AAY,UCMNHE6,msg xrclfafpxk2sidrhtd2a,,0,
1699579206.112736,CPK70DQTQ,UH7JSP4,msg 3zzexyrw9d8rpp6qd3rg,,1,
1644172987.946851,C2MVMD1T8,U85J9AY,msg hxt2xhlhnyoh505tyn78,,4,
1646785122.432650,C09SRWEQA,U53MYIE,msg mn0up4fpgulqz6i9s5p9,,5,
1621150596.921900,CQPSIK7G9,U5CBFAK,msg eb2d92i3onaw012condy,,5,
1657443857.112406,CFE7JVPXG,UVR8FD0,msg 7o4d35do0cma5jb17ssd,,3,
1655020947.062024,CIE1UISUZ,U1HR6RN,msg 61wbssoulsw1yjmtmut3,,3,
1607880700.341943,C6S0E79WU,UPSW2NZ,msg 2prcanll82yqtfd9djer,,0,
1645757087.846652,C919PNLIC,UH28H94,msg hgl42drturzahly68w58,,1,
1631587853.343855,CXLAMX36S,U00ZVLB,msg jawbeyiojopnegko1a3s,,1,
1692085964.961387,CVONFPC4D,UCKF7KN,msg mzrah7e39mczkr9v7w2a,,4,
1640375489.995947,C4KQQZ0GK,UQ0M2AY,msg 9o9fnhazpbmbvu7n3r2b,,1,
1600148560.390201,C4DVMB18E,UNA8OVR,msg 0d5nern7pqb211rpx2u7,,1,
1682901145.925846,C4JS3V6XF,UBN6RH7,msg sj90cu92iiahfsg86sr2,,2,
1619061362.399800,CRSQL5JJS,UUAQ3TA,msg o17kusqhd4gd04w1igis,,2,
1643781023.450416,C0TAXG1CK,UCNDKIA,msg uia724027ytwo05oitdp,,1,
1648917838.651978,CJYQ4NSLG,UW23XUJ,msg fdqjndw7a4jcmmgeidjm,,0,
1646643969.279774,CH1OEODT1,UCONQKS,msg pjfmc8tiek8e33ebahjs,,2,
1682748132.617543,CB1G6W03Z,U7JT260,msg km47eytbfbhzr79bv42x,,4,
1617438164.184319,CWL6RWTKW,UT8YVNL,msg 3uaj4hs2k00z35xivam6,,0,
1651155811.313081,C21M8X5TA,UF3DYE1,msg t9fmny3ham6feswy3zku,,4,
1675214040.265548,CS6Q82324,UIE71ZQ,msg fyychkm4yyorni05svl1,,4,
1654628021.018392,C473JPWEN,UQJJBDL,msg vg9l96dja09jsaozz6oq,,4,
1696527766.157362,C5TMVEAYZ,U3I2Y6I,msg 5fa7qha0fh5wgudgkovg,,2,
1688370304.713837,CQ6DZ06UZ,UCCD2OG,msg budj8mb41uizgocslsza,,2,
1617110528.780658,CSRT5VUBV,UMH7VIP,msg i1miw6cwwxxka43eoate,,3,
1621187018.864614,CQZYEU9HU,UA1FHLJ,msg xu2gl5wl15bdj8b47eze,,5,
1661905728.513683,CWUYKT7EP,UUJGI1F,msg mdev4gmy4tdkjecg8xi3,,3,
1643404332.083469,CJPUJ3G6R,U2YSMNS,msg sh4i3z6cl8sgd47v7c42,,5,
1644094877.251837,CJYK5G57J,UZVTEUO,msg tfubvsvvh09mofr6fhqy,,1,
1684817736.223866,CVG3E0RJ3,UJQLWK0,msg zsd9w5spzvshwcha9moo,,0,
1629785584.118511,C7VDOZVOH,URQQT9O,msg o9ww333fjwaepzcr3ymz,,3,
1665221835.571243,CHC34JBK9,UKHG7ZX,msg hfkb3xy82pz52ot4x512,,4,
1683674130.649152,CIT7QU9SH,U9AILY5,msg 1jvho8r2fzgfdnemzw4l,,3,
1669140171.737441,CZGY0U2WJ,UT71LRL,msg mtuweibg16oiclm5gn9j,,3,
1679276238.559870,CVU7YVX2Z,UCEMTQU,msg 664fo16hpqck00lsfr7l,,5,
1671474919.989055,C5BMJZMEZ,U8DE4GT,msg zhmamtqvy2h97qex2ajx,,2,
1686484790.908490,CD52EXBKF,UXQCGX6,msg rl0ul212vpry1v0qlg46,,1,
1625114284.363711,CDQBA0AHP,U0SWYZJ,msg lwdnbdjnrgdr2pwxe8mw,,2,
1634283784.737007,CS02L683C,UI92I74,msg 0pdu5xv09e3scesoi93m,,0,
1692858238.704149,CCP3L99GH,UQQIAD3,msg skmks2a7izxzsnx3nu0r,,5,
1658279433.914937,COW5PT4YX,UTIJM8P,msg o7cfe27f9jceno6zsfbx,,5,
1666725838.116322,CHHBHENZR,UKD0KYE,msg 37219bl8zlgnh6t89rhd,,0,
1651888561.610456,CYVWZAVVO,U2GYXKJ,msg h2mau9evektk15te1h5u,,2,
1647175193.354205,C38RUNRYJ,U1AW9OU,msg of5fbs2i9u6wiw7esfpi,,4,
1671693511.364545,CWUJRXAAK,UC4LIQS,msg evpa0x4jznvfgw8b6vhk,,1,
1688686889.870586,CA8WKYV9G,UA6LVH3,msg pgk5c5rzn5trznu1au0p,,0,
1661847982.899707,C5ESPA473,USGDUF1,msg d412wilingyogr7k4sud,,1,
1675046905.742577,CKEZZEFZ6,UKR212D,msg s21qgxqi7bguk0085vs4,,5,
1600124474.453118,CS5C7CN4L,UB2U7IA,msg lsqd4g19frekbi9vvw4a,,3,
1644975740.590770,CZXEMLGZY,UW0WC2N,msg ij8yuh9eb337ucazwkis,,4,
1693487385.346746,CKW67820A,U0YU6NB,msg pia71m6bd6bgc12rk8us,,1,
1620844828.285970,CW3SPETV2,ULGW9UA,msg hsm0k8k1atqybnm8lbhk,,2,
1685368544.297137,COGFG6EM8,UGEYT68,msg klirjxq7jsxlqnwairfu,,5,
1674635172.211185,C2QWRYB07,U74RI6A,msg 5xkk9a251onytczv2k6s,,4,
1635397693.006102,C6AG0D82O,UET5QP2,msg jahncdchr1ghprarlexx,,5,
1699223759.392953,CMHCGGUXE,UZ8GRHU,msg dizq1i45yt4zbmr25fak,,2,
1689705390.580343,C0WQ37WAP,URZU8ZN,msg 84kzfvjrt6oe7fdk0e54,,2,
1638697652.044810,C7QSQYT9B,U0HAXVO,msg 888l6cqg4956b42flxav,,1,
1667398662.235904,CX7ZE9ID4,U0GYCVW,msg gns7k4a2f48ewr5mnt70,,2,
1681236173.795384,CW136BN94,UJ7JD1L,msg 5f9yoxvcdmzy4lc0qq48,,2,
1634534487.667509,C822CHFO5,UWKZG29,msg 1gqkux1yxrcj793k4omt,,5,
1647914920.096732,CE81EK3X9,UASC31N,msg dwv43euolsfvvzdsh7dr,,0,
1610186712.747364,CT5P1ODL4,U7W5TQD,msg q21f3aq23ifix8mkeeky,,5,
1631071056.422782,CSLNKZZ1J,U933CWK,msg ou05fpbkqhvhiedam48l,,2,
1642840896.915631,CUQL1UO5N,UFEL6U3,msg knmlif8v3ifb3wh1za53,,0,
1648455674.592231,CQFLAD6H9,US9VCHU,msg y70f8cla0sc8joo8tpxe,,0,
1667761929.978769,CBT0H4EC3,UHB0S5R,msg qqr7u3rhy66yy363tj2i,,3,
1670483826.979755,C2PG9L01K,UXQKB3D,msg r2k2641lv0zd1s0nniac,,4,
1631235699.931818,CWSFAKB2T,USCQH0L,msg 6b05hpinifrban2qp3sk,,1,
1633473230.601856,C9TWVKT7M,UKN64U1,msg wd73vmf9cqa7yrpfhcas,,5,
1638688710.823682,C5OBRMK6N,U12R8U5,msg 2ionh2a5m23gwmbpgrij,,4,
1678181479.479038,CSBUK5GC5,UN25Y2R,msg 7x6s8r2kt8nshjmgp7l7,,4,
1698014326.250969,CEIUK44P9,UCYL05B,msg h4pdetwyvebatob9ymco,,2,
1683508671.571254,CEJ41X6ZM,UAORVIM,msg 8ze4hv9uhpfp0yfi0jnu,,1,
1684041732.229962,CXUPN6JX7,U0EDM7T,msg 3ky4qy0svinxf685hggs,,5,
1636808428.351418,CHM0EO49F,UC3NGOQ,msg f32vhne19nww5vmlofl6,,0,
1649280361.930451,CYKRA7OLD,UIDNMI5,msg 6udvcgo65837lvyfbswq,,0,
1692430649.463593,C9E1DKXCO,UA9N4FK,msg 2tqc2uveb6xbsy6u0e2q,,0,
1635586433.781744,CC9UM5HOR,U8BG2C8,msg 9b52we4y6yi7xyv9hzhm,,3,
1652602403.753790,CI3V2M999,UGHB99H,msg s8319glkghig47wxz790,,5,
1666853946.812263,C1GEG953J,UUJ3TK7,msg srza08pro0yurj8w7vw8,,1,
1626020573.646018,C1HJ2SHHY,UA3R6E5,msg u1pvr9lbgsnh075znsv8,,3,
1620667276.173283,CLUE01X24,UNNNO8G,msg mm5ge21zppqu7t7q9qjf,,1,
1697618235.574450,CQPCICL4F,UY4O78C,msg psr5j6181tbdkj26v1is,,2,
1644387058.100963,CQ15ICYWL,UBTO6N9,msg 8tdkwbtr1v0yl8xlyiu2,,4,
1663474683.337787,C2QWD8U4I,UVTA8FK,msg vi6lnls70xud21nnmixu,,5,
1670154163.161422,CGHDJZBGC,UIC7Z08,msg u33btybrueh503933jf4,,3,
1602651155.325619,CB4WVXP3J,UTYR62C,msg 4s7kp9jdsgenwiycn01q,,3,
1691004974.232090,CLQDSJB6E,UYNV7QG,msg 2um2f3kw3owbr3cplhi5,,5,
