asset_id,symbol,qty,avg_entry_price,current_price,side,market_value,cost_basis,unrealized_pl
93bc2999-dab1-8a96-4ad8-7b8bf07dfce8,AAPL,26.28285,196.10,237.10,long,6231.66,5154.07,1077.59
cd4246b4-4849-cda6-41f9-8f3e12f0f7ba,MSFT,25.088175,389.60,416.16,long,10440.69,9774.35,666.34
6afeedc5-31af-ca94-410c-a8b8d863fde9,GOOGL,19.1148,162.61,174.03,long,3326.55,3108.26,218.29
f93cb52c-8dba-d299-4346-908e0c731dee,AMZN,26.880188,185.04,196.25,long,5275.24,4973.91,301.33
4dd2e491-c5ef-7cb0-4185-1f0b36e37078,NVDA,29.269538,131.80,141.65,long,4146.03,3857.73,288.3
5894eae4-5549-3c91-46a7-6b53eea9d3d3,META,30.464213,501.17,575.11,long,17520.27,15267.75,2252.52
f746dff8-1fec-a59e-4232-4fdc01c6a217,TSLA,5.973375,242.80,291.40,long,1740.64,1450.34,290.3
4f62565a-9187-9bb3-466a-a0c232054d14,BRK.B,5.973375,410.20,462.30,long,2761.49,2450.28,311.21
5b00af66-b0fd-8d88-44ed-e908424420df,V,8.960063,268.50,310.10,long,2778.52,2405.78,372.74
e310a0b7-76d8-7586-4f61-b26e513ba458,JPM,11.94675,198.30,232.70,long,2780.01,2369.04,410.97
1fe78636-af70-9ab4-4568-7f608675e36f,VOO,14.933438,478.90,540.20,long,8067.04,7151.62,915.42
2298beb9-014e-3589-44ff-6053a429945d,VTI,11.94675,255.10,288.40,long,3445.44,3047.62,397.82
a1b2c3d4-1111-2222-3333-444455556601,AVGO,2.38935,148.60,152.30,long,363.9,355.06,8.84
a1b2c3d4-1111-2222-3333-444455556602,AMD,3.584025,112.20,118.75,long,425.6,402.13,23.47
a1b2c3d4-1111-2222-3333-444455556604,COST,1.194675,842.50,905.10,long,1081.3,1006.51,74.79
a1b2c3d4-1111-2222-3333-444455556607,QQQ,7.16805,471.30,488.20,long,3499.44,3378.3,121.14
a1b2c3d4-1111-2222-3333-444455556608,SCHD,17.920125,27.40,28.90,long,517.89,491.01,26.88
a1b2c3d4-1111-2222-3333-444455556606,NFLX,2.986688,598.20,640.10,long,1911.78,1786.64,125.14
a1b2c3d4-1111-2222-3333-444455556603,DIS,5.973375,96.80,98.40,long,587.78,578.22,9.56
a1b2c3d4-1111-2222-3333-444455556605,CRM,5.973375,264.10,281.50,long,1681.51,1577.57,103.94
