id,symbol,name,exchange,asset_class,tradable,fractionable
93bc2999-dab1-8a96-4ad8-7b8bf07dfce8,AAPL,Apple Inc.,NASDAQ,us_equity,true,true
cd4246b4-4849-cda6-41f9-8f3e12f0f7ba,MSFT,Microsoft Corporation,NASDAQ,us_equity,true,true
6afeedc5-31af-ca94-410c-a8b8d863fde9,GOOGL,Alphabet Inc. Class A,NASDAQ,us_equity,true,true
f93cb52c-8dba-d299-4346-908e0c731dee,AMZN,Amazon.com Inc.,NASDAQ,us_equity,true,true
4dd2e491-c5ef-7cb0-4185-1f0b36e37078,NVDA,NVIDIA Corporation,NASDAQ,us_equity,true,true
5894eae4-5549-3c91-46a7-6b53eea9d3d3,META,Meta Platforms Inc.,NASDAQ,us_equity,true,true
f746dff8-1fec-a59e-4232-4fdc01c6a217,TSLA,Tesla Inc.,NASDAQ,us_equity,true,true
4f62565a-9187-9bb3-466a-a0c232054d14,BRK.B,Berkshire Hathaway Class B,NYSE,us_equity,true,true
5b00af66-b0fd-8d88-44ed-e908424420df,V,Visa Inc.,NYSE,us_equity,true,true
e310a0b7-76d8-7586-4f61-b26e513ba458,JPM,JPMorgan Chase & Co.,NYSE,us_equity,true,true
1fe78636-af70-9ab4-4568-7f608675e36f,VOO,Vanguard S&P 500 ETF,NASDAQ,us_equity,true,true
2298beb9-014e-3589-44ff-6053a429945d,VTI,Vanguard Total Stock Market ETF,NASDAQ,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556601,AVGO,Broadcom Inc.,NYSE,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556602,AMD,Advanced Micro Devices Inc.,NASDAQ,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556603,DIS,The Walt Disney Company,NYSE,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556604,COST,Costco Wholesale Corporation,NASDAQ,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556605,CRM,Salesforce Inc.,NYSE,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556606,NFLX,Netflix Inc.,NASDAQ,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556607,QQQ,Invesco QQQ Trust,ARCA,us_equity,true,true
a1b2c3d4-1111-2222-3333-444455556608,SCHD,Schwab US Dividend Equity ETF,ARCA,us_equity,true,true
