catalog_object_id,location_id,quantity,state
square_inventory_1000,square_inventory_1000,quantity_0,open
square_inventory_1001,square_inventory_1001,quantity_1,closed
square_inventory_1002,square_inventory_1002,quantity_2,active
square_inventory_1003,square_inventory_1003,quantity_3,active
square_inventory_1004,square_inventory_1004,quantity_4,open
square_inventory_1005,square_inventory_1005,quantity_5,closed
square_inventory_1006,square_inventory_1006,quantity_6,active
square_inventory_1007,square_inventory_1007,quantity_7,active
square_inventory_1008,square_inventory_1008,quantity_8,open
square_inventory_1009,square_inventory_1009,quantity_9,closed
square_inventory_1010,square_inventory_1010,quantity_10,closed
square_inventory_1011,square_inventory_1011,quantity_11,closed
square_inventory_1012,square_inventory_1012,quantity_12,done
square_inventory_1013,square_inventory_1013,quantity_13,closed
square_inventory_1014,square_inventory_1014,quantity_14,closed
square_inventory_1015,square_inventory_1015,quantity_15,active
square_inventory_1016,square_inventory_1016,quantity_16,active
square_inventory_1017,square_inventory_1017,quantity_17,closed
square_inventory_1018,square_inventory_1018,quantity_18,active
square_inventory_1019,square_inventory_1019,quantity_19,done
square_inventory_1020,square_inventory_1020,quantity_20,active
square_inventory_1021,square_inventory_1021,quantity_21,active
square_inventory_1022,square_inventory_1022,quantity_22,open
square_inventory_1023,square_inventory_1023,quantity_23,closed
square_inventory_1024,square_inventory_1024,quantity_24,open
square_inventory_1025,square_inventory_1025,quantity_25,done
square_inventory_1026,square_inventory_1026,quantity_26,open
square_inventory_1027,square_inventory_1027,quantity_27,closed
square_inventory_1028,square_inventory_1028,quantity_28,closed
square_inventory_1029,square_inventory_1029,quantity_29,open
square_inventory_1030,square_inventory_1030,quantity_30,done
square_inventory_1031,square_inventory_1031,quantity_31,open
square_inventory_1032,square_inventory_1032,quantity_32,open
square_inventory_1033,square_inventory_1033,quantity_33,done
square_inventory_1034,square_inventory_1034,quantity_34,done
square_inventory_1035,square_inventory_1035,quantity_35,active
square_inventory_1036,square_inventory_1036,quantity_36,done
square_inventory_1037,square_inventory_1037,quantity_37,active
square_inventory_1038,square_inventory_1038,quantity_38,open
square_inventory_1039,square_inventory_1039,quantity_39,done
square_inventory_1040,square_inventory_1040,quantity_40,closed
square_inventory_1041,square_inventory_1041,quantity_41,closed
square_inventory_1042,square_inventory_1042,quantity_42,active
square_inventory_1043,square_inventory_1043,quantity_43,done
square_inventory_1044,square_inventory_1044,quantity_44,open
square_inventory_1045,square_inventory_1045,quantity_45,open
square_inventory_1046,square_inventory_1046,quantity_46,closed
square_inventory_1047,square_inventory_1047,quantity_47,done
square_inventory_1048,square_inventory_1048,quantity_48,closed
square_inventory_1049,square_inventory_1049,quantity_49,done
square_inventory_1050,square_inventory_1050,quantity_50,open
square_inventory_1051,square_inventory_1051,quantity_51,active
square_inventory_1052,square_inventory_1052,quantity_52,open
square_inventory_1053,square_inventory_1053,quantity_53,active
square_inventory_1054,square_inventory_1054,quantity_54,active
square_inventory_1055,square_inventory_1055,quantity_55,open
square_inventory_1056,square_inventory_1056,quantity_56,active
square_inventory_1057,square_inventory_1057,quantity_57,open
square_inventory_1058,square_inventory_1058,quantity_58,open
square_inventory_1059,square_inventory_1059,quantity_59,open
square_inventory_1060,square_inventory_1060,quantity_60,done
square_inventory_1061,square_inventory_1061,quantity_61,closed
square_inventory_1062,square_inventory_1062,quantity_62,done
square_inventory_1063,square_inventory_1063,quantity_63,active
square_inventory_1064,square_inventory_1064,quantity_64,closed
square_inventory_1065,square_inventory_1065,quantity_65,active
square_inventory_1066,square_inventory_1066,quantity_66,active
square_inventory_1067,square_inventory_1067,quantity_67,open
square_inventory_1068,square_inventory_1068,quantity_68,done
square_inventory_1069,square_inventory_1069,quantity_69,active
square_inventory_1070,square_inventory_1070,quantity_70,active
square_inventory_1071,square_inventory_1071,quantity_71,active
square_inventory_1072,square_inventory_1072,quantity_72,open
square_inventory_1073,square_inventory_1073,quantity_73,open
square_inventory_1074,square_inventory_1074,quantity_74,done
square_inventory_1075,square_inventory_1075,quantity_75,open
square_inventory_1076,square_inventory_1076,quantity_76,open
square_inventory_1077,square_inventory_1077,quantity_77,closed
square_inventory_1078,square_inventory_1078,quantity_78,done
square_inventory_1079,square_inventory_1079,quantity_79,active
square_inventory_1080,square_inventory_1080,quantity_80,active
square_inventory_1081,square_inventory_1081,quantity_81,closed
square_inventory_1082,square_inventory_1082,quantity_82,open
square_inventory_1083,square_inventory_1083,quantity_83,active
square_inventory_1084,square_inventory_1084,quantity_84,done
square_inventory_1085,square_inventory_1085,quantity_85,active
square_inventory_1086,square_inventory_1086,quantity_86,open
square_inventory_1087,square_inventory_1087,quantity_87,closed
square_inventory_1088,square_inventory_1088,quantity_88,open
square_inventory_1089,square_inventory_1089,quantity_89,active
square_inventory_1090,square_inventory_1090,quantity_90,done
square_inventory_1091,square_inventory_1091,quantity_91,done
square_inventory_1092,square_inventory_1092,quantity_92,closed
square_inventory_1093,square_inventory_1093,quantity_93,open
square_inventory_1094,square_inventory_1094,quantity_94,done
square_inventory_1095,square_inventory_1095,quantity_95,open
square_inventory_1096,square_inventory_1096,quantity_96,closed
square_inventory_1097,square_inventory_1097,quantity_97,done
square_inventory_1098,square_inventory_1098,quantity_98,open
square_inventory_1099,square_inventory_1099,quantity_99,open
