id,type,name,description,category,variation_id,variation_name,price_amount,currency
square_catalog_items_1000,type_0,Square item 0,description_0,category_0,square_catalog_items_1000,Square item 0,180,currency_0
square_catalog_items_1001,type_1,Square item 1,description_1,category_1,square_catalog_items_1001,Square item 1,1956,currency_1
square_catalog_items_1002,type_2,Square item 2,description_2,category_2,square_catalog_items_1002,Square item 2,4433,currency_2
square_catalog_items_1003,type_3,Square item 3,description_3,category_3,square_catalog_items_1003,Square item 3,111,currency_3
square_catalog_items_1004,type_4,Square item 4,description_4,category_4,square_catalog_items_1004,Square item 4,2027,currency_4
square_catalog_items_1005,type_5,Square item 5,description_5,category_5,square_catalog_items_1005,Square item 5,4090,currency_5
square_catalog_items_1006,type_6,Square item 6,description_6,category_6,square_catalog_items_1006,Square item 6,951,currency_6
square_catalog_items_1007,type_7,Square item 7,description_7,category_7,square_catalog_items_1007,Square item 7,4646,currency_7
square_catalog_items_1008,type_8,Square item 8,description_8,category_8,square_catalog_items_1008,Square item 8,1273,currency_8
square_catalog_items_1009,type_9,Square item 9,description_9,category_9,square_catalog_items_1009,Square item 9,4993,currency_9
square_catalog_items_1010,type_10,Square item 10,description_10,category_10,square_catalog_items_1010,Square item 10,4414,currency_10
square_catalog_items_1011,type_11,Square item 11,description_11,category_11,square_catalog_items_1011,Square item 11,1873,currency_11
square_catalog_items_1012,type_12,Square item 12,description_12,category_12,square_catalog_items_1012,Square item 12,1318,currency_12
square_catalog_items_1013,type_13,Square item 13,description_13,category_13,square_catalog_items_1013,Square item 13,3573,currency_13
square_catalog_items_1014,type_14,Square item 14,description_14,category_14,square_catalog_items_1014,Square item 14,2639,currency_14
square_catalog_items_1015,type_15,Square item 15,description_15,category_15,square_catalog_items_1015,Square item 15,3031,currency_15
square_catalog_items_1016,type_16,Square item 16,description_16,category_16,square_catalog_items_1016,Square item 16,235,currency_16
square_catalog_items_1017,type_17,Square item 17,description_17,category_17,square_catalog_items_1017,Square item 17,251,currency_17
square_catalog_items_1018,type_18,Square item 18,description_18,category_18,square_catalog_items_1018,Square item 18,4307,currency_18
square_catalog_items_1019,type_19,Square item 19,description_19,category_19,square_catalog_items_1019,Square item 19,406,currency_19
square_catalog_items_1020,type_20,Square item 20,description_20,category_20,square_catalog_items_1020,Square item 20,759,currency_20
square_catalog_items_1021,type_21,Square item 21,description_21,category_21,square_catalog_items_1021,Square item 21,135,currency_21
square_catalog_items_1022,type_22,Square item 22,description_22,category_22,square_catalog_items_1022,Square item 22,340,currency_22
square_catalog_items_1023,type_23,Square item 23,description_23,category_23,square_catalog_items_1023,Square item 23,4987,currency_23
square_catalog_items_1024,type_24,Square item 24,description_24,category_24,square_catalog_items_1024,Square item 24,14,currency_24
square_catalog_items_1025,type_25,Square item 25,description_25,category_25,square_catalog_items_1025,Square item 25,289,currency_25
square_catalog_items_1026,type_26,Square item 26,description_26,category_26,square_catalog_items_1026,Square item 26,4894,currency_26
square_catalog_items_1027,type_27,Square item 27,description_27,category_27,square_catalog_items_1027,Square item 27,4943,currency_27
square_catalog_items_1028,type_28,Square item 28,description_28,category_28,square_catalog_items_1028,Square item 28,4281,currency_28
square_catalog_items_1029,type_29,Square item 29,description_29,category_29,square_catalog_items_1029,Square item 29,3284,currency_29
square_catalog_items_1030,type_30,Square item 30,description_30,category_30,square_catalog_items_1030,Square item 30,4262,currency_30
square_catalog_items_1031,type_31,Square item 31,description_31,category_31,square_catalog_items_1031,Square item 31,3006,currency_31
square_catalog_items_1032,type_32,Square item 32,description_32,category_32,square_catalog_items_1032,Square item 32,3799,currency_32
square_catalog_items_1033,type_33,Square item 33,description_33,category_33,square_catalog_items_1033,Square item 33,1504,currency_33
square_catalog_items_1034,type_34,Square item 34,description_34,category_34,square_catalog_items_1034,Square item 34,4023,currency_34
square_catalog_items_1035,type_35,Square item 35,description_35,category_35,square_catalog_items_1035,Square item 35,557,currency_35
square_catalog_items_1036,type_36,Square item 36,description_36,category_36,square_catalog_items_1036,Square item 36,1488,currency_36
square_catalog_items_1037,type_37,Square item 37,description_37,category_37,square_catalog_items_1037,Square item 37,1793,currency_37
