track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
tr_0000,Track 0,ar_0090,al_0027,132791,85,1,2
tr_0001,Track 1,ar_0099,al_0017,250006,81,1,7
tr_0002,Track 2,ar_0003,al_0025,252412,68,0,10
tr_0003,Track 3,ar_0009,al_0006,165242,59,0,3
tr_0004,Track 4,ar_0098,al_0007,159080,24,1,14
tr_0005,Track 5,ar_0010,al_0028,217138,42,0,5
tr_0006,Track 6,ar_0065,al_0003,334209,35,0,9
tr_0007,Track 7,ar_0057,al_0033,179987,27,0,10
tr_0008,Track 8,ar_0055,al_0013,203820,41,1,14
tr_0009,Track 9,ar_0051,al_0022,189554,93,0,3
tr_0010,Track 10,ar_0014,al_0042,226880,29,1,3
tr_0011,Track 11,ar_0096,al_0038,284721,45,0,13
tr_0012,Track 12,ar_0041,al_0006,208262,80,0,8
tr_0013,Track 13,ar_0090,al_0015,235978,32,0,10
tr_0014,Track 14,ar_0010,al_0017,283835,74,0,11
tr_0015,Track 15,ar_0093,al_0046,288431,90,0,3
tr_0016,Track 16,ar_0021,al_0027,173590,30,1,2
tr_0017,Track 17,ar_0069,al_0042,349706,28,1,13
tr_0018,Track 18,ar_0086,al_0008,196832,74,0,8
tr_0019,Track 19,ar_0024,al_0036,208155,38,0,14
tr_0020,Track 20,ar_0067,al_0041,154181,55,0,6
tr_0021,Track 21,ar_0097,al_0021,198213,70,0,8
tr_0022,Track 22,ar_0020,al_0049,224463,96,1,3
tr_0023,Track 23,ar_0010,al_0001,344241,55,0,15
tr_0024,Track 24,ar_0077,al_0003,311254,99,1,10
tr_0025,Track 25,ar_0041,al_0039,297382,75,0,12
tr_0026,Track 26,ar_0033,al_0002,336570,36,0,3
tr_0027,Track 27,ar_0034,al_0035,303269,60,0,9
tr_0028,Track 28,ar_0091,al_0032,353526,75,0,4
tr_0029,Track 29,ar_0026,al_0049,200852,61,1,11
tr_0030,Track 30,ar_0070,al_0008,281627,28,0,14
tr_0031,Track 31,ar_0010,al_0015,182798,77,0,6
tr_0032,Track 32,ar_0079,al_0031,150145,21,0,15
tr_0033,Track 33,ar_0031,al_0020,252566,64,0,14
tr_0034,Track 34,ar_0097,al_0014,170762,86,1,12
tr_0035,Track 35,ar_0093,al_0050,221442,75,0,7
tr_0036,Track 36,ar_0001,al_0014,186374,20,0,11
tr_0037,Track 37,ar_0093,al_0002,126019,73,0,6
tr_0038,Track 38,ar_0017,al_0043,239649,79,0,5
tr_0039,Track 39,ar_0076,al_0036,229303,63,0,1
tr_0040,Track 40,ar_0098,al_0035,234031,32,1,11
tr_0041,Track 41,ar_0071,al_0002,300655,96,1,12
tr_0042,Track 42,ar_0052,al_0048,252608,32,1,6
tr_0043,Track 43,ar_0057,al_0033,252787,69,1,9
tr_0044,Track 44,ar_0033,al_0050,312814,27,0,11
tr_0045,Track 45,ar_0049,al_0009,313588,40,0,6
tr_0046,Track 46,ar_0059,al_0034,304271,72,0,7
tr_0047,Track 47,ar_0063,al_0035,151290,84,0,15
tr_0048,Track 48,ar_0006,al_0031,250985,39,0,7
tr_0049,Track 49,ar_0071,al_0004,324914,28,0,12
tr_0050,Track 50,ar_0002,al_0049,155651,95,1,6
tr_0051,Track 51,ar_0043,al_0050,331804,73,0,9
tr_0052,Track 52,ar_0046,al_0016,301387,82,0,15
tr_0053,Track 53,ar_0099,al_0034,208691,22,0,5
tr_0054,Track 54,ar_0039,al_0020,263145,31,0,7
tr_0055,Track 55,ar_0069,al_0018,272949,84,0,4
tr_0056,Track 56,ar_0098,al_0028,338375,53,0,10
tr_0057,Track 57,ar_0057,al_0049,181132,35,0,14
tr_0058,Track 58,ar_0072,al_0038,245596,39,0,1
tr_0059,Track 59,ar_0045,al_0004,123368,82,0,9
tr_0060,Track 60,ar_0024,al_0015,162400,50,0,12
tr_0061,Track 61,ar_0028,al_0035,306093,74,0,10
tr_0062,Track 62,ar_0033,al_0027,285535,23,0,8
tr_0063,Track 63,ar_0022,al_0015,208484,78,0,13
tr_0064,Track 64,ar_0006,al_0016,211418,33,0,10
tr_0065,Track 65,ar_0023,al_0038,120495,46,0,12
tr_0066,Track 66,ar_0097,al_0035,283891,49,0,8
tr_0067,Track 67,ar_0061,al_0050,313337,76,0,1
tr_0068,Track 68,ar_0065,al_0011,178114,42,0,12
tr_0069,Track 69,ar_0089,al_0046,183979,77,0,7
tr_0070,Track 70,ar_0024,al_0043,339088,80,0,1
tr_0071,Track 71,ar_0070,al_0035,270601,64,1,3
tr_0072,Track 72,ar_0082,al_0028,167165,79,0,3
tr_0073,Track 73,ar_0061,al_0034,185028,29,1,10
tr_0074,Track 74,ar_0089,al_0044,190875,47,1,3
tr_0075,Track 75,ar_0038,al_0012,214971,65,1,6
tr_0076,Track 76,ar_0056,al_0046,278914,81,1,10
tr_0077,Track 77,ar_0085,al_0043,172879,93,1,5
tr_0078,Track 78,ar_0003,al_0028,281842,49,1,12
tr_0079,Track 79,ar_0036,al_0024,316637,70,0,3
tr_0080,Track 80,ar_0081,al_0044,141865,88,0,8
tr_0081,Track 81,ar_0051,al_0017,186686,32,0,8
tr_0082,Track 82,ar_0071,al_0026,256585,63,1,1
tr_0083,Track 83,ar_0069,al_0028,334552,72,0,3
tr_0084,Track 84,ar_0061,al_0006,127872,93,0,9
tr_0085,Track 85,ar_0090,al_0015,288294,29,0,10
tr_0086,Track 86,ar_0094,al_0035,314136,85,0,1
tr_0087,Track 87,ar_0091,al_0002,173971,92,1,13
tr_0088,Track 88,ar_0026,al_0008,178534,40,0,11
tr_0089,Track 89,ar_0047,al_0022,181138,53,0,4
tr_0090,Track 90,ar_0002,al_0018,356966,66,0,14
tr_0091,Track 91,ar_0088,al_0038,134910,66,1,9
tr_0092,Track 92,ar_0086,al_0019,243951,24,0,10
tr_0093,Track 93,ar_0044,al_0016,199877,92,0,15
tr_0094,Track 94,ar_0020,al_0046,309719,72,0,10
tr_0095,Track 95,ar_0046,al_0021,270528,20,0,12
tr_0096,Track 96,ar_0061,al_0048,127180,41,1,14
tr_0097,Track 97,ar_0036,al_0010,252466,89,1,4
tr_0098,Track 98,ar_0072,al_0048,149102,73,1,13
tr_0099,Track 99,ar_0041,al_0039,276501,69,0,7
tr_0100,Track 100,ar_0094,al_0034,167992,48,0,12
tr_0101,Track 101,ar_0036,al_0040,189031,96,0,12
tr_0102,Track 102,ar_0018,al_0043,191945,98,1,12
tr_0103,Track 103,ar_0056,al_0012,328138,34,0,10
tr_0104,Track 104,ar_0058,al_0022,233912,43,0,1
tr_0105,Track 105,ar_0080,al_0009,188666,35,0,2
tr_0106,Track 106,ar_0031,al_0005,346926,58,0,6
tr_0107,Track 107,ar_0055,al_0022,202091,75,0,15
tr_0108,Track 108,ar_0093,al_0007,264728,54,0,13
tr_0109,Track 109,ar_0052,al_0037,307561,37,0,14
tr_0110,Track 110,ar_0010,al_0022,213609,51,1,4
tr_0111,Track 111,ar_0041,al_0041,198268,94,0,5
tr_0112,Track 112,ar_0039,al_0011,284559,94,1,2
tr_0113,Track 113,ar_0053,al_0045,254242,27,0,12
tr_0114,Track 114,ar_0083,al_0016,163908,54,0,4
tr_0115,Track 115,ar_0015,al_0029,344139,90,0,8
tr_0116,Track 116,ar_0094,al_0039,277087,25,1,4
tr_0117,Track 117,ar_0056,al_0035,177733,86,1,14
tr_0118,Track 118,ar_0097,al_0031,287691,81,0,7
tr_0119,Track 119,ar_0055,al_0027,134283,45,0,3
tr_0120,Track 120,ar_0095,al_0044,299259,76,0,13
tr_0121,Track 121,ar_0076,al_0045,122045,35,0,8
tr_0122,Track 122,ar_0065,al_0011,265182,64,0,11
tr_0123,Track 123,ar_0053,al_0035,212228,75,1,8
tr_0124,Track 124,ar_0061,al_0007,129887,78,0,3
tr_0125,Track 125,ar_0056,al_0021,156210,76,0,5
tr_0126,Track 126,ar_0013,al_0026,341141,80,0,9
tr_0127,Track 127,ar_0065,al_0028,151486,95,0,9
tr_0128,Track 128,ar_0097,al_0010,148230,25,1,3
tr_0129,Track 129,ar_0068,al_0027,296736,48,0,13
tr_0130,Track 130,ar_0050,al_0016,226263,55,0,11
tr_0131,Track 131,ar_0040,al_0002,122388,95,1,2
tr_0132,Track 132,ar_0041,al_0021,179910,41,0,3
tr_0133,Track 133,ar_0034,al_0033,147709,55,0,1
tr_0134,Track 134,ar_0052,al_0035,245616,37,1,12
tr_0135,Track 135,ar_0044,al_0050,153327,64,0,2
tr_0136,Track 136,ar_0022,al_0032,219490,98,0,6
tr_0137,Track 137,ar_0009,al_0027,244033,36,0,4
tr_0138,Track 138,ar_0068,al_0039,198194,33,0,11
tr_0139,Track 139,ar_0065,al_0023,209177,36,0,7
tr_0140,Track 140,ar_0088,al_0031,232791,96,0,1
tr_0141,Track 141,ar_0036,al_0034,243038,59,0,4
tr_0142,Track 142,ar_0006,al_0005,351779,89,0,9
tr_0143,Track 143,ar_0021,al_0021,357462,65,0,7
tr_0144,Track 144,ar_0064,al_0037,200979,88,1,1
tr_0145,Track 145,ar_0081,al_0048,330460,42,0,15
tr_0146,Track 146,ar_0009,al_0046,250008,29,0,1
tr_0147,Track 147,ar_0026,al_0050,126394,56,0,11
tr_0148,Track 148,ar_0034,al_0006,222583,24,1,14
tr_0149,Track 149,ar_0096,al_0030,288485,73,0,13
tr_0150,Track 150,ar_0054,al_0037,128569,37,1,9
tr_0151,Track 151,ar_0009,al_0045,188959,24,0,9
tr_0152,Track 152,ar_0061,al_0019,176045,70,1,15
tr_0153,Track 153,ar_0038,al_0040,184663,20,0,13
tr_0154,Track 154,ar_0045,al_0030,140845,100,0,11
tr_0155,Track 155,ar_0012,al_0012,239553,75,0,10
tr_0156,Track 156,ar_0040,al_0021,303190,60,0,7
tr_0157,Track 157,ar_0074,al_0037,305282,43,0,12
tr_0158,Track 158,ar_0086,al_0016,177903,65,0,13
tr_0159,Track 159,ar_0071,al_0048,147141,81,1,10
tr_0160,Track 160,ar_0018,al_0033,333328,61,0,12
tr_0161,Track 161,ar_0038,al_0029,134950,98,1,2
tr_0162,Track 162,ar_0094,al_0041,273091,75,0,4
tr_0163,Track 163,ar_0008,al_0039,272856,43,0,13
tr_0164,Track 164,ar_0080,al_0005,272199,98,1,9
tr_0165,Track 165,ar_0020,al_0043,218366,37,0,5
tr_0166,Track 166,ar_0059,al_0044,304570,97,0,8
tr_0167,Track 167,ar_0050,al_0029,320621,26,0,3
tr_0168,Track 168,ar_0071,al_0041,265798,42,0,2
tr_0169,Track 169,ar_0053,al_0019,208653,84,1,9
tr_0170,Track 170,ar_0082,al_0034,284064,93,0,11
tr_0171,Track 171,ar_0099,al_0042,122039,81,0,2
tr_0172,Track 172,ar_0064,al_0047,266287,71,0,4
tr_0173,Track 173,ar_0016,al_0016,291395,53,0,13
tr_0174,Track 174,ar_0056,al_0007,249419,35,0,8
tr_0175,Track 175,ar_0032,al_0035,338564,69,1,13
tr_0176,Track 176,ar_0036,al_0036,255298,35,0,1
tr_0177,Track 177,ar_0017,al_0019,287976,44,0,3
tr_0178,Track 178,ar_0033,al_0010,205514,70,0,12
tr_0179,Track 179,ar_0094,al_0011,329687,25,0,14
tr_0180,Track 180,ar_0029,al_0027,245862,75,0,2
tr_0181,Track 181,ar_0077,al_0007,163514,32,1,10
tr_0182,Track 182,ar_0048,al_0042,142859,88,0,8
tr_0183,Track 183,ar_0073,al_0017,141013,33,0,14
tr_0184,Track 184,ar_0042,al_0018,245938,70,0,15
tr_0185,Track 185,ar_0097,al_0016,210918,65,0,15
tr_0186,Track 186,ar_0073,al_0025,220640,20,1,13
tr_0187,Track 187,ar_0018,al_0035,141090,51,0,1
tr_0188,Track 188,ar_0075,al_0014,165754,57,0,13
tr_0189,Track 189,ar_0079,al_0022,281756,47,0,3
tr_0190,Track 190,ar_0063,al_0002,178734,70,0,1
tr_0191,Track 191,ar_0046,al_0046,343668,86,1,9
tr_0192,Track 192,ar_0039,al_0003,304570,96,1,5
tr_0193,Track 193,ar_0069,al_0042,298418,29,0,5
tr_0194,Track 194,ar_0027,al_0017,255120,85,0,8
tr_0195,Track 195,ar_0007,al_0049,157180,35,0,15
tr_0196,Track 196,ar_0013,al_0004,257933,46,0,10
tr_0197,Track 197,ar_0091,al_0047,306651,64,0,4
tr_0198,Track 198,ar_0076,al_0025,150211,32,0,5
tr_0199,Track 199,ar_0013,al_0005,268418,97,0,5
tr_0200,Track 200,ar_0030,al_0013,314260,42,0,8
tr_0201,Track 201,ar_0099,al_0005,195774,99,0,2
tr_0202,Track 202,ar_0086,al_0028,280577,74,0,7
tr_0203,Track 203,ar_0027,al_0001,176879,26,1,12
tr_0204,Track 204,ar_0091,al_0022,125522,56,0,8
tr_0205,Track 205,ar_0081,al_0045,224275,72,1,10
tr_0206,Track 206,ar_0018,al_0044,359401,53,1,1
tr_0207,Track 207,ar_0087,al_0021,215465,23,0,9
tr_0208,Track 208,ar_0061,al_0039,357846,53,0,14
tr_0209,Track 209,ar_0004,al_0008,338469,64,0,11
tr_0210,Track 210,ar_0095,al_0043,268136,48,1,6
tr_0211,Track 211,ar_0014,al_0011,138068,51,0,3
tr_0212,Track 212,ar_0026,al_0044,223748,61,0,11
tr_0213,Track 213,ar_0038,al_0050,261203,70,0,2
tr_0214,Track 214,ar_0002,al_0025,334925,38,0,6
tr_0215,Track 215,ar_0089,al_0009,328388,51,1,5
tr_0216,Track 216,ar_0096,al_0028,223009,48,0,11
tr_0217,Track 217,ar_0022,al_0031,146027,44,0,5
tr_0218,Track 218,ar_0091,al_0006,121056,65,0,9
tr_0219,Track 219,ar_0041,al_0022,332830,75,1,7
tr_0220,Track 220,ar_0067,al_0033,316532,98,1,13
tr_0221,Track 221,ar_0051,al_0029,231612,33,0,8
tr_0222,Track 222,ar_0008,al_0016,159441,29,1,3
tr_0223,Track 223,ar_0064,al_0045,164213,51,0,10
tr_0224,Track 224,ar_0039,al_0007,137928,95,0,4
tr_0225,Track 225,ar_0041,al_0023,150884,59,0,2
tr_0226,Track 226,ar_0028,al_0047,164358,93,0,5
tr_0227,Track 227,ar_0009,al_0033,327201,54,0,12
tr_0228,Track 228,ar_0081,al_0031,179439,89,0,13
tr_0229,Track 229,ar_0005,al_0048,348015,31,0,1
tr_0230,Track 230,ar_0061,al_0020,257053,35,0,11
tr_0231,Track 231,ar_0019,al_0049,221904,71,0,11
tr_0232,Track 232,ar_0093,al_0025,357683,22,0,12
tr_0233,Track 233,ar_0015,al_0037,151040,71,0,11
tr_0234,Track 234,ar_0092,al_0030,253657,56,0,8
tr_0235,Track 235,ar_0100,al_0020,204743,53,1,15
tr_0236,Track 236,ar_0057,al_0038,181152,67,0,15
tr_0237,Track 237,ar_0004,al_0020,146358,79,0,9
tr_0238,Track 238,ar_0019,al_0029,324404,71,0,9
tr_0239,Track 239,ar_0087,al_0004,352075,91,0,3
tr_0240,Track 240,ar_0021,al_0039,254279,22,0,10
tr_0241,Track 241,ar_0062,al_0044,207988,43,0,8
tr_0242,Track 242,ar_0078,al_0011,336222,68,1,6
tr_0243,Track 243,ar_0063,al_0016,182679,62,0,4
tr_0244,Track 244,ar_0071,al_0035,190072,89,0,7
tr_0245,Track 245,ar_0046,al_0012,201574,20,0,11
tr_0246,Track 246,ar_0055,al_0014,233034,57,0,3
tr_0247,Track 247,ar_0084,al_0015,132833,91,0,4
tr_0248,Track 248,ar_0012,al_0015,269686,77,0,12
tr_0249,Track 249,ar_0054,al_0043,169975,63,1,9
tr_0250,Track 250,ar_0070,al_0018,188900,96,0,15
tr_0251,Track 251,ar_0003,al_0015,267060,59,1,13
tr_0252,Track 252,ar_0058,al_0044,145970,23,0,9
tr_0253,Track 253,ar_0009,al_0015,280168,32,1,4
tr_0254,Track 254,ar_0066,al_0043,134448,70,1,8
tr_0255,Track 255,ar_0027,al_0025,183190,74,1,13
tr_0256,Track 256,ar_0084,al_0043,152133,34,0,15
tr_0257,Track 257,ar_0091,al_0037,242981,64,1,7
tr_0258,Track 258,ar_0070,al_0023,155584,67,0,13
tr_0259,Track 259,ar_0056,al_0015,249103,64,0,11
tr_0260,Track 260,ar_0038,al_0049,237216,55,0,8
tr_0261,Track 261,ar_0093,al_0018,265055,72,0,1
tr_0262,Track 262,ar_0084,al_0021,185342,66,0,15
tr_0263,Track 263,ar_0008,al_0007,205136,65,0,12
