media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
ig_m_pendleton_2026,3214,2680,184,21,12,38,4
ig_m_sisters_2026,9842,7430,412,88,64,142,28
ig_m_burns_2026,2140,1782,124,14,8,22,2
ig_m_barn_dawn_01,1480,1212,89,6,3,11,1
ig_m_carousel_summer,4288,3540,248,31,18,54,7
ig_m_auto_0001,4526,2399,95,7,15,17,3
ig_m_auto_0002,9622,8814,547,53,41,151,31
ig_m_auto_0003,4977,3742,149,30,7,35,8
ig_m_auto_0004,4564,4448,237,51,35,59,8
ig_m_auto_0005,6795,4435,282,46,14,66,10
ig_m_auto_0006,7817,7098,229,56,34,23,5
ig_m_auto_0007,1455,1212,57,4,4,11,2
ig_m_auto_0008,7744,5145,240,30,18,51,12
ig_m_auto_0009,8952,7602,492,55,31,193,39
ig_m_auto_0010,2554,980,38,5,4,14,0
ig_m_auto_0011,4660,3246,130,14,6,44,7
ig_m_auto_0012,8754,7767,429,86,19,92,9
ig_m_auto_0013,4157,2462,86,13,7,22,2
ig_m_auto_0014,9362,7898,306,49,26,45,4
ig_m_auto_0015,4526,1805,98,24,5,27,3
ig_m_auto_0016,11116,8793,447,38,19,174,41
ig_m_auto_0017,5370,4481,249,28,9,98,15
ig_m_auto_0018,6755,4367,134,20,19,24,5
ig_m_auto_0019,6552,4408,228,48,18,78,6
ig_m_auto_0020,9227,7071,281,48,43,82,6
ig_m_auto_0021,3849,3109,211,28,13,79,10
ig_m_auto_0022,11036,8525,315,72,46,92,9
ig_m_auto_0023,2424,1877,107,8,4,25,5
ig_m_auto_0024,5891,5661,316,45,49,67,12
ig_m_auto_0025,10574,8806,507,42,72,167,23
ig_m_auto_0026,4944,2124,83,13,6,25,6
ig_m_auto_0027,7555,6287,343,70,21,128,11
ig_m_auto_0028,8031,7505,242,21,12,55,6
ig_m_auto_0029,7254,4398,262,30,45,43,8
ig_m_auto_0030,8627,5964,318,41,23,47,4
ig_m_auto_0031,10101,8413,508,43,83,142,21
ig_m_auto_0032,4703,2995,100,10,15,18,4
ig_m_auto_0033,9539,7809,482,59,78,123,19
ig_m_auto_0034,9791,7295,492,83,21,59,14
ig_m_auto_0035,6792,4655,310,19,42,53,5
ig_m_auto_0036,6413,4681,140,25,5,14,2
ig_m_auto_0037,5826,3502,128,28,18,42,7
ig_m_auto_0038,4201,3995,197,25,34,68,7
ig_m_auto_0039,4324,3620,245,37,12,40,3
ig_m_auto_0040,4936,2131,142,26,7,52,12
ig_m_auto_0041,8146,7969,413,41,23,165,11
ig_m_auto_0042,3406,939,56,10,8,11,1
ig_m_auto_0043,6168,4267,281,36,26,38,9
ig_m_auto_0044,5794,5559,220,42,8,84,5
ig_m_auto_0045,6152,3325,210,27,33,63,9
ig_m_auto_0046,10689,7861,306,23,29,101,9
ig_m_auto_0047,9281,8078,444,35,49,98,13
ig_m_auto_0048,6512,3636,222,31,35,32,7
ig_m_auto_0049,9224,7596,441,73,56,65,12
ig_m_auto_0050,1722,1269,60,10,5,21,2
ig_m_auto_0051,5019,2957,142,35,6,51,4
ig_m_auto_0052,2554,1430,58,12,4,7,0
ig_m_auto_0053,6282,4179,226,16,33,69,5
ig_m_auto_0054,10885,8258,466,34,69,113,19
ig_m_auto_0055,7634,5730,242,38,27,88,19
ig_m_auto_0056,3223,1346,78,19,4,26,1
ig_m_auto_0057,8539,7631,342,51,29,105,25
ig_m_auto_0058,11000,8750,404,75,67,118,20
