id,media_id,media_type,media_url,timestamp
ig_cc_summer_001,ig_m_carousel_summer,IMAGE,https://cdn.example.com/ig/summer_01.jpg,2026-09-01T18:20:00Z
ig_cc_summer_002,ig_m_carousel_summer,IMAGE,https://cdn.example.com/ig/summer_02.jpg,2026-09-01T18:20:00Z
ig_cc_summer_003,ig_m_carousel_summer,VIDEO,https://cdn.example.com/ig/summer_03.mp4,2026-09-01T18:20:00Z
ig_cc_summer_004,ig_m_carousel_summer,IMAGE,https://cdn.example.com/ig/summer_04.jpg,2026-09-01T18:20:00Z
ig_cc_auto_0001,ig_m_carousel_summer,IMAGE,https://cdn.example.com/ig/auto_1.jpg,2025-06-30T18:20:00.000Z
ig_cc_auto_0002,ig_m_carousel_season,VIDEO,https://cdn.example.com/ig/auto_2.mp4,2025-07-18T18:20:00.000Z
ig_cc_auto_0003,ig_m_carousel_ranch,IMAGE,https://cdn.example.com/ig/auto_3.jpg,2026-05-05T18:20:00.000Z
ig_cc_auto_0004,ig_m_carousel_madras,VIDEO,https://cdn.example.com/ig/auto_4.mp4,2026-09-15T18:20:00.000Z
ig_cc_auto_0005,ig_m_carousel_summer,IMAGE,https://cdn.example.com/ig/auto_5.jpg,2025-09-02T18:20:00.000Z
ig_cc_auto_0006,ig_m_carousel_madras,IMAGE,https://cdn.example.com/ig/auto_6.jpg,2025-04-26T18:20:00.000Z
ig_cc_auto_0007,ig_m_carousel_ranch,IMAGE,https://cdn.example.com/ig/auto_7.jpg,2026-08-12T18:20:00.000Z
ig_cc_auto_0008,ig_m_carousel_season,IMAGE,https://cdn.example.com/ig/auto_8.jpg,2026-05-21T18:20:00.000Z
ig_cc_auto_0009,ig_m_carousel_madras,IMAGE,https://cdn.example.com/ig/auto_9.jpg,2026-06-27T18:20:00.000Z
ig_cc_auto_0010,ig_m_carousel_ranch,IMAGE,https://cdn.example.com/ig/auto_10.jpg,2025-08-07T18:20:00.000Z
ig_cc_auto_0011,ig_m_carousel_madras,IMAGE,https://cdn.example.com/ig/auto_11.jpg,2025-08-21T18:20:00.000Z
ig_cc_auto_0012,ig_m_carousel_ranch,IMAGE,https://cdn.example.com/ig/auto_12.jpg,2026-04-03T18:20:00.000Z
ig_cc_auto_0013,ig_m_carousel_ranch,IMAGE,https://cdn.example.com/ig/auto_13.jpg,2026-01-29T18:20:00.000Z
ig_cc_auto_0014,ig_m_carousel_ranch,IMAGE,https://cdn.example.com/ig/auto_14.jpg,2026-06-21T18:20:00.000Z
ig_cc_auto_0015,ig_m_carousel_madras,IMAGE,https://cdn.example.com/ig/auto_15.jpg,2025-09-21T18:20:00.000Z
ig_cc_auto_0016,ig_m_carousel_season,VIDEO,https://cdn.example.com/ig/auto_16.mp4,2025-08-02T18:20:00.000Z
ig_cc_auto_0017,ig_m_carousel_ranch,VIDEO,https://cdn.example.com/ig/auto_17.mp4,2026-04-11T18:20:00.000Z
ig_cc_auto_0018,ig_m_carousel_season,VIDEO,https://cdn.example.com/ig/auto_18.mp4,2025-06-07T18:20:00.000Z
ig_cc_auto_0019,ig_m_carousel_madras,IMAGE,https://cdn.example.com/ig/auto_19.jpg,2026-01-31T18:20:00.000Z
ig_cc_auto_0020,ig_m_carousel_madras,IMAGE,https://cdn.example.com/ig/auto_20.jpg,2025-12-30T18:20:00.000Z
ig_cc_auto_0021,ig_m_carousel_summer,VIDEO,https://cdn.example.com/ig/auto_21.mp4,2025-10-28T18:20:00.000Z
ig_cc_auto_0022,ig_m_carousel_summer,VIDEO,https://cdn.example.com/ig/auto_22.mp4,2025-05-06T18:20:00.000Z
