id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
ig_c_sis_001,ig_m_sisters_2026,ig_user_tara_redhawk,tara.redhawk.barrels,GO HIKARI!! Coming for you next round,2026-07-25T23:52:00Z,18,False,
ig_c_sis_002,ig_m_sisters_2026,ig_user_cbra_pnw,cbra.pnw.official,Smooth turn 3. Season-best is huge.,2026-07-26T01:14:00Z,12,False,
ig_c_pen_001,ig_m_pendleton_2026,ig_user_tara_redhawk,tara.redhawk.barrels,Clean. One more before Madras.,2026-09-19T22:40:00Z,6,False,
ig_c_barn_001,ig_m_barn_dawn_01,ig_user_sachiko_k,sachiko.kelley,Stay warm honey,2026-10-18T14:55:00Z,3,False,
ig_c_auto_0001,ig_m_auto_0132,ig_user_redmond_rider,redmond.barrels,Gorgeous mare,2024-05-29T17:36:00Z,38,False,
ig_c_auto_0002,ig_m_auto_0067,ig_user_redmond_rider,redmond.barrels,GO HIKARI!!,2024-10-03T18:36:00Z,29,False,
ig_c_auto_0003,ig_m_auto_0019,ig_user_cbra_pnw,cbra.pnw.official,GO HIKARI!!,2026-07-13T17:14:00Z,19,False,
ig_c_auto_0004,ig_m_auto_0072,ig_user_cbra_pnw,cbra.pnw.official,See you at Madras,2026-05-20T16:05:00Z,24,False,
ig_c_auto_0005,ig_m_auto_0143,ig_user_cbra_pnw,cbra.pnw.official,Proud of you two,2025-09-16T20:40:00Z,40,False,
ig_c_auto_0006,ig_m_auto_0126,ig_user_bend_equine,bend.equine.co,Proud of you two,2024-12-25T19:31:00Z,13,False,
ig_c_auto_0007,ig_m_auto_0073,ig_user_cbra_pnw,cbra.pnw.official,Proud of you two,2026-07-23T23:05:00Z,26,False,
ig_c_auto_0008,ig_m_auto_0182,ig_user_redmond_rider,redmond.barrels,Gorgeous mare,2024-07-08T19:11:00Z,13,False,
ig_c_auto_0009,ig_m_auto_0093,ig_user_bend_equine,bend.equine.co,Smooth turn 3.,2025-08-24T17:52:00Z,28,False,
ig_c_auto_0010,ig_m_auto_0012,ig_user_tara_redhawk,tara.redhawk.barrels,Proud of you two,2025-05-10T18:15:00Z,2,False,
ig_c_auto_0011,ig_m_auto_0140,ig_user_bend_equine,bend.equine.co,GO HIKARI!!,2026-03-08T17:51:00Z,10,False,
ig_c_auto_0012,ig_m_auto_0152,ig_user_bend_equine,bend.equine.co,Coming for you next round,2026-03-20T17:22:00Z,15,False,
ig_c_auto_0013,ig_m_auto_0102,ig_user_cbra_pnw,cbra.pnw.official,Hikari is peaking,2024-06-23T23:34:00Z,28,False,
ig_c_auto_0014,ig_m_auto_0199,ig_user_jake_farrier,sorensen.hoofcare,Electric run,2025-10-04T18:19:00Z,24,False,
ig_c_auto_0015,ig_m_auto_0144,ig_user_tara_redhawk,tara.redhawk.barrels,Season-best is huge.,2026-08-06T22:06:00Z,19,False,
ig_c_auto_0016,ig_m_auto_0186,ig_user_tara_redhawk,tara.redhawk.barrels,Season-best is huge.,2024-10-25T16:00:00Z,20,False,
ig_c_auto_0017,ig_m_auto_0018,ig_user_tara_redhawk,tara.redhawk.barrels,Hikari is peaking,2026-07-10T16:56:00Z,38,False,
ig_c_auto_0018,ig_m_auto_0058,ig_user_redmond_rider,redmond.barrels,Season-best is huge.,2026-10-16T22:47:00Z,28,False,
ig_c_auto_0019,ig_m_auto_0056,ig_user_tara_redhawk,tara.redhawk.barrels,Hikari is peaking,2025-03-31T22:46:00Z,35,False,
ig_c_auto_0020,ig_m_auto_0029,ig_user_bend_equine,bend.equine.co,Electric run,2026-09-13T21:48:00Z,39,False,
ig_c_auto_0021,ig_m_auto_0085,ig_user_jake_farrier,sorensen.hoofcare,Electric run,2025-08-24T20:03:00Z,22,False,
ig_c_auto_0022,ig_m_auto_0157,ig_user_cbra_pnw,cbra.pnw.official,Electric run,2024-06-05T18:58:00Z,28,False,
ig_c_auto_0023,ig_m_auto_0080,ig_user_jake_farrier,sorensen.hoofcare,Coming for you next round,2026-05-02T20:42:00Z,14,False,
ig_c_auto_0024,ig_m_auto_0036,ig_user_cbra_pnw,cbra.pnw.official,GO HIKARI!!,2025-08-02T23:32:00Z,37,False,
ig_c_auto_0025,ig_m_auto_0097,ig_user_cbra_pnw,cbra.pnw.official,Smooth turn 3.,2025-09-16T18:16:00Z,9,False,
ig_c_auto_0026,ig_m_auto_0155,ig_user_bend_equine,bend.equine.co,Hikari is peaking,2024-06-09T23:44:00Z,8,False,
ig_c_auto_0027,ig_m_auto_0135,ig_user_bend_equine,bend.equine.co,Electric run,2024-11-13T17:27:00Z,23,False,
ig_c_auto_0028,ig_m_auto_0143,ig_user_jake_farrier,sorensen.hoofcare,Coming for you next round,2025-12-05T20:03:00Z,34,False,
ig_c_auto_0029,ig_m_auto_0123,ig_user_tara_redhawk,tara.redhawk.barrels,Proud of you two,2025-08-24T16:07:00Z,40,False,
ig_c_auto_0030,ig_m_auto_0009,ig_user_redmond_rider,redmond.barrels,Proud of you two,2026-08-15T22:29:00Z,32,False,
ig_c_auto_0031,ig_m_auto_0196,ig_user_tara_redhawk,tara.redhawk.barrels,Coming for you next round,2026-02-23T19:51:00Z,13,False,
ig_c_auto_0032,ig_m_auto_0180,ig_user_jake_farrier,sorensen.hoofcare,Proud of you two,2025-03-13T19:34:00Z,38,False,
ig_c_auto_0033,ig_m_auto_0008,ig_user_cbra_pnw,cbra.pnw.official,Hikari is peaking,2024-10-19T19:17:00Z,23,False,
ig_c_auto_0034,ig_m_auto_0059,ig_user_tara_redhawk,tara.redhawk.barrels,See you at Madras,2025-04-02T18:02:00Z,6,False,
ig_c_auto_0035,ig_m_auto_0084,ig_user_redmond_rider,redmond.barrels,Smooth turn 3.,2024-08-26T20:50:00Z,17,False,
ig_c_auto_0036,ig_m_auto_0147,ig_user_redmond_rider,redmond.barrels,Gorgeous mare,2024-04-17T22:53:00Z,16,False,
ig_c_auto_0037,ig_m_auto_0150,ig_user_tara_redhawk,tara.redhawk.barrels,GO HIKARI!!,2026-03-29T23:44:00Z,16,False,
ig_c_auto_0038,ig_m_auto_0084,ig_user_bend_equine,bend.equine.co,Smooth turn 3.,2025-08-17T18:41:00Z,10,False,
ig_c_auto_0039,ig_m_auto_0071,ig_user_bend_equine,bend.equine.co,Proud of you two,2025-05-02T22:00:00Z,32,False,
ig_c_auto_0040,ig_m_auto_0157,ig_user_redmond_rider,redmond.barrels,Season-best is huge.,2026-03-28T18:50:00Z,37,False,
ig_c_auto_0041,ig_m_auto_0176,ig_user_bend_equine,bend.equine.co,See you at Madras,2026-03-22T18:05:00Z,3,False,
ig_c_auto_0042,ig_m_auto_0167,ig_user_jake_farrier,sorensen.hoofcare,Coming for you next round,2025-01-22T16:59:00Z,38,False,
ig_c_auto_0043,ig_m_auto_0124,ig_user_tara_redhawk,tara.redhawk.barrels,Proud of you two,2026-03-25T18:50:00Z,13,False,
ig_c_auto_0044,ig_m_auto_0139,ig_user_tara_redhawk,tara.redhawk.barrels,Season-best is huge.,2024-11-28T22:31:00Z,20,False,
ig_c_auto_0045,ig_m_auto_0147,ig_user_jake_farrier,sorensen.hoofcare,Proud of you two,2024-08-18T20:12:00Z,31,False,
ig_c_auto_0046,ig_m_auto_0199,ig_user_tara_redhawk,tara.redhawk.barrels,Smooth turn 3.,2024-12-17T16:33:00Z,10,False,
ig_c_auto_0047,ig_m_auto_0087,ig_user_bend_equine,bend.equine.co,See you at Madras,2024-11-14T20:03:00Z,26,False,
ig_c_auto_0048,ig_m_auto_0148,ig_user_redmond_rider,redmond.barrels,Season-best is huge.,2024-07-13T16:23:00Z,34,False,
ig_c_auto_0049,ig_m_auto_0056,ig_user_redmond_rider,redmond.barrels,Proud of you two,2026-06-29T17:48:00Z,26,False,
ig_c_auto_0050,ig_m_auto_0155,ig_user_redmond_rider,redmond.barrels,Gorgeous mare,2025-05-24T18:35:00Z,15,False,
ig_c_auto_0051,ig_m_auto_0169,ig_user_jake_farrier,sorensen.hoofcare,Season-best is huge.,2025-05-31T19:55:00Z,39,False,
ig_c_auto_0052,ig_m_auto_0178,ig_user_bend_equine,bend.equine.co,Electric run,2026-02-25T23:38:00Z,20,False,
ig_c_auto_0053,ig_m_auto_0018,ig_user_cbra_pnw,cbra.pnw.official,Season-best is huge.,2025-04-01T21:14:00Z,30,False,
