id,name,media_count
ht_cbra,CBRA,356670
ht_barrelracing,barrelracing,1124550
ht_17point18,17point18,1326425
ht_hikari,hikari,77650
ht_ranchlife,ranchlife,642100
ht_pendleton,pendleton,1274609
ht_smithrock,smithrock,1024822
ht_sundownertrailers,sundownertrailers,1566155
ht_oregonrodeo,oregonrodeo,1252585
ht_madrasrodeo,madrasrodeo,1517453
ht_cowgirl,cowgirl,1606993
ht_barrelhorse,barrelhorse,319731
ht_cowgirl64,cowgirl64,141674
ht_pronghorn,pronghorn,835248
ht_oregonrodeo12,oregonrodeo12,400912
ht_fordf250,fordf250,1954007
ht_17point1898,17point1898,1477366
ht_cowgirl85,cowgirl85,1391924
ht_sundownertrailers65,sundownertrailers65,1370091
ht_17point1829,17point1829,1281990
ht_highdesert,highdesert,1041640
ht_leatherwork,leatherwork,633503
ht_smithrock66,smithrock66,1734718
ht_bendoregon,bendoregon,1490056
ht_barrelpattern,barrelpattern,1620834
ht_horsesofinstagram,horsesofinstagram,765820
ht_smithrock41,smithrock41,1560354
ht_barrelhorse20,barrelhorse20,1481672
ht_cbrapnw,cbrapnw,872488
ht_largeanimalvet,largeanimalvet,648258
ht_smithrock56,smithrock56,1481327
ht_leatherwork36,leatherwork36,1508761
ht_sisters,sisters,984793
ht_wildlifephotography,wildlifephotography,1994496
ht_sisters14,sisters14,1034000
ht_cowgirl40,cowgirl40,271035
ht_17point186,17point186,1415895
ht_rodeolife,rodeolife,1204989
ht_cbrapnw56,cbrapnw56,687964
ht_pendleton18,pendleton18,1096947
ht_barrelpattern71,barrelpattern71,1659516
ht_quarterhorse,quarterhorse,1772793
ht_cbra83,CBRA83,603469
ht_barrelpattern63,barrelpattern63,1409259
ht_largeanimalvet44,largeanimalvet44,218188
ht_centraloregon,centraloregon,415425
ht_oregonrodeo88,oregonrodeo88,1710305
ht_centraloregon54,centraloregon54,1990647
ht_sisters60,sisters60,833980
ht_largeanimalvet12,largeanimalvet12,484785
ht_cowgirl59,cowgirl59,1600157
ht_rodeolife35,rodeolife35,1844439
ht_rodeolife84,rodeolife84,754673
ht_highdesert69,highdesert69,951657
ht_ranchlife11,ranchlife11,1397257
ht_wildlifephotography71,wildlifephotography71,1271539
ht_pronghorn48,pronghorn48,1074058
ht_cowgirl7,cowgirl7,1222367
ht_barrelpattern81,barrelpattern81,529813
ht_wildlifephotography15,wildlifephotography15,1702044
ht_pendleton46,pendleton46,210859
ht_hikari24,hikari24,593545
ht_ranchlife47,ranchlife47,18190
ht_rodeolife58,rodeolife58,1403214
ht_hikari38,hikari38,1573566
ht_pronghorn55,pronghorn55,1025004
ht_rodeolife14,rodeolife14,1451712
ht_smithrock63,smithrock63,1770881
ht_barrelpattern60,barrelpattern60,1216976
ht_madrasrodeo50,madrasrodeo50,590579
ht_hikari48,hikari48,1321669
ht_cbra81,CBRA81,1642201
ht_17point187,17point187,1005887
ht_tackroom,tackroom,1135019
ht_pronghorn31,pronghorn31,1788866
ht_tackroom96,tackroom96,174584
ht_sisters86,sisters86,151903
ht_sisters38,sisters38,1064790
ht_fordf25086,fordf25086,870405
ht_cbrapnw68,cbrapnw68,870300
ht_highdesert26,highdesert26,1990301
ht_rodeolife50,rodeolife50,811973
ht_sundownertrailers8,sundownertrailers8,857967
ht_rodeolife27,rodeolife27,487142
ht_equinephotography,equinephotography,478326
ht_cowgirl50,cowgirl50,1996214
ht_cbra23,CBRA23,1337274
ht_rodeolife61,rodeolife61,1936141
ht_leatherwork88,leatherwork88,131822
ht_barrelracing16,barrelracing16,268888
ht_pronghorn52,pronghorn52,986352
ht_sundownertrailers85,sundownertrailers85,1427863
ht_sundownertrailers68,sundownertrailers68,1905605
ht_sisters74,sisters74,1784684
ht_smithrock22,smithrock22,1928323
ht_barrelpattern2,barrelpattern2,12597
ht_oregonrodeo34,oregonrodeo34,340201
ht_tackroom85,tackroom85,461576
ht_barrelracing3,barrelracing3,1187369
ht_barrelpattern82,barrelpattern82,391974
ht_cbrapnw94,cbrapnw94,1618168
ht_pendleton33,pendleton33,86720
ht_centraloregon22,centraloregon22,957651
ht_sisters37,sisters37,1872617
ht_barrelhorse25,barrelhorse25,1370754
ht_pendleton29,pendleton29,1069078
ht_sisters10,sisters10,1177409
ht_highdesert28,highdesert28,1683583
ht_pronghorn20,pronghorn20,1403731
ht_wildlifephotography65,wildlifephotography65,22560
ht_rodeolife76,rodeolife76,281054
ht_madrasrodeo98,madrasrodeo98,1749341
ht_sundownertrailers69,sundownertrailers69,1808488
ht_barrelhorse76,barrelhorse76,251598
ht_pendleton94,pendleton94,346940
ht_bendoregon64,bendoregon64,43966
ht_cowgirl84,cowgirl84,1518585
ht_leatherwork13,leatherwork13,880868
ht_leatherwork66,leatherwork66,1834647
ht_madrasrodeo91,madrasrodeo91,1086198
ht_pronghorn80,pronghorn80,1490460
ht_horsesofinstagram15,horsesofinstagram15,688448
ht_cowgirl90,cowgirl90,206356
ht_hikari83,hikari83,1283944
ht_smithrock85,smithrock85,1996280
ht_leatherwork15,leatherwork15,609056
ht_barrelhorse79,barrelhorse79,749974
ht_tackroom51,tackroom51,580381
ht_sundownertrailers82,sundownertrailers82,582369
ht_sisters50,sisters50,756899
ht_oregonrodeo47,oregonrodeo47,362988
ht_tackroom21,tackroom21,1586301
ht_ranchlife57,ranchlife57,1684826
