id,media_id,mentioned_by_user_id,mentioned_by_username,media_url,timestamp,caption
ig_men_tara_sis,ig_m_sisters_2026,ig_user_tara_redhawk,tara.redhawk.barrels,https://cdn.example.com/ig/tara_repost_sis.jpg,2026-07-26T01:14:00Z,Repost @midori.and.hikari - 17.18!! Madras prep mode unlocked.
ig_men_cbra_sis,ig_m_sisters_2026,ig_user_cbra_pnw,cbra.pnw.official,https://cdn.example.com/ig/cbra_repost_sis.jpg,2026-07-26T17:00:00Z,Open 4D winner highlight - @midori.and.hikari 17.18 at Sisters
ig_men_auto_0001,ig_m_auto_0024,ig_user_redmond_rider,redmond.barrels,https://cdn.example.com/ig/redmond.barrels_repost_1.jpg,2026-07-14T21:30:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0002,ig_m_auto_0165,ig_user_tara_redhawk,tara.redhawk.barrels,https://cdn.example.com/ig/tara.redhawk.barrels_repost_2.jpg,2025-05-31T17:43:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0003,ig_m_auto_0120,ig_user_tara_redhawk,tara.redhawk.barrels,https://cdn.example.com/ig/tara.redhawk.barrels_repost_3.jpg,2026-08-19T23:13:00.000Z,Convoy crew @midori.and.hikari heading to Madras
ig_men_auto_0004,ig_m_auto_0166,ig_user_bend_equine,bend.equine.co,https://cdn.example.com/ig/bend.equine.co_repost_4.jpg,2025-09-23T18:58:00.000Z,Repost @midori.and.hikari - 17.18!! Madras prep mode unlocked.
ig_men_auto_0005,ig_m_auto_0172,ig_user_tara_redhawk,tara.redhawk.barrels,https://cdn.example.com/ig/tara.redhawk.barrels_repost_5.jpg,2026-09-16T22:20:00.000Z,Repost @midori.and.hikari - 17.18!! Madras prep mode unlocked.
ig_men_auto_0006,ig_m_auto_0096,ig_user_cbra_pnw,cbra.pnw.official,https://cdn.example.com/ig/cbra.pnw.official_repost_6.jpg,2025-06-17T21:00:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0007,ig_m_auto_0055,ig_user_bend_equine,bend.equine.co,https://cdn.example.com/ig/bend.equine.co_repost_7.jpg,2026-10-20T15:59:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0008,ig_m_auto_0080,ig_user_tara_redhawk,tara.redhawk.barrels,https://cdn.example.com/ig/tara.redhawk.barrels_repost_8.jpg,2026-03-03T20:55:00.000Z,So proud of @midori.and.hikari this season
ig_men_auto_0009,ig_m_auto_0043,ig_user_redmond_rider,redmond.barrels,https://cdn.example.com/ig/redmond.barrels_repost_9.jpg,2025-11-10T18:10:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0010,ig_m_auto_0103,ig_user_bend_equine,bend.equine.co,https://cdn.example.com/ig/bend.equine.co_repost_10.jpg,2025-11-03T22:10:00.000Z,Convoy crew @midori.and.hikari heading to Madras
ig_men_auto_0011,ig_m_auto_0135,ig_user_tara_redhawk,tara.redhawk.barrels,https://cdn.example.com/ig/tara.redhawk.barrels_repost_11.jpg,2026-01-27T21:45:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0012,ig_m_auto_0137,ig_user_redmond_rider,redmond.barrels,https://cdn.example.com/ig/redmond.barrels_repost_12.jpg,2025-11-21T15:43:00.000Z,Clean run from @midori.and.hikari
ig_men_auto_0013,ig_m_auto_0054,ig_user_bend_equine,bend.equine.co,https://cdn.example.com/ig/bend.equine.co_repost_13.jpg,2025-06-01T16:40:00.000Z,Open 4D winner highlight - @midori.and.hikari 17.18 at Sisters
