id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
ig_s_madras_prep_01,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/madras_prep_01.jpg,2026-10-22T15:30:00Z,2026-10-23T15:30:00Z,Trailer loaded. Sundowner is ready. T-2 to Madras.,,,
ig_s_gate_in_change_01,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/gate_in_change.jpg,2026-10-22T16:42:00Z,2026-10-23T16:42:00Z,HEADS UP - gate-in is 09:30 (not 09:00). Check the addendum.,,,
ig_s_auto_0001,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_1.jpg,2025-11-19T11:45:00Z,2025-11-20T11:45:00Z,Sunrise barn chores,,,
ig_s_auto_0002,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_2.jpg,2025-12-22T17:43:00Z,2025-12-23T17:43:00Z,Sunrise barn chores,,,
ig_s_auto_0003,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_3.jpg,2026-03-05T15:14:00Z,2026-03-06T15:14:00Z,Post-run cool down,,,
ig_s_auto_0004,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_4.jpg,2026-07-09T10:19:00Z,2026-07-10T10:19:00Z,New leatherwork in progress,,,
ig_s_auto_0005,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_5.jpg,2026-03-23T11:31:00Z,2026-03-24T11:31:00Z,Post-run cool down,,,
ig_s_auto_0006,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_6.jpg,2025-09-14T14:46:00Z,2025-09-15T14:46:00Z,Hikari being dramatic about baths,,,
ig_s_auto_0007,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_7.jpg,2026-06-16T15:00:00Z,2026-06-17T15:00:00Z,GRE grind - quant day,,,
ig_s_auto_0008,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_8.jpg,2026-10-01T20:59:00Z,2026-10-02T20:59:00Z,GRE grind - quant day,,,
ig_s_auto_0009,ig_user_midori_hikari,IMAGE,https://cdn.example.com/ig/story_9.jpg,2026-06-20T20:22:00Z,2026-06-21T20:22:00Z,Warm-up pen vibes,,,
