album_id,name,artist_id,album_type,release_date,total_tracks,label
ALB0001,Live at San Quentin (1),TVZ,album,1988-12-24,15,Reprise
ALB0002,Guitar Town (2),WAYLON,album,1986-10-29,16,Reprise
ALB0003,Old No. 1 (3),GJONES,album,2016-02-20,8,Reprise
ALB0004,Red Headed Stranger (4),WAYLON,album,2000-04-28,13,Reprise
ALB0005,Red Headed Stranger (5),KRIS,album,1990-07-12,8,Reprise
ALB0006,Old No. 1 (6),CCR,album,1988-01-29,16,Reprise
ALB0007,Red Headed Stranger (7),MERLE,album,2013-01-11,10,Reprise
ALB0008,At Folsom Prison (8),MARTY,album,1999-08-01,13,Reprise
ALB0009,Red Headed Stranger (9),KRIS,album,2017-07-03,11,Reprise
ALB0010,Live at San Quentin (10),TVZ,album,2001-05-13,12,Reprise
ALB0011,Red Headed Stranger (11),CCR,album,1997-05-01,12,Reprise
ALB0012,Cosmo's Factory (12),JCASH,album,1991-11-19,16,Reprise
ALB0013,Live at San Quentin (13),KRIS,album,2006-12-08,10,Reprise
ALB0014,Red Headed Stranger (14),KRIS,album,2002-04-25,14,Reprise
ALB0015,Cosmo's Factory (15),CCR,album,2013-11-02,14,Reprise
ALB0016,Live at San Quentin (16),JCASH,album,1999-05-11,10,Reprise
ALB0017,Red Headed Stranger (17),CCR,album,2021-06-20,8,Reprise
ALB0018,At Folsom Prison (18),JCASH,album,2013-04-28,13,Reprise
ALB0019,Live at San Quentin (19),TVZ,album,1989-09-05,11,Reprise
ALB0020,At Folsom Prison (20),EMMY,album,1995-08-26,16,Reprise
ALB0021,Live at San Quentin (21),CCR,album,2003-09-02,13,Reprise
ALB0022,At Folsom Prison (22),KRIS,album,2016-11-12,14,Reprise
ALB0023,Old No. 1 (23),JCASH,album,2018-04-18,12,Reprise
ALB0024,Live at San Quentin (24),JCASH,album,2012-03-23,10,Reprise
ALB0025,Old No. 1 (25),WAYLON,album,2016-11-07,14,Reprise
ALB0026,Cosmo's Factory (26),TVZ,album,1995-10-01,13,Reprise
ALB0027,Cosmo's Factory (27),MARTY,album,1997-06-28,11,Reprise
ALB0028,Live at San Quentin (28),CCR,album,2004-10-29,11,Reprise
ALB0029,Red Headed Stranger (29),WILLIE,album,2005-12-07,12,Reprise
ALB0030,Red Headed Stranger (30),WILLIE,album,2018-04-01,16,Reprise
ALB0031,Old No. 1 (31),MARTY,album,2004-06-10,12,Reprise
ALB0032,Live at San Quentin (32),TVZ,album,1993-05-15,9,Reprise
ALB0033,Live at San Quentin (33),GJONES,album,1995-01-24,14,Reprise
ALB0034,Old No. 1 (34),KRIS,album,1997-09-10,8,Reprise
ALB0035,Cosmo's Factory (35),CCR,album,1995-05-26,15,Reprise
ALB0036,Old No. 1 (36),CCR,album,2019-04-10,13,Reprise
ALB0037,Guitar Town (37),JCASH,album,2004-09-08,15,Reprise
ALB0038,Red Headed Stranger (38),KRIS,album,2017-03-02,12,Reprise
ALB0039,At Folsom Prison (39),EMMY,album,2006-10-04,15,Reprise
ALB0040,Live at San Quentin (40),WILLIE,album,2014-07-20,16,Reprise
ALB0041,Live at San Quentin (41),WILLIE,album,1994-04-03,9,Reprise
ALB0042,Cosmo's Factory (42),WILLIE,album,2015-03-18,9,Reprise
ALB0043,Cosmo's Factory (43),CCR,album,2003-04-09,14,Reprise
ALB0044,Old No. 1 (44),CCR,album,1995-06-22,16,Reprise
ALB0045,Guitar Town (45),MARTY,album,1987-03-13,9,Reprise
ALB0046,Live at San Quentin (46),WAYLON,album,2005-04-22,14,Reprise
ALB0047,Live at San Quentin (47),WAYLON,album,1990-01-08,11,Reprise
ALB0048,At Folsom Prison (48),JCASH,album,1990-02-02,16,Reprise
ALB0049,Old No. 1 (49),WILLIE,album,2006-09-30,9,Reprise
ALB0050,Old No. 1 (50),CCR,album,2006-10-09,16,Reprise
ALB0051,Red Headed Stranger (51),MARTY,album,1992-03-06,9,Reprise
ALB0052,At Folsom Prison (52),MARTY,album,1995-12-05,10,Reprise
ALB0053,Live at San Quentin (53),EMMY,album,2001-01-04,9,Reprise
ALB0054,At Folsom Prison (54),CCR,album,1986-12-04,13,Reprise
ALB0055,Old No. 1 (55),TVZ,album,2006-06-03,10,Reprise
ALB0056,Live at San Quentin (56),MARTY,album,1999-04-30,14,Reprise
ALB0057,At Folsom Prison (57),WAYLON,album,2002-02-14,8,Reprise
ALB0058,Old No. 1 (58),EMMY,album,2015-08-30,16,Reprise
ALB0059,Guitar Town (59),EMMY,album,2012-06-03,14,Reprise
ALB0060,Guitar Town (60),CCR,album,1990-07-31,15,Reprise
ALB0061,Cosmo's Factory (61),WAYLON,album,2016-08-26,13,Reprise
ALB0062,At Folsom Prison (62),WILLIE,album,1994-11-25,11,Reprise
ALB0063,At Folsom Prison (63),JCASH,album,2000-01-26,15,Reprise
ALB0064,Old No. 1 (64),CCR,album,1990-03-13,9,Reprise
ALB0065,Cosmo's Factory (65),WILLIE,album,2020-06-22,13,Reprise
ALB0066,Guitar Town (66),CCR,album,2020-10-11,10,Reprise
ALB0067,At Folsom Prison (67),MARTY,album,2010-11-07,11,Reprise
ALB0068,Cosmo's Factory (68),CCR,album,2016-05-04,13,Reprise
ALB0069,Old No. 1 (69),TVZ,album,2021-05-21,9,Reprise
ALB0070,At Folsom Prison (70),GJONES,album,2001-11-03,15,Reprise
ALB0071,At Folsom Prison (71),MERLE,album,2018-09-19,8,Reprise
ALB0072,Red Headed Stranger (72),WAYLON,album,1992-03-09,16,Reprise
ALB0073,Cosmo's Factory (73),EMMY,album,2000-04-23,9,Reprise
ALB0074,Guitar Town (74),WILLIE,album,2011-11-12,8,Reprise
ALB0075,Red Headed Stranger (75),KRIS,album,1997-06-14,10,Reprise
ALB0076,Guitar Town (76),WAYLON,album,1998-03-29,10,Reprise
ALB0077,Cosmo's Factory (77),TVZ,album,1995-11-19,13,Reprise
ALB0078,Guitar Town (78),JCASH,album,1992-06-22,11,Reprise
ALB0079,Cosmo's Factory (79),GJONES,album,1993-08-05,8,Reprise
ALB0080,Cosmo's Factory (80),GJONES,album,2018-04-03,10,Reprise
ALB0081,Cosmo's Factory (81),MARTY,album,2010-08-07,13,Reprise
ALB0082,Live at San Quentin (82),JCASH,album,1999-11-26,8,Reprise
ALB0083,Live at San Quentin (83),EMMY,album,2001-07-29,8,Reprise
ALB0084,Cosmo's Factory (84),MARTY,album,2019-03-14,12,Reprise
ALB0085,Guitar Town (85),TVZ,album,1987-10-26,15,Reprise
