artist_id,name,genres,followers,popularity
CCR,Creedence Clearwater Revival,"classic rock,swamp rock",8500000,84
JCASH,Johnny Cash,"country,outlaw country",12000000,88
MERLE,Merle Haggard,"country,outlaw country",4500000,78
WILLIE,Willie Nelson,"country,outlaw country",6800000,82
WAYLON,Waylon Jennings,"country,outlaw country",3900000,76
KRIS,Kris Kristofferson,"country,outlaw country",2100000,72
MARTY,Marty Robbins,"country,cowboy",1800000,68
GJONES,George Jones,country,3200000,75
EMMY,Emmylou Harris,"country,folk",1900000,74
TVZ,Townes Van Zandt,"folk,americana",850000,70
ART0010,Penny Rangel,"country,folk",84158,45
ART0011,Diana Thomas,"country,folk",67360,53
ART0012,Ashley Skinner,"country,folk",63151,38
ART0013,Mary Jenkins,"country,folk",78570,42
ART0014,Ashlee Newton,"country,folk",57612,57
ART0015,Austin Duffy MD,"country,folk",58000,36
ART0016,Richard Brock,"country,folk",94219,47
ART0017,James Perez Jr.,"country,folk",54609,57
ART0018,Matthew Williams,"country,folk",72732,43
ART0019,Jennifer Johnson,"country,folk",21958,47
ART0020,Cassie Castillo,"country,folk",39959,47
ART0021,Jaime Dawson,"country,folk",96392,39
ART0022,Jamie Montgomery,"country,folk",28964,45
ART0023,Mary Carroll,"country,folk",57577,36
ART0024,Crystal King,"country,folk",87378,60
ART0025,Logan Moore,"country,folk",1057,48
ART0026,Benjamin Kim MD,"country,folk",74080,39
ART0027,Joshua Adams,"country,folk",28074,47
ART0028,Matthew Day,"country,folk",52394,55
ART0029,Mackenzie Smith,"country,folk",43875,39
ART0030,Daniel Park,"country,folk",50315,43
ART0031,David Blankenship,"country,folk",31072,44
ART0032,Jessica Stewart,"country,folk",39914,60
ART0033,Dale Matthews,"country,folk",18066,35
ART0034,Michael Evans,"country,folk",86847,42
ART0035,Larry Ortiz,"country,folk",71878,34
ART0036,Jo Rhodes,"country,folk",20571,31
ART0037,Anthony Foster,"country,folk",3094,38
ART0038,Raymond Smith,"country,folk",92896,54
ART0039,Tara Washington,"country,folk",26620,33
ART0040,Matthew Moon,"country,folk",24994,45
ART0041,Robert Young,"country,folk",81806,32
ART0042,Laura Jones,"country,folk",25313,46
ART0043,Lisa Smith,"country,folk",59893,59
ART0044,Kim Turner,"country,folk",19799,41
ART0045,Brian Butler,"country,folk",48993,36
ART0046,Stacey King,"country,folk",40981,52
ART0047,Dustin Scott,"country,folk",12124,56
ART0048,Michael Moore,"country,folk",83043,31
ART0049,Kenneth Carrillo,"country,folk",74169,36
ART0050,Betty Webb,"country,folk",53376,60
ART0051,Tonya Mcdonald,"country,folk",26106,49
ART0052,Andrew Parks,"country,folk",12306,54
ART0053,Todd Jackson,"country,folk",80121,33
ART0054,Brittany Miller,"country,folk",39756,50
ART0055,Michael Miller,"country,folk",93742,36
ART0056,Maria Lewis,"country,folk",23003,48
ART0057,Michael Smith,"country,folk",91771,37
ART0058,Nicholas Mcdonald,"country,folk",95911,46
ART0059,Julie Davis,"country,folk",72467,34
ART0060,Lydia Wright,"country,folk",96564,42
ART0061,Todd Hammond,"country,folk",65130,57
ART0062,Clinton Hartman,"country,folk",95518,31
ART0063,Luke Jones,"country,folk",9513,40
ART0064,Jennifer Cohen,"country,folk",3683,30
ART0065,Nathan Davila,"country,folk",22298,41
ART0066,Julie Brown,"country,folk",47024,50
ART0067,Robert Scott,"country,folk",35756,51
ART0068,Gina Roberson,"country,folk",23064,44
ART0069,Joseph Young,"country,folk",70984,30
ART0070,Terry Green,"country,folk",52055,35
ART0071,Thomas Garcia,"country,folk",58302,51
ART0072,Ruben Roberts,"country,folk",8288,51
ART0073,Jennifer Frazier,"country,folk",66983,53
ART0074,Steve Ross,"country,folk",53071,54
ART0075,Victoria Massey,"country,folk",1487,50
ART0076,Heather Harrell,"country,folk",95301,43
ART0077,Rachel Johnston,"country,folk",35422,53
ART0078,Charles Hernandez,"country,folk",17368,34
ART0079,Megan Whitney,"country,folk",60985,60
ART0080,Lisa Moore,"country,folk",5538,46
ART0081,David Wiggins,"country,folk",59419,55
