playlist_id,name,description,owner_id,public,collaborative
PL_WORKSHOP,Workshop - classic country and Creedence,Sam's bench playlist,sp_u_sam,False,False
PL_BENCH_EVENING,Bench evening,Evening bench playlist,sp_u_sam,False,False
PL_HIKES_ZUNI,Zuni Mountains hikes,Hiking playlist for the Zuni Mountains,sp_u_sam,False,False
PL0003,Playlist 3,,sp_u_sam,False,False
PL0004,Playlist 4,,sp_u_sam,False,False
PL0005,Playlist 5,,sp_u_sam,False,False
PL0006,Playlist 6,,sp_u_sam,False,False
PL0007,Playlist 7,,sp_u_sam,False,False
PL0008,Playlist 8,,sp_u_sam,False,False
PL0009,Playlist 9,,sp_u_sam,False,False
PL0010,Playlist 10,,sp_u_sam,False,False
PL0011,Playlist 11,,sp_u_sam,False,False
PL0012,Playlist 12,,sp_u_sam,False,False
PL0013,Playlist 13,,sp_u_sam,False,False
PL0014,Playlist 14,,sp_u_sam,False,False
PL0015,Playlist 15,,sp_u_sam,False,False
PL0016,Playlist 16,,sp_u_sam,False,False
PL0017,Playlist 17,,sp_u_sam,False,False
PL0018,Playlist 18,,sp_u_sam,False,False
PL0019,Playlist 19,,sp_u_sam,False,False
PL0020,Playlist 20,,sp_u_sam,False,False
PL0021,Playlist 21,,sp_u_sam,False,False
PL0022,Playlist 22,,sp_u_sam,False,False
PL0023,Playlist 23,,sp_u_sam,False,False
PL0024,Playlist 24,,sp_u_sam,False,False
PL0025,Playlist 25,,sp_u_sam,False,False
PL0026,Playlist 26,,sp_u_sam,False,False
PL0027,Playlist 27,,sp_u_sam,False,False
PL0028,Playlist 28,,sp_u_sam,False,False
PL0029,Playlist 29,,sp_u_sam,False,False
PL0030,Playlist 30,,sp_u_sam,False,False
PL0031,Playlist 31,,sp_u_sam,False,False
PL0032,Playlist 32,,sp_u_sam,False,False
PL0033,Playlist 33,,sp_u_sam,False,False
PL0034,Playlist 34,,sp_u_sam,False,False
PL0035,Playlist 35,,sp_u_sam,False,False
PL0036,Playlist 36,,sp_u_sam,False,False
PL0037,Playlist 37,,sp_u_sam,False,False
PL0038,Playlist 38,,sp_u_sam,False,False
PL0039,Playlist 39,,sp_u_sam,False,False
PL0040,Playlist 40,,sp_u_sam,False,False
PL0041,Playlist 41,,sp_u_sam,False,False
PL0042,Playlist 42,,sp_u_sam,False,False
PL0043,Playlist 43,,sp_u_sam,False,False
PL0044,Playlist 44,,sp_u_sam,False,False
PL0045,Playlist 45,,sp_u_sam,False,False
PL0046,Playlist 46,,sp_u_sam,False,False
PL0047,Playlist 47,,sp_u_sam,False,False
PL0048,Playlist 48,,sp_u_sam,False,False
PL0049,Playlist 49,,sp_u_sam,False,False
PL0050,Playlist 50,,sp_u_sam,False,False
PL0051,Playlist 51,,sp_u_sam,False,False
PL0052,Playlist 52,,sp_u_sam,False,False
PL0053,Playlist 53,,sp_u_sam,False,False
PL0054,Playlist 54,,sp_u_sam,False,False
PL0055,Playlist 55,,sp_u_sam,False,False
PL0056,Playlist 56,,sp_u_sam,False,False
PL0057,Playlist 57,,sp_u_sam,False,False
PL0058,Playlist 58,,sp_u_sam,False,False
PL0059,Playlist 59,,sp_u_sam,False,False
PL0060,Playlist 60,,sp_u_sam,False,False
PL0061,Playlist 61,,sp_u_sam,False,False
PL0062,Playlist 62,,sp_u_sam,False,False
PL0063,Playlist 63,,sp_u_sam,False,False
PL0064,Playlist 64,,sp_u_sam,False,False
PL0065,Playlist 65,,sp_u_sam,False,False
PL0066,Playlist 66,,sp_u_sam,False,False
PL0067,Playlist 67,,sp_u_sam,False,False
PL0068,Playlist 68,,sp_u_sam,False,False
PL0069,Playlist 69,,sp_u_sam,False,False
PL0070,Playlist 70,,sp_u_sam,False,False
PL0071,Playlist 71,,sp_u_sam,False,False
PL0072,Playlist 72,,sp_u_sam,False,False
PL0073,Playlist 73,,sp_u_sam,False,False
PL0074,Playlist 74,,sp_u_sam,False,False
PL0075,Playlist 75,,sp_u_sam,False,False
PL0076,Playlist 76,,sp_u_sam,False,False
PL0077,Playlist 77,,sp_u_sam,False,False
PL0078,Playlist 78,,sp_u_sam,False,False
PL0079,Playlist 79,,sp_u_sam,False,False
PL0080,Playlist 80,,sp_u_sam,False,False
PL0081,Playlist 81,,sp_u_sam,False,False
