track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
TRK00001,Red Headed Stranger (Take 2),WILLIE,ALB0030,185323,40,False,10
TRK00002,Fortunate Son (Take 2),TVZ,ALB0069,167803,77,False,1
TRK00003,Green River,TVZ,ALB0085,246951,69,False,3
TRK00004,Mama Tried,KRIS,ALB0009,192397,84,False,10
TRK00005,Wanted Man (Take 4),TVZ,ALB0077,260292,36,False,4
TRK00006,Blue Bayou,WILLIE,ALB0065,307922,80,False,9
TRK00007,Pancho and Lefty,EMMY,ALB0020,181778,75,False,1
TRK00008,Wanted Man,KRIS,ALB0014,192029,44,False,7
TRK00009,Ring of Fire,CCR,ALB0015,168996,30,False,2
TRK00010,Pancho and Lefty,MARTY,ALB0084,221764,73,False,8
TRK00011,Green River,KRIS,ALB0034,254868,61,False,2
TRK00012,Folsom Prison Blues,GJONES,ALB0070,220140,88,False,8
TRK00013,Wanted Man,MARTY,ALB0081,308841,63,False,7
TRK00014,Green River,EMMY,ALB0058,309898,35,False,10
TRK00015,El Paso,JCASH,ALB0078,257024,53,False,6
TRK00016,Mama Tried,TVZ,ALB0085,213646,89,False,1
TRK00017,El Paso,CCR,ALB0028,234202,84,False,3
TRK00018,Ring of Fire,EMMY,ALB0039,254896,62,False,11
TRK00019,El Paso (Take 3),CCR,ALB0043,255556,78,False,3
TRK00020,Highwayman,CCR,ALB0015,308050,65,False,9
TRK00021,Have You Ever Seen the Rain,CCR,ALB0017,226702,39,False,2
TRK00022,Ring of Fire,JCASH,ALB0024,226322,64,False,6
TRK00023,Green River,EMMY,ALB0039,239953,88,False,5
TRK00024,Highwayman,JCASH,ALB0082,222277,47,False,7
TRK00025,Red Headed Stranger,MARTY,ALB0081,298281,85,False,2
TRK00026,Have You Ever Seen the Rain,JCASH,ALB0018,249108,67,False,6
TRK00027,Mama Tried,JCASH,ALB0048,221449,85,False,7
TRK00028,Wanted Man,MARTY,ALB0027,242486,34,False,11
TRK00029,Wanted Man,MARTY,ALB0051,304379,52,False,12
TRK00030,Green River,MERLE,ALB0007,319943,89,False,10
TRK00031,Pancho and Lefty,JCASH,ALB0024,235140,89,False,11
TRK00032,Folsom Prison Blues (Take 4),JCASH,ALB0078,308776,74,False,12
TRK00033,Mama Tried,CCR,ALB0060,232662,84,False,8
TRK00034,Fortunate Son,WAYLON,ALB0004,227092,37,False,3
TRK00035,Highwayman,JCASH,ALB0023,185864,57,False,12
TRK00036,Blue Bayou,CCR,ALB0036,167875,30,False,5
TRK00037,Have You Ever Seen the Rain,CCR,ALB0066,230138,45,False,4
TRK00038,Wanted Man,GJONES,ALB0079,280047,35,False,5
TRK00039,Ring of Fire,WILLIE,ALB0062,316386,47,False,4
TRK00040,Pancho and Lefty,KRIS,ALB0022,217561,55,False,4
TRK00041,Have You Ever Seen the Rain,TVZ,ALB0069,295812,32,False,8
TRK00042,Pancho and Lefty,WAYLON,ALB0061,270688,66,False,3
TRK00043,Fortunate Son,WILLIE,ALB0040,303988,70,False,1
TRK00044,Mama Tried,KRIS,ALB0034,312806,52,False,4
TRK00045,El Paso,WILLIE,ALB0029,222733,49,False,5
TRK00046,Mama Tried (Take 1),MERLE,ALB0007,177278,39,False,4
TRK00047,Pancho and Lefty (Take 2),WILLIE,ALB0065,220631,89,False,8
TRK00048,Mama Tried (Take 3),EMMY,ALB0059,290591,86,False,5
TRK00049,Pancho and Lefty,CCR,ALB0043,214353,86,False,5
TRK00050,Ring of Fire,MARTY,ALB0084,216495,70,False,4
TRK00051,Fortunate Son,TVZ,ALB0077,240367,60,False,5
TRK00052,Ring of Fire,WAYLON,ALB0046,198157,69,False,3
TRK00053,Wanted Man,CCR,ALB0011,228846,80,False,9
TRK00054,Green River,JCASH,ALB0063,224076,68,False,11
TRK00055,Blue Bayou,TVZ,ALB0069,225528,75,False,9
TRK00056,Fortunate Son,MARTY,ALB0008,311555,53,False,3
TRK00057,Mama Tried,CCR,ALB0006,281246,56,False,1
TRK00058,Green River,TVZ,ALB0001,302499,60,False,3
TRK00059,Highwayman,MERLE,ALB0071,274435,63,False,6
TRK00060,Have You Ever Seen the Rain,MERLE,ALB0071,280644,58,False,3
TRK00061,Folsom Prison Blues,WAYLON,ALB0025,165460,80,False,3
TRK00062,Green River (Take 1),JCASH,ALB0037,254801,70,False,8
TRK00063,Red Headed Stranger,MARTY,ALB0045,229466,84,False,7
TRK00064,Pancho and Lefty,TVZ,ALB0085,281373,64,False,1
TRK00065,Ring of Fire (Take 3),MARTY,ALB0056,173868,50,False,5
TRK00066,Highwayman,MERLE,ALB0007,313404,88,False,5
TRK00067,Highwayman,WAYLON,ALB0076,277256,82,False,1
TRK00068,Pancho and Lefty,KRIS,ALB0005,162521,57,False,7
TRK00069,El Paso (Take 2),WILLIE,ALB0049,264606,76,False,9
TRK00070,Green River,EMMY,ALB0053,173582,64,False,8
TRK00071,Blue Bayou (Take 2),CCR,ALB0006,241438,34,False,4
