track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
0aZ1bY2cX3dW4eV5fU6gT7,Glacier,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,214000,70,false,1
1bA2cB3dC4eD5fE6gF7hG8,Polar Bloom,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,238500,66,false,2
2cB3dC4eD5fE6gF7hG8iH9,Borealis,4kP954pQ2teQUd0Ctg37b1,5aB3cD4eF5gH6iJ7kL8mN9,201200,64,false,3
3dC4eD5fE6gF7hG8iH9jI0,Midnight Line,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,256800,69,false,1
4eD5fE6gF7hG8iH9jI0kJ1,Neon Rails,6mZ8tQ1nXpLkWv7Yd0fJ3a,7pQ8rS9tU0vW1xY2zA3bC4,243300,62,false,2
5fE6gF7hG8iH9jI0kJ1lK2,Caliente,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,198400,88,true,1
6gF7hG8iH9jI0kJ1lK2mL3,Verano,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,205700,81,false,2
7hG8iH9jI0kJ1lK2mL3nM4,Bajo el Sol,3rT0fQ8sNuVbXc2Yd9Lm4p,1dE2fG3hI4jK5lM6nO7pQ8,221900,76,false,3
8iH9jI0kJ1lK2mL3nM4oN5,Driftwood,2wQ5kP3nXvLbWc8Yd1Fm6t,9rS0tU1vW2xY3zA4bC5dE6,189600,58,false,1
9jI0kJ1lK2mL3nM4oN5pO6,Saltwater,2wQ5kP3nXvLbWc8Yd1Fm6t,9rS0tU1vW2xY3zA4bC5dE6,212100,55,false,2
tracki-00011,Jade orbit 11,artist-00011,albumi-00011,380,585,false,623
tracki-00012,River willow 12,artist-00012,albumi-00012,781,392,true,544
tracki-00013,Grove harbor 13,artist-00013,albumi-00013,885,489,false,618
tracki-00014,Jade haze 14,artist-00014,albumi-00014,514,89,true,21
tracki-00015,Umber frost 15,artist-00015,albumi-00015,514,439,false,682
tracki-00016,Tidal kelp 16,artist-00016,albumi-00016,55,477,false,266
tracki-00017,Willow frost 17,artist-00017,albumi-00017,490,564,false,452
tracki-00018,Jade iris 18,artist-00018,albumi-00018,4,107,true,762
tracki-00019,Jade umber 19,artist-00019,albumi-00019,457,142,false,536
tracki-00020,Haze ember 20,artist-00020,albumi-00020,796,97,true,233
tracki-00021,River delta 21,artist-00021,albumi-00021,599,199,true,221
tracki-00022,Meadow ember 22,artist-00022,albumi-00022,11,130,false,147
tracki-00023,Umber bravo 23,artist-00023,albumi-00023,16,566,false,792
tracki-00024,Zephyr zephyr 24,artist-00024,albumi-00024,147,574,true,820
tracki-00025,Umber quartz 25,artist-00025,albumi-00025,798,90,false,118
tracki-00026,Harbor river 26,artist-00026,albumi-00026,530,21,true,570
tracki-00027,Harbor zephyr 27,artist-00027,albumi-00027,557,751,true,663
tracki-00028,Bravo frost 28,artist-00028,albumi-00028,186,537,false,714
tracki-00029,Jade jade 29,artist-00029,albumi-00029,522,880,false,228
tracki-00030,Willow jade 30,artist-00030,albumi-00030,454,809,false,151
tracki-00031,Quartz tidal 31,artist-00031,albumi-00031,597,891,true,286
tracki-00032,Delta alpha 32,artist-00032,albumi-00032,314,709,true,110
tracki-00033,Meadow delta 33,artist-00033,albumi-00033,581,66,false,885
tracki-00034,Orbit meadow 34,artist-00034,albumi-00034,7,878,true,189
tracki-00035,Kelp frost 35,artist-00035,albumi-00035,173,538,false,485
tracki-00036,Delta orbit 36,artist-00036,albumi-00036,681,411,false,239
tracki-00037,River frost 37,artist-00037,albumi-00037,540,141,false,455
tracki-00038,Summit summit 38,artist-00038,albumi-00038,348,364,false,473
tracki-00039,Grove cedar 39,artist-00039,albumi-00039,449,811,false,464
tracki-00040,Grove jade 40,artist-00040,albumi-00040,713,748,true,4
tracki-00041,Umber cedar 41,artist-00041,albumi-00041,452,265,false,539
tracki-00042,Bravo kelp 42,artist-00042,albumi-00042,433,129,false,410
tracki-00043,Pine frost 43,artist-00043,albumi-00043,675,774,false,784
tracki-00044,Bravo violet 44,artist-00044,albumi-00044,384,804,true,153
tracki-00045,Alpha ember 45,artist-00045,albumi-00045,74,340,false,582
tracki-00046,Orbit delta 46,artist-00046,albumi-00046,705,884,false,308
tracki-00047,River river 47,artist-00047,albumi-00047,124,496,true,240
tracki-00048,Iris tidal 48,artist-00048,albumi-00048,366,779,true,807
tracki-00049,Zephyr quartz 49,artist-00049,albumi-00049,13,217,false,588
tracki-00050,Kelp meadow 50,artist-00050,albumi-00050,730,557,false,243
tracki-00051,Kelp river 51,artist-00051,albumi-00051,623,28,true,63
tracki-00052,Frost kelp 52,artist-00052,albumi-00052,807,247,true,230
tracki-00053,Grove jade 53,artist-00053,albumi-00053,568,776,false,293
tracki-00054,Harbor summit 54,artist-00054,albumi-00054,471,769,false,508
tracki-00055,Frost harbor 55,artist-00055,albumi-00055,78,503,false,806
tracki-00056,Umber bravo 56,artist-00056,albumi-00056,31,517,true,670
tracki-00057,Tidal grove 57,artist-00057,albumi-00057,794,418,true,527
tracki-00058,Cedar violet 58,artist-00058,albumi-00058,400,160,false,841
tracki-00059,Zephyr violet 59,artist-00059,albumi-00059,546,215,true,140
tracki-00060,Violet alpha 60,artist-00060,albumi-00060,71,349,false,153
tracki-00061,Violet iris 61,artist-00061,albumi-00061,765,598,false,557
tracki-00062,Frost kelp 62,artist-00062,albumi-00062,680,10,false,94
tracki-00063,Willow violet 63,artist-00063,albumi-00063,614,558,false,516
tracki-00064,Haze kelp 64,artist-00064,albumi-00064,783,533,true,80
tracki-00065,Coral pine 65,artist-00065,albumi-00065,487,705,false,572
tracki-00066,Delta haze 66,artist-00066,albumi-00066,552,897,false,738
tracki-00067,Umber orbit 67,artist-00067,albumi-00067,83,266,true,88
tracki-00068,Tidal orbit 68,artist-00068,albumi-00068,578,272,true,249
tracki-00069,Coral summit 69,artist-00069,albumi-00069,839,177,true,489
tracki-00070,Tidal pine 70,artist-00070,albumi-00070,350,842,true,457
tracki-00071,Iris summit 71,artist-00071,albumi-00071,52,9,false,533
tracki-00072,Harbor river 72,artist-00072,albumi-00072,184,706,false,878
tracki-00073,River zephyr 73,artist-00073,albumi-00073,196,745,false,630
tracki-00074,Zephyr quartz 74,artist-00074,albumi-00074,808,614,true,524
tracki-00075,Orbit bravo 75,artist-00075,albumi-00075,530,745,false,654
tracki-00076,Willow cedar 76,artist-00076,albumi-00076,218,228,false,709
tracki-00077,Haze summit 77,artist-00077,albumi-00077,867,893,false,196
tracki-00078,Violet orbit 78,artist-00078,albumi-00078,864,402,false,736
tracki-00079,Pine jade 79,artist-00079,albumi-00079,23,853,true,735
tracki-00080,Cedar quartz 80,artist-00080,albumi-00080,141,680,false,46
tracki-00081,Haze tidal 81,artist-00081,albumi-00081,769,230,false,53
tracki-00082,Kelp cedar 82,artist-00082,albumi-00082,9,455,false,427
tracki-00083,Harbor river 83,artist-00083,albumi-00083,698,894,true,373
tracki-00084,River ember 84,artist-00084,albumi-00084,141,276,false,870
tracki-00085,Frost orbit 85,artist-00085,albumi-00085,49,335,false,434
tracki-00086,River umber 86,artist-00086,albumi-00086,701,818,true,818
tracki-00087,Quartz delta 87,artist-00087,albumi-00087,312,557,false,79
tracki-00088,Grove meadow 88,artist-00088,albumi-00088,546,75,false,211
tracki-00089,Umber umber 89,artist-00089,albumi-00089,50,324,false,877
tracki-00090,Alpha alpha 90,artist-00090,albumi-00090,610,876,true,147
