tableId,id,name,type
tblHolidayCustom01,fldOrderId,order_id,singleLineText
tblHolidayCustom01,fldCustomerName,customer_name,singleLineText
tblHolidayCustom01,fldCustomerEmail,customer_email,email
tblHolidayCustom01,fldItem,item,singleLineText
tblHolidayCustom01,fldPickupDate,pickup_date,date
tblHolidayCustom01,fldPickupStart,pickup_window_start,singleLineText
tblHolidayCustom01,fldPickupEnd,pickup_window_end,singleLineText
tblHolidayCustom01,fldPrice,price,number
tblHolidayCustom01,fldStatus,status,singleSelect
tblHolidayCustom01,fldTrackerUpdated,tracker_last_updated,date
tblHolidayCustom01,fldIntakeSource,intake_source,singleSelect
tblHolidayCustom01,fldDepositStatus,deposit_status,singleSelect
tblHolidayCustom01,fldDietaryFlags,dietary_flags,multipleSelects
tblHolidayCustom01,fldAllergenNote,allergen_note,singleLineText
tblHolidayCustom01,fldDecorationNotes,decoration_notes,singleLineText
tblHolidayCustom01,fldPriority,priority,singleSelect
tblHolidayCustom01,fldLastContact,last_contact,date
tblCafePartners01,fldCafeName,cafe_name,singleLineText
tblCafePartners01,fldContactEmail,contact_email,email
tblCafePartners01,fldDropWindow,drop_window,singleLineText
tblCafePartners01,fldStandingRhythm,standing_rhythm,singleLineText
tblCafePartners01,fldContactName,contact_name,singleLineText
tblCafePartners01,fldPhone,phone,phoneNumber
tblCafePartners01,fldPartnerSince,partner_since,date
tblCafePartners01,fldInvoiceTerms,invoice_terms,singleLineText
tblCafePartners01,fldPartnerStatus,partner_status,singleSelect
tblCafePartners01,fldDeliveryPriority,delivery_priority,singleSelect
tblCafePartners01,fldPartnerNotes,partner_notes,singleLineText
