id,product,unit_amount,currency,recurring_interval,active,nickname
price_membership_95,prod_00334,9500,usd,recurring,True,Standard Monthly
price_dropin_18,prod_00314,1800,usd,one_time,True,Drop-In
price_tournament_45,prod_00342,4500,usd,one_time,True,Competitor
price_spectator_10,prod_00382,1000,usd,one_time,True,Spectator
price_sponsor_gold,prod_00384,266103,usd,one_time,True,Gold Sponsor
price_sponsor_silver,prod_00395,114851,usd,one_time,True,Silver Sponsor
price_sponsor_bronze,prod_tournament,91213,usd,one_time,True,Bronze Sponsor
price_00307,prod_00350,467.84,usd,one_time,False,detail_527
price_00308,prod_00324,21.41,usd,recurring,True,detail_223
price_00309,prod_00342,658.62,usd,recurring,False,detail_368
price_00310,prod_00323,739.73,usd,recurring,True,detail_797
price_00311,prod_00380,526.59,usd,recurring,False,detail_688
price_00312,prod_dropin,1064.2,usd,recurring,False,detail_511
price_00313,prod_00367,1228.79,usd,one_time,True,detail_812
price_00314,prod_00398,687.36,usd,one_time,True,detail_420
price_00315,prod_00389,1454.99,usd,one_time,True,detail_193
price_00316,prod_dropin,1330.86,usd,recurring,False,detail_627
price_00317,prod_00343,563.28,usd,recurring,True,detail_911
price_00318,prod_00387,1178.33,usd,one_time,True,detail_880
price_00319,prod_00359,338.0,usd,one_time,False,detail_495
price_00320,prod_00317,653.84,usd,one_time,True,detail_773
price_00321,prod_00328,1189.21,usd,recurring,True,detail_629
price_00322,prod_00315,131.97,usd,recurring,False,detail_265
price_00323,prod_00388,307.83,usd,recurring,False,detail_391
price_00324,prod_00317,1120.82,usd,recurring,False,detail_695
price_00325,prod_00377,1215.16,usd,one_time,False,detail_700
price_00326,prod_00322,76.13,usd,recurring,False,detail_513
price_00327,prod_00356,483.76,usd,recurring,False,detail_454
price_00328,prod_00352,1379.75,usd,recurring,True,detail_693
price_00329,prod_00341,801.78,usd,one_time,False,detail_742
price_00330,prod_00385,500.09,usd,recurring,True,detail_238
price_00331,prod_00355,1054.66,usd,recurring,False,detail_542
price_00332,prod_00317,975.41,usd,one_time,False,detail_594
price_00333,prod_00339,185.48,usd,recurring,False,detail_212
price_00334,prod_00320,1331.18,usd,recurring,True,detail_172
price_00335,prod_00315,1270.41,usd,recurring,True,detail_389
price_00336,prod_00359,399.91,usd,recurring,False,detail_495
price_00337,prod_00343,480.91,usd,recurring,True,detail_356
price_00338,prod_00307,832.57,usd,one_time,True,detail_591
price_00339,prod_00319,1322.08,usd,recurring,False,detail_102
price_00340,prod_00331,370.58,usd,one_time,True,detail_276
price_00341,prod_00356,1071.13,usd,recurring,False,detail_905
price_00342,prod_00325,108.98,usd,one_time,True,detail_930
price_00343,prod_00328,918.18,usd,recurring,False,detail_330
price_00344,prod_00322,67.73,usd,recurring,True,detail_738
price_00345,prod_dropin,582.26,usd,recurring,True,detail_906
price_00346,prod_00330,1022.3,usd,recurring,False,detail_125
price_00347,prod_00382,703.49,usd,one_time,True,detail_231
price_00348,prod_00367,1355.67,usd,one_time,False,detail_851
price_00349,prod_00358,33.53,usd,recurring,True,detail_763
price_00350,prod_00400,1030.3,usd,one_time,False,detail_720
price_00351,prod_00367,1001.63,usd,one_time,False,detail_921
price_00352,prod_spectator,1458.42,usd,one_time,False,detail_859
price_00353,prod_00404,909.88,usd,recurring,True,detail_614
price_00354,prod_00363,1042.57,usd,one_time,False,detail_746
price_00355,prod_00390,339.13,usd,recurring,False,detail_523
price_00356,prod_00348,1477.76,usd,one_time,True,detail_944
price_00357,prod_00365,129.68,usd,one_time,True,detail_303
price_00358,prod_00349,492.07,usd,one_time,True,detail_397
price_00359,prod_00360,1426.37,usd,one_time,True,detail_684
price_00360,prod_00364,677.65,usd,recurring,False,detail_707
price_00361,prod_00308,189.39,usd,one_time,False,detail_453
price_00362,prod_00362,474.71,usd,recurring,True,detail_947
price_00363,prod_00318,416.22,usd,one_time,True,detail_756
price_00364,prod_00348,793.13,usd,recurring,True,detail_768
price_00365,prod_dropin,745.89,usd,recurring,False,detail_824
price_00366,prod_00317,45.37,usd,one_time,False,detail_231
price_00367,prod_00316,1447.15,usd,recurring,False,detail_676
price_00368,prod_00354,1169.48,usd,recurring,True,detail_619
price_00369,prod_00339,1460.05,usd,recurring,True,detail_666
price_00370,prod_00391,1112.87,usd,recurring,True,detail_135
price_00371,prod_00382,1139.68,usd,one_time,False,detail_412
price_00372,prod_tournament,148.32,usd,one_time,False,detail_728
price_00373,prod_00317,732.48,usd,recurring,True,detail_580
price_00374,prod_00313,991.36,usd,recurring,True,detail_634
price_00375,prod_00370,1051.05,usd,one_time,False,detail_462
price_00376,prod_00366,627.56,usd,recurring,False,detail_603
price_00377,prod_00310,614.97,usd,recurring,False,detail_907
price_00378,prod_00349,446.87,usd,recurring,True,detail_223
price_00379,prod_00336,588.87,usd,recurring,False,detail_126
price_00380,prod_00343,193.58,usd,recurring,False,detail_465
price_00381,prod_00390,968.78,usd,recurring,False,detail_198
price_00382,prod_00327,604.35,usd,recurring,False,detail_673
price_00383,prod_00355,839.39,usd,one_time,True,detail_377
price_00384,prod_00346,1489.35,usd,one_time,True,detail_757
price_00385,prod_00365,331.84,usd,one_time,True,detail_285
price_00386,prod_spectator,1062.04,usd,recurring,False,detail_952
price_00387,prod_00359,1301.78,usd,recurring,True,detail_584
price_00388,prod_00390,390.28,usd,recurring,False,detail_750
price_00389,prod_00345,347.43,usd,one_time,True,detail_752
price_00390,prod_00373,528.91,usd,recurring,True,detail_214
price_00391,prod_00341,1136.38,usd,recurring,True,detail_991
price_00392,prod_00377,1492.44,usd,one_time,False,detail_916
price_00393,prod_00379,681.11,usd,one_time,True,detail_397
price_00394,prod_00377,635.56,usd,recurring,False,detail_935
price_00395,prod_00349,1105.96,usd,one_time,True,detail_185
price_00396,prod_00320,132.18,usd,recurring,True,detail_840
price_00397,prod_00344,1316.09,usd,recurring,True,detail_927
price_00398,prod_00339,339.02,usd,one_time,False,detail_692
price_00399,prod_00387,318.87,usd,recurring,True,detail_320
price_00400,prod_00354,131.48,usd,one_time,True,detail_570
price_00401,prod_00366,455.65,usd,recurring,True,detail_427
price_00402,prod_00396,378.91,usd,one_time,False,detail_681
price_00403,prod_00373,970.2,usd,recurring,False,detail_904
price_00404,prod_00400,131.6,usd,recurring,True,detail_516
