id,name,rating,price,category,category_title,latitude,longitude,city,state,address,phone,review_count,is_closed,image_url
yb_desta,Desta Ethiopian Kitchen,4.5,$$,ethiopian,Ethiopian,33.7748,-84.3037,Atlanta,GA,3086 Briarcliff Rd NE,+1-404-929-0011,1842,false,
yb_brush,Brush Sushi Izakaya,4.7,$$$,sushi,Sushi Bars,33.7756,-84.2963,Decatur,GA,316 Church St,+1-770-234-4188,924,false,
yb_little_tart,Little Tart Bakeshop,4.6,$$,bakery,Bakeries,33.7519,-84.3712,Atlanta,GA,437 Memorial Dr SE,+1-404-348-4797,738,false,
yb_buford_hwy_farmers,Buford Highway Farmers Market,4.6,$$,farmersmarket,Farmers Market,33.8632,-84.2867,Doraville,GA,5600 Buford Hwy NE,+1-770-455-0770,1128,false,
yb_batdorf,Batdorf and Bronson Coffee Roasters,4.5,$$,coffee,Coffee & Tea,33.7729,-84.2953,Decatur,GA,317 W Ponce de Leon Ave,+1-404-373-2020,412,false,
yb_leons,Leons Full Service,4.4,$$,restaurants,American,33.7745,-84.2977,Decatur,GA,131 E Ponce de Leon Ave,+1-404-687-0500,2142,false,
yb_101,Ammazza,4.4,$$,american,American,33.767,-84.351,Atlanta,GA,1700 Peachtree St,+1-404-555-0101,1688,false,
yb_102,Ted's Montana Grill,3.7,$$,bbq,BBQ,33.789,-84.305,Atlanta,GA,2872 Peachtree St,+1-404-555-0102,885,false,
yb_103,Sotto Sotto,4.7,$$,southern,Southern,33.798,-84.319,Atlanta,GA,471 Peachtree St,+1-404-555-0103,837,false,
yb_104,Souper Jenny,4.3,$$,bbq,BBQ,33.749,-84.257,Atlanta,GA,526 Peachtree St,+1-404-555-0104,1621,false,
yb_105,Tin Drum Asia Cafe,4.2,$$,cafe,Cafe,33.759,-84.451,Atlanta,GA,471 Peachtree St,+1-404-555-0105,1720,false,
yb_106,Fritti,3.6,$$,italian,Italian,33.753,-84.338,Atlanta,GA,262 Peachtree St,+1-404-555-0106,447,false,
yb_107,Twin Smokers BBQ,4.1,$$,asian,Asian,33.728,-84.395,Atlanta,GA,2763 Peachtree St,+1-404-555-0107,573,false,
yb_108,Kimbal House,3.5,$$,bakery,Bakery,33.702,-84.209,Atlanta,GA,1078 Peachtree St,+1-404-555-0108,2355,false,
yb_109,Cape Dutch,4.6,$$,ethiopian,Ethiopian,33.723,-84.35,Atlanta,GA,2109 Peachtree St,+1-404-555-0109,646,false,
yb_110,Pig and the Pearl,3.8,$$,coffee,Coffee,33.75,-84.478,Atlanta,GA,1915 Peachtree St,+1-404-555-0110,1869,false,
yb_111,Le Colonial,4.9,$$,southern,Southern,33.786,-84.485,Atlanta,GA,2297 Peachtree St,+1-404-555-0111,915,false,
yb_112,Krog Street Market,4.4,$$,asian,Asian,33.74,-84.471,Atlanta,GA,1498 Peachtree St,+1-404-555-0112,2141,false,
yb_113,Ponce City Market Food Hall,4.3,$$,bakery,Bakery,33.743,-84.421,Atlanta,GA,420 Peachtree St,+1-404-555-0113,714,false,
yb_114,Storico Fresco,4.3,$$,american,American,33.78,-84.357,Atlanta,GA,1118 Peachtree St,+1-404-555-0114,1577,false,
yb_115,Empire State South,4.4,$$,asian,Asian,33.743,-84.428,Atlanta,GA,507 Peachtree St,+1-404-555-0115,167,false,
yb_116,Aria,4.1,$$,american,American,33.788,-84.286,Atlanta,GA,2174 Peachtree St,+1-404-555-0116,146,false,
yb_117,Bacchanalia,4.1,$$,cafe,Cafe,33.745,-84.31,Atlanta,GA,155 Peachtree St,+1-404-555-0117,1151,false,
yb_118,Restaurant Eugene,4.5,$$,sushi,Sushi,33.72,-84.329,Atlanta,GA,2688 Peachtree St,+1-404-555-0118,1634,false,
yb_119,Kevin Rathbun Steak,4,$$,coffee,Coffee,33.785,-84.288,Atlanta,GA,1651 Peachtree St,+1-404-555-0119,1664,false,
yb_120,Sun in My Belly,4,$$,sushi,Sushi,33.798,-84.306,Atlanta,GA,2507 Peachtree St,+1-404-555-0120,455,false,
yb_121,Watershed,4.2,$$,asian,Asian,33.799,-84.36,Atlanta,GA,1440 Peachtree St,+1-404-555-0121,358,false,
yb_122,Home Grown,4.2,$$,bakery,Bakery,33.726,-84.378,Atlanta,GA,1644 Peachtree St,+1-404-555-0122,1561,false,
yb_123,Highland Bakery,4,$$,american,American,33.733,-84.394,Atlanta,GA,114 Peachtree St,+1-404-555-0123,2486,false,
yb_124,OK Cafe,4.9,$$,asian,Asian,33.732,-84.369,Atlanta,GA,2833 Peachtree St,+1-404-555-0124,2383,false,
yb_125,Buttermilk Kitchen,4.7,$$,coffee,Coffee,33.78,-84.316,Atlanta,GA,1976 Peachtree St,+1-404-555-0125,1987,false,
yb_126,Roscoes Pizza,3.9,$$,bbq,BBQ,33.745,-84.335,Atlanta,GA,919 Peachtree St,+1-404-555-0126,2235,false,
