Id,Name,AccountId,StageName,Amount,Probability,CloseDate,Type
006DUP01A,Worthington Family Wellness Fair,001OUTREACH,Closed Won,800.00,100,2026-09-14,Community Outreach
006DUP01B,Worthington Family Wellness Fair,001OUTREACH,Closed Won,800.00,100,2026-09-14,Community Outreach
006OUT00,Dublin School PT Screening,001OUTREACH,Closed Won,620.00,100,2026-04-14,Community Outreach
006OUT01,Westerville Health Day,001OUTREACH,Closed Won,500.00,100,2026-04-14,Community Outreach
006OUT02,Hilliard Mobility Clinic,001OUTREACH,Closed Won,450.00,100,2026-07-14,Community Outreach
006OUT03,Gahanna Sports Injury Talk,001OUTREACH,Closed Won,700.00,100,2026-08-14,Community Outreach
006OUT04,Grove City Wellness Booth,001OUTREACH,Closed Won,550.00,100,2026-04-14,Community Outreach
006OUT05,Powell Balance Workshop,001OUTREACH,Closed Won,480.00,100,2026-04-14,Community Outreach
006OUT06,Delaware Rehab Seminar,001OUTREACH,Closed Won,520.00,100,2026-04-14,Community Outreach
006OUT07,Reynoldsburg Family Night,001OUTREACH,Closed Won,600.00,100,2026-03-14,Community Outreach
006OUT08,Columbus Pediatric Fair,001OUTREACH,Closed Won,400.00,100,2026-03-14,Community Outreach
006OUT09,Worthington Autumn Clinic,001OUTREACH,Closed Won,350.00,100,2026-05-14,Community Outreach
006OUT10,Dublin Winter Prep Session,001OUTREACH,Closed Won,450.00,100,2026-02-14,Community Outreach
006PERS999,Worthington Supply Reimbursement,001OUTREACH,Closed Won,148.00,100,2026-10-02,Community Outreach
006RECON01,Outreach Reconciliation Target,001OUTREACH,Prospecting,0.00,0,2026-11-14,Community Outreach
006GEN000,Grant Opportunity 0,001ACC126,Prospecting,3791.00,100,2026-11-01,Donation
006GEN001,Grant Opportunity 1,001ACC087,Closed Won,3584.00,100,2026-11-01,Grant
006GEN002,Grant Opportunity 2,001ACC072,Closed Lost,614.00,50,2026-11-01,Grant
006GEN003,Grant Opportunity 3,001ACC083,Closed Lost,1270.00,100,2026-11-01,Partnership
006GEN004,Grant Opportunity 4,001ACC062,Closed Lost,2525.00,50,2026-11-01,Partnership
006GEN005,Grant Opportunity 5,001ACC188,Prospecting,2940.00,50,2026-11-01,Partnership
006GEN006,Grant Opportunity 6,001ACC160,Closed Won,3483.00,10,2026-11-01,Partnership
006GEN007,Grant Opportunity 7,001ACC184,Closed Lost,374.00,50,2026-11-01,Partnership
006GEN008,Grant Opportunity 8,001ACC063,Prospecting,2879.00,100,2026-11-01,Donation
006GEN009,Grant Opportunity 9,001ACC080,Closed Lost,3203.00,100,2026-11-01,Donation
006GEN010,Grant Opportunity 10,001ACC090,Closed Lost,4379.00,50,2026-11-01,Donation
006GEN011,Grant Opportunity 11,001ACC002,Prospecting,776.00,10,2026-11-01,Partnership
006GEN012,Grant Opportunity 12,001ACC088,Closed Lost,3697.00,100,2026-11-01,Donation
006GEN013,Grant Opportunity 13,001ACC086,Prospecting,1417.00,100,2026-11-01,Grant
006GEN014,Grant Opportunity 14,001ACC066,Closed Lost,4787.00,10,2026-11-01,Partnership
006GEN015,Grant Opportunity 15,001ACC070,Closed Lost,2402.00,50,2026-11-01,Grant
006GEN016,Grant Opportunity 16,001ACC025,Closed Lost,3713.00,10,2026-11-01,Donation
006GEN017,Grant Opportunity 17,001ACC196,Closed Lost,2065.00,10,2026-11-01,Donation
006GEN018,Grant Opportunity 18,001ACC075,Closed Lost,3150.00,10,2026-11-01,Donation
006GEN019,Grant Opportunity 19,001ACC051,Closed Won,2675.00,50,2026-11-01,Grant
006GEN020,Grant Opportunity 20,001ACC043,Closed Won,2843.00,10,2026-11-01,Partnership
006GEN021,Grant Opportunity 21,001ACC107,Closed Won,1483.00,100,2026-11-01,Partnership
006GEN022,Grant Opportunity 22,001ACC190,Closed Lost,4872.00,10,2026-11-01,Grant
006GEN023,Grant Opportunity 23,001ACC146,Closed Won,2630.00,100,2026-11-01,Partnership
006GEN024,Grant Opportunity 24,001ACC072,Prospecting,2858.00,50,2026-11-01,Donation
006GEN025,Grant Opportunity 25,001ACC022,Prospecting,1072.00,100,2026-11-01,Donation
006GEN026,Grant Opportunity 26,001ACC039,Prospecting,4371.00,10,2026-11-01,Donation
006GEN027,Grant Opportunity 27,001ACC007,Closed Lost,3676.00,100,2026-11-01,Grant
006GEN028,Grant Opportunity 28,001ACC074,Closed Lost,4072.00,100,2026-11-01,Donation
006GEN029,Grant Opportunity 29,001ACC157,Prospecting,4146.00,100,2026-11-01,Grant
006GEN030,Grant Opportunity 30,001ACC112,Closed Lost,3781.00,100,2026-11-01,Partnership
006GEN031,Grant Opportunity 31,001ACC020,Closed Won,1548.00,10,2026-11-01,Grant
006GEN032,Grant Opportunity 32,001OUTREACH,Closed Won,4900.00,10,2026-11-01,Donation
006GEN033,Grant Opportunity 33,001ACC104,Closed Lost,3434.00,10,2026-11-01,Donation
006GEN034,Grant Opportunity 34,001ACC051,Closed Won,1683.00,100,2026-11-01,Grant
006GEN035,Grant Opportunity 35,001ACC189,Closed Lost,2401.00,50,2026-11-01,Donation
006GEN036,Grant Opportunity 36,001ACC020,Prospecting,4695.00,10,2026-11-01,Partnership
006GEN037,Grant Opportunity 37,001ACC021,Closed Won,1146.00,100,2026-11-01,Grant
006GEN038,Grant Opportunity 38,001ACC018,Closed Won,196.00,10,2026-11-01,Donation
006GEN039,Grant Opportunity 39,001ACC126,Closed Lost,2302.00,100,2026-11-01,Partnership
006GEN040,Grant Opportunity 40,001ACC122,Closed Won,2531.00,100,2026-11-01,Grant
006GEN041,Grant Opportunity 41,001ACC067,Closed Lost,1638.00,50,2026-11-01,Partnership
006GEN042,Grant Opportunity 42,001ACC038,Closed Won,437.00,10,2026-11-01,Partnership
006GEN043,Grant Opportunity 43,001ACC170,Prospecting,1866.00,100,2026-11-01,Partnership
006GEN044,Grant Opportunity 44,001ACC092,Closed Won,3047.00,10,2026-11-01,Grant
006GEN045,Grant Opportunity 45,001ACC110,Closed Won,3884.00,100,2026-11-01,Grant
006GEN046,Grant Opportunity 46,001ACC113,Closed Won,964.00,10,2026-11-01,Donation
006GEN047,Grant Opportunity 47,001ACC174,Prospecting,2778.00,100,2026-11-01,Partnership
006GEN048,Grant Opportunity 48,001ACC035,Closed Lost,2247.00,10,2026-11-01,Donation
006GEN049,Grant Opportunity 49,001ACC187,Prospecting,3740.00,50,2026-11-01,Grant
006GEN050,Grant Opportunity 50,001ACC049,Closed Lost,917.00,100,2026-11-01,Grant
006GEN051,Grant Opportunity 51,001ACC052,Closed Lost,913.00,50,2026-11-01,Grant
006GEN052,Grant Opportunity 52,001ACC146,Closed Won,3666.00,100,2026-11-01,Grant
006GEN053,Grant Opportunity 53,001ACC056,Closed Lost,3735.00,10,2026-11-01,Donation
006GEN054,Grant Opportunity 54,001ACC148,Prospecting,2264.00,50,2026-11-01,Grant
006GEN055,Grant Opportunity 55,001ACC067,Prospecting,3219.00,100,2026-11-01,Grant
006GEN056,Grant Opportunity 56,001ACC117,Closed Won,999.00,100,2026-11-01,Partnership
006GEN057,Grant Opportunity 57,001ACC197,Closed Won,1652.00,100,2026-11-01,Donation
006GEN058,Grant Opportunity 58,001ACC080,Closed Lost,2778.00,50,2026-11-01,Donation
006GEN059,Grant Opportunity 59,001ACC143,Closed Lost,389.00,100,2026-11-01,Partnership
006GEN060,Grant Opportunity 60,001ACC025,Closed Lost,837.00,10,2026-11-01,Grant
006GEN061,Grant Opportunity 61,001ACC101,Closed Lost,3765.00,10,2026-11-01,Grant
006GEN062,Grant Opportunity 62,001ACC162,Closed Won,3193.00,10,2026-11-01,Grant
006GEN063,Grant Opportunity 63,001ACC056,Closed Won,2552.00,50,2026-11-01,Grant
006GEN064,Grant Opportunity 64,001ACC015,Closed Won,1049.00,50,2026-11-01,Partnership
006GEN065,Grant Opportunity 65,001ACC040,Closed Won,939.00,10,2026-11-01,Grant
006GEN066,Grant Opportunity 66,001ACC018,Closed Won,2882.00,100,2026-11-01,Partnership
006GEN067,Grant Opportunity 67,001ACC174,Prospecting,2406.00,10,2026-11-01,Donation
006GEN068,Grant Opportunity 68,001ACC027,Closed Won,1134.00,10,2026-11-01,Donation
006GEN069,Grant Opportunity 69,001ACC084,Closed Won,4772.00,50,2026-11-01,Grant
006GEN070,Grant Opportunity 70,001ACC054,Closed Won,1281.00,100,2026-11-01,Grant
006GEN071,Grant Opportunity 71,001ACC059,Closed Won,2808.00,10,2026-11-01,Grant
006GEN072,Grant Opportunity 72,001ACC187,Closed Won,679.00,50,2026-11-01,Grant
006GEN073,Grant Opportunity 73,001ACC049,Closed Won,1878.00,100,2026-11-01,Partnership
006GEN074,Grant Opportunity 74,001ACC086,Closed Won,1390.00,100,2026-11-01,Partnership
006GEN075,Grant Opportunity 75,001ACC010,Prospecting,1503.00,10,2026-11-01,Partnership
006GEN076,Grant Opportunity 76,001ACC170,Prospecting,4192.00,10,2026-11-01,Donation
006GEN077,Grant Opportunity 77,001ACC007,Closed Won,3258.00,50,2026-11-01,Donation
006GEN078,Grant Opportunity 78,001ACC066,Prospecting,4529.00,10,2026-11-01,Grant
006GEN079,Grant Opportunity 79,001ACC082,Closed Won,3002.00,50,2026-11-01,Donation
006GEN080,Grant Opportunity 80,001ACC078,Closed Won,1647.00,100,2026-11-01,Partnership
006GEN081,Grant Opportunity 81,001ACC177,Closed Won,4889.00,10,2026-11-01,Partnership
006GEN082,Grant Opportunity 82,001ACC025,Prospecting,2320.00,50,2026-11-01,Partnership
006GEN083,Grant Opportunity 83,001ACC197,Closed Lost,1179.00,50,2026-11-01,Donation
006GEN084,Grant Opportunity 84,001ACC006,Closed Lost,1414.00,100,2026-11-01,Donation
006GEN085,Grant Opportunity 85,001ACC038,Closed Lost,4562.00,50,2026-11-01,Donation
006GEN086,Grant Opportunity 86,001ACC115,Closed Lost,4062.00,10,2026-11-01,Partnership
006GEN087,Grant Opportunity 87,001ACC175,Prospecting,2977.00,10,2026-11-01,Grant
006GEN088,Grant Opportunity 88,001ACC168,Closed Won,2107.00,100,2026-11-01,Partnership
006GEN089,Grant Opportunity 89,001ACC042,Closed Won,1422.00,10,2026-11-01,Grant
006GEN090,Grant Opportunity 90,001ACC150,Closed Lost,4499.00,50,2026-11-01,Donation
006GEN091,Grant Opportunity 91,001ACC077,Prospecting,2389.00,50,2026-11-01,Partnership
006GEN092,Grant Opportunity 92,001ACC035,Prospecting,2591.00,10,2026-11-01,Partnership
006GEN093,Grant Opportunity 93,001ACC073,Prospecting,2676.00,50,2026-11-01,Donation
006GEN094,Grant Opportunity 94,001ACC126,Prospecting,685.00,100,2026-11-01,Grant
006GEN095,Grant Opportunity 95,001ACC194,Prospecting,194.00,50,2026-11-01,Donation
006GEN096,Grant Opportunity 96,001ACC188,Prospecting,2621.00,50,2026-11-01,Donation
006GEN097,Grant Opportunity 97,001ACC177,Closed Won,869.00,10,2026-11-01,Donation
006GEN098,Grant Opportunity 98,001ACC165,Closed Lost,4698.00,50,2026-11-01,Grant
006GEN099,Grant Opportunity 99,001ACC021,Closed Lost,4825.00,10,2026-11-01,Donation
006GEN100,Grant Opportunity 100,001ACC095,Closed Lost,1137.00,10,2026-11-01,Grant
006GEN101,Grant Opportunity 101,001ACC072,Closed Won,1511.00,10,2026-11-01,Grant
006GEN102,Grant Opportunity 102,001ACC103,Prospecting,4594.00,100,2026-11-01,Grant
006GEN103,Grant Opportunity 103,001ACC131,Closed Won,2337.00,100,2026-11-01,Partnership
006GEN104,Grant Opportunity 104,001ACC026,Closed Lost,1987.00,10,2026-11-01,Donation
006GEN105,Grant Opportunity 105,001ACC140,Prospecting,2772.00,10,2026-11-01,Donation
006GEN106,Grant Opportunity 106,001ACC095,Closed Won,4336.00,10,2026-11-01,Partnership
006GEN107,Grant Opportunity 107,001ACC190,Closed Lost,2311.00,100,2026-11-01,Partnership
006GEN108,Grant Opportunity 108,001ACC126,Closed Won,3833.00,50,2026-11-01,Grant
006GEN109,Grant Opportunity 109,001ACC016,Prospecting,2851.00,50,2026-11-01,Grant
006GEN110,Grant Opportunity 110,001ACC086,Prospecting,4535.00,50,2026-11-01,Donation
006GEN111,Grant Opportunity 111,001ACC196,Prospecting,599.00,50,2026-11-01,Grant
006GEN112,Grant Opportunity 112,001ACC067,Closed Lost,2133.00,100,2026-11-01,Partnership
006GEN113,Grant Opportunity 113,001ACC106,Closed Won,3645.00,100,2026-11-01,Partnership
006GEN114,Grant Opportunity 114,001ACC170,Closed Won,3901.00,50,2026-11-01,Grant
006GEN115,Grant Opportunity 115,001ACC131,Closed Won,2085.00,50,2026-11-01,Donation
006GEN116,Grant Opportunity 116,001ACC008,Closed Won,2016.00,10,2026-11-01,Grant
006GEN117,Grant Opportunity 117,001ACC054,Closed Won,2824.00,10,2026-11-01,Grant
006GEN118,Grant Opportunity 118,001ACC054,Prospecting,3505.00,100,2026-11-01,Partnership
006GEN119,Grant Opportunity 119,001ACC061,Closed Won,4965.00,100,2026-11-01,Grant
006GEN120,Grant Opportunity 120,001ACC117,Closed Lost,3044.00,100,2026-11-01,Partnership
006GEN121,Grant Opportunity 121,001ACC088,Closed Won,4979.00,10,2026-11-01,Donation
006GEN122,Grant Opportunity 122,001ACC036,Closed Won,772.00,100,2026-11-01,Partnership
006GEN123,Grant Opportunity 123,001ACC171,Prospecting,4374.00,10,2026-11-01,Donation
006GEN124,Grant Opportunity 124,001ACC160,Closed Won,3382.00,100,2026-11-01,Partnership
006GEN125,Grant Opportunity 125,001ACC027,Closed Lost,3443.00,50,2026-11-01,Grant
006GEN126,Grant Opportunity 126,001ACC131,Closed Lost,1819.00,50,2026-11-01,Donation
006GEN127,Grant Opportunity 127,001ACC174,Closed Lost,2994.00,100,2026-11-01,Donation
006GEN128,Grant Opportunity 128,001ACC188,Prospecting,1547.00,100,2026-11-01,Partnership
006GEN129,Grant Opportunity 129,001ACC158,Closed Won,735.00,100,2026-11-01,Grant
006GEN130,Grant Opportunity 130,001ACC131,Closed Won,2063.00,100,2026-11-01,Partnership
006GEN131,Grant Opportunity 131,001ACC025,Closed Lost,4009.00,10,2026-11-01,Grant
006GEN132,Grant Opportunity 132,001ACC166,Prospecting,2066.00,100,2026-11-01,Donation
006GEN133,Grant Opportunity 133,001ACC160,Closed Lost,4275.00,100,2026-11-01,Partnership
006GEN134,Grant Opportunity 134,001ACC179,Prospecting,1090.00,100,2026-11-01,Grant
006GEN135,Grant Opportunity 135,001ACC071,Closed Lost,4654.00,50,2026-11-01,Donation
006GEN136,Grant Opportunity 136,001ACC099,Closed Won,4162.00,50,2026-11-01,Partnership
006GEN137,Grant Opportunity 137,001ACC124,Closed Won,4132.00,10,2026-11-01,Grant
006GEN138,Grant Opportunity 138,001ACC166,Closed Lost,1627.00,50,2026-11-01,Grant
006GEN139,Grant Opportunity 139,001ACC029,Prospecting,768.00,10,2026-11-01,Grant
006GEN140,Grant Opportunity 140,001ACC182,Closed Won,2775.00,50,2026-11-01,Grant
006GEN141,Grant Opportunity 141,001OUTREACH,Closed Lost,4654.00,100,2026-11-01,Donation
006GEN142,Grant Opportunity 142,001ACC087,Prospecting,2298.00,10,2026-11-01,Partnership
006GEN143,Grant Opportunity 143,001ACC074,Prospecting,4000.00,10,2026-11-01,Grant
006GEN144,Grant Opportunity 144,001ACC082,Closed Won,1331.00,50,2026-11-01,Grant
006GEN145,Grant Opportunity 145,001ACC150,Closed Lost,600.00,50,2026-11-01,Grant
006GEN146,Grant Opportunity 146,001ACC028,Prospecting,3405.00,50,2026-11-01,Donation
006GEN147,Grant Opportunity 147,001ACC011,Closed Won,3841.00,100,2026-11-01,Donation
006GEN148,Grant Opportunity 148,001ACC033,Closed Won,4328.00,50,2026-11-01,Grant
006GEN149,Grant Opportunity 149,001ACC088,Prospecting,1516.00,10,2026-11-01,Grant
006GEN150,Grant Opportunity 150,001ACC077,Closed Won,4854.00,10,2026-11-01,Donation
