id,name,id_card,id_board,items
trch_harborview_punch,Harborview punch items,trc_harborview,trb_active,Unit 14 GFCI explanation ready;As-built sheets to door of each unit;Change-order packet (CO-4) staged;Bronze nameplate update;Final walk confirmation to Maria
trch_bayview_premob,Bay View pre-mob,trc_bayview,trb_active,Bronze EMT order by Oct 19;Period-correct brass plates by Oct 12;Key drop with Mr Krebs at 2245;Sunroom DEFER until Nov 20;HPC amendment posted in toolbox
trch_solar_kowalski,Solar discovery - Kowalski,trc_kowalski_solar,trb_active,Site walk schedule;Pull roof orientation from Airtable;Build 8.4 kW reference quote;Confirm Brewster Q4 pricing through 10/21
cl_mxedn0jq,Checklist h6qj,card_27s6kw,board_1cyw,"item1:true,item2:false"
cl_0dvmdfc1,Checklist 7muz,card_ci6ofz,board_uk5v,"item1:true,item2:false"
cl_fw4dc2rw,Checklist axrl,card_h0ga5w,board_22d7,"item1:true,item2:false"
cl_zpzpwld7,Checklist 519x,card_webmbl,board_q6xq,"item1:true,item2:false"
cl_hy41sd6j,Checklist 7epu,card_tf3a05,board_f57q,"item1:true,item2:false"
cl_h9mtt4ze,Checklist q6ah,card_7yiql6,board_amqw,"item1:true,item2:false"
cl_noxvoaj0,Checklist mo1f,card_niqi64,board_tb5d,"item1:true,item2:false"
cl_iw95utrb,Checklist mnmx,card_nf0nd6,board_ljul,"item1:true,item2:false"
cl_8szb7936,Checklist im5t,card_urrlik,board_cgr8,"item1:true,item2:false"
cl_900muns2,Checklist b0sp,card_hyycdf,board_v70g,"item1:true,item2:false"
cl_l5qdfk0p,Checklist vsk0,card_vvd3jd,board_r7qj,"item1:true,item2:false"
cl_dtk9covk,Checklist gaee,card_lo1env,board_oaa2,"item1:true,item2:false"
cl_as4fz8h3,Checklist jpxh,card_2o1i4s,board_21uy,"item1:true,item2:false"
cl_pzqzo6xy,Checklist e0ol,card_sqozqd,board_x6m8,"item1:true,item2:false"
cl_ftui6v88,Checklist s5vk,card_za9utu,board_wi9f,"item1:true,item2:false"
cl_9ui1hfad,Checklist dtx2,card_s4ygog,board_a9qt,"item1:true,item2:false"
cl_m42trrgx,Checklist 9dkp,card_c1z0vs,board_p8qb,"item1:true,item2:false"
cl_9l2ih07c,Checklist rjmv,card_cgrs9n,board_zj5a,"item1:true,item2:false"
cl_9qke40wx,Checklist 2w3e,card_4zqnou,board_q2q0,"item1:true,item2:false"
cl_3e9j0jdv,Checklist yd7j,card_f38w9x,board_41s2,"item1:true,item2:false"
cl_18gnkqpw,Checklist see8,card_hsl8r4,board_t9uh,"item1:true,item2:false"
cl_6b5qi27t,Checklist vqd7,card_yhiazd,board_gavp,"item1:true,item2:false"
cl_g6iuizh0,Checklist ng15,card_z6292p,board_e9iy,"item1:true,item2:false"
cl_sfsuodpc,Checklist 4xk9,card_dglc2y,board_26z9,"item1:true,item2:false"
cl_nmgxqayy,Checklist rego,card_un1zdy,board_qcu1,"item1:true,item2:false"
cl_bb4ic6ez,Checklist sxnm,card_v1qb1u,board_e6m3,"item1:true,item2:false"
cl_bihreuyz,Checklist marn,card_j4ho9p,board_9cjo,"item1:true,item2:false"
cl_fx6ef7cj,Checklist 2eq8,card_a0vt1h,board_a4pm,"item1:true,item2:false"
cl_x0kb2bkw,Checklist p00r,card_djt7ap,board_q2al,"item1:true,item2:false"
cl_trhwde1a,Checklist 30iw,card_lxb4t1,board_eepa,"item1:true,item2:false"
cl_eof2y0ln,Checklist u00i,card_8ygueh,board_d3i8,"item1:true,item2:false"
cl_awg1olwo,Checklist papw,card_nuc6f7,board_76n6,"item1:true,item2:false"
cl_vbkcmwur,Checklist ch4v,card_1a8nh1,board_16rg,"item1:true,item2:false"
cl_x3g85b9u,Checklist q858,card_vl24os,board_10l2,"item1:true,item2:false"
cl_vnmqb9po,Checklist 2e9q,card_nt0dey,board_mwha,"item1:true,item2:false"
cl_0jaswtip,Checklist 2t6h,card_9z5cuf,board_7mbt,"item1:true,item2:false"
cl_t7qrw5vd,Checklist lenu,card_iz7ff4,board_0vgb,"item1:true,item2:false"
cl_my0d0yjt,Checklist n0gg,card_u2mwxm,board_rn5y,"item1:true,item2:false"
cl_4rys8p0r,Checklist 25nb,card_qz0cs7,board_bnv5,"item1:true,item2:false"
cl_dhn3rx88,Checklist pyef,card_ru6k23,board_kx1v,"item1:true,item2:false"
cl_8wfh6srg,Checklist hhko,card_phlq1r,board_k9ea,"item1:true,item2:false"
cl_rdkli7un,Checklist 2bg8,card_kcwefd,board_qukw,"item1:true,item2:false"
cl_b1ktdmx0,Checklist vtx5,card_d8qwnr,board_w7uc,"item1:true,item2:false"
cl_320hc3bs,Checklist lmn7,card_hws5ay,board_7mp8,"item1:true,item2:false"
cl_ks8unulj,Checklist dx9k,card_y826yv,board_l55x,"item1:true,item2:false"
cl_jd0h5ieh,Checklist asmc,card_z6sjic,board_azmu,"item1:true,item2:false"
cl_4xuyiwem,Checklist k9aa,card_qy15qp,board_q2gb,"item1:true,item2:false"
cl_tziisu75,Checklist uu6k,card_3b2dee,board_61ck,"item1:true,item2:false"
cl_owrarvhx,Checklist md5i,card_knd5t1,board_6rq6,"item1:true,item2:false"
cl_hcm4z8vw,Checklist d731,card_sxcm16,board_pwnd,"item1:true,item2:false"
cl_poql75qp,Checklist ag1b,card_yhck2h,board_7ayt,"item1:true,item2:false"
cl_a7rdijfn,Checklist 4cog,card_yk3ydh,board_7ab1,"item1:true,item2:false"
cl_tg9qgsrw,Checklist es0g,card_zmsd8o,board_hx81,"item1:true,item2:false"
cl_9jorx93h,Checklist twym,card_pn0xxj,board_ibvs,"item1:true,item2:false"
cl_7ccdfngj,Checklist 9jfb,card_euwq02,board_zlk4,"item1:true,item2:false"
cl_liftc168,Checklist o0av,card_rq4pm4,board_wyll,"item1:true,item2:false"
cl_9jxtcnln,Checklist htch,card_usgnmv,board_kcnn,"item1:true,item2:false"
cl_9bkmszq1,Checklist f9i1,card_6fmc26,board_f5h3,"item1:true,item2:false"
cl_3iv6fow2,Checklist 0jmu,card_asu8zh,board_26k2,"item1:true,item2:false"
cl_vkiolizy,Checklist 4gqh,card_gr214u,board_kfmu,"item1:true,item2:false"
cl_zg0ekwix,Checklist elhf,card_88ra88,board_d6wq,"item1:true,item2:false"
cl_97rjy3k1,Checklist e39t,card_x8k3wz,board_a41n,"item1:true,item2:false"
cl_1jo036es,Checklist doy7,card_hmgfm7,board_300z,"item1:true,item2:false"
cl_9jf25j82,Checklist 1wow,card_ehcxoe,board_sfmf,"item1:true,item2:false"
cl_rqitetg1,Checklist w83h,card_uq9oqs,board_h438,"item1:true,item2:false"
cl_l3zdd7ee,Checklist z6dq,card_gumsf3,board_10hb,"item1:true,item2:false"
cl_l1w5ds08,Checklist bkym,card_0k06uu,board_lpwc,"item1:true,item2:false"
cl_8s02hva4,Checklist j1ez,card_oiqail,board_nbp7,"item1:true,item2:false"
cl_mam4fqa5,Checklist i2m3,card_b1erll,board_xyqb,"item1:true,item2:false"
cl_p8q0h24d,Checklist viiq,card_tdol51,board_17cf,"item1:true,item2:false"
cl_mfx180yb,Checklist o5zk,card_tnnu3i,board_kwcj,"item1:true,item2:false"
cl_ty8vdjrs,Checklist a2vh,card_8ucomg,board_1nc5,"item1:true,item2:false"
cl_kqh6t0mw,Checklist iv6n,card_9zdl9t,board_q08m,"item1:true,item2:false"
