id,customer_id,location_id,line_items,total_amount,currency,state,created_at
sqo_7000,sqc_5000,L_TULSA_MARKET,1x Coil-built stoneware mug,3800,USD,COMPLETED,2026-08-24T13:00:00-05:00
sqo_7001,sqc_5001,L_TULSA_MARKET,1x Speckled dinner bowl,4200,USD,COMPLETED,2026-08-12T13:01:00-05:00
sqo_7002,sqc_5002,L_TULSA_MARKET,1x Tall carafe with cork,6800,USD,COMPLETED,2026-08-04T13:02:00-05:00
sqo_7003,sqc_5003,L_TULSA_MARKET,1x Small planter with drip tray,3400,USD,COMPLETED,2026-07-28T13:03:00-05:00
sqo_7004,sqc_5004,L_TULSA_MARKET,1x Wide serving platter,9500,USD,COMPLETED,2026-08-26T13:04:00-05:00
sqo_7005,sqc_5005,L_TULSA_MARKET,1x Pour-over coffee dripper,5600,USD,COMPLETED,2026-08-10T13:05:00-05:00
sqo_7006,sqc_5006,L_TULSA_MARKET,1x Berry colander,4800,USD,COMPLETED,2026-08-13T13:06:00-05:00
sqo_7007,sqc_5007,L_TULSA_MARKET,1x Matte black tumbler,6000,USD,COMPLETED,2026-07-04T13:07:00-05:00
sqo_7008,sqc_5008,L_TULSA_MARKET,1x Handled soup crock,5200,USD,COMPLETED,2026-09-09T13:08:00-05:00
sqo_7009,sqc_5009,L_TULSA_MARKET,1x Spoon rest set,2200,USD,COMPLETED,2026-09-19T13:09:00-05:00
sqo_7010,sqc_5010,L_TULSA_MARKET,1x Coil-built stoneware mug,3800,USD,COMPLETED,2026-07-28T13:10:00-05:00
sqo_7011,sqc_5011,L_TULSA_MARKET,1x Speckled dinner bowl,4200,USD,COMPLETED,2026-08-02T13:11:00-05:00
sqo_7012,sqc_5012,L_TULSA_MARKET,1x Tall carafe with cork,6800,USD,COMPLETED,2026-07-22T13:12:00-05:00
sqo_7013,sqc_5013,L_TULSA_MARKET,1x Small planter with drip tray,6800,USD,COMPLETED,2026-07-25T13:13:00-05:00
sqo_7014,sqc_5014,L_TULSA_MARKET,1x Wide serving platter,19000,USD,COMPLETED,2026-07-05T13:14:00-05:00
sqo_7015,sqc_5015,L_TULSA_MARKET,1x Pour-over coffee dripper,5600,USD,COMPLETED,2026-07-23T13:15:00-05:00
sqo_7016,sqc_5016,L_TULSA_MARKET,1x Berry colander,9600,USD,COMPLETED,2026-09-08T13:16:00-05:00
sqo_7017,sqc_5017,L_TULSA_MARKET,1x Matte black tumbler,6000,USD,COMPLETED,2026-09-25T13:17:00-05:00
sqo_7018,sqc_5018,L_TULSA_MARKET,1x Handled soup crock,5200,USD,COMPLETED,2026-08-11T13:18:00-05:00
sqo_7019,sqc_5019,L_TULSA_MARKET,1x Spoon rest set,2200,USD,COMPLETED,2026-09-12T13:19:00-05:00
sqo_7020,sqc_5020,L_TULSA_MARKET,1x Coil-built stoneware mug,7600,USD,COMPLETED,2026-09-09T13:20:00-05:00
sqo_7021,sqc_5021,L_TULSA_MARKET,1x Speckled dinner bowl,4200,USD,COMPLETED,2026-07-06T13:21:00-05:00
sqo_7022,sqc_5022,L_TULSA_MARKET,1x Tall carafe with cork,6800,USD,COMPLETED,2026-08-24T13:22:00-05:00
sqo_7023,sqc_5023,L_TULSA_MARKET,1x Small planter with drip tray,6800,USD,COMPLETED,2026-09-27T13:23:00-05:00
sqo_7024,sqc_5024,L_TULSA_MARKET,1x Wide serving platter,19000,USD,COMPLETED,2026-08-02T13:24:00-05:00
sqo_7025,sqc_5025,L_TULSA_MARKET,1x Pour-over coffee dripper,5600,USD,COMPLETED,2026-08-01T13:25:00-05:00
sqo_7026,sqc_5026,L_TULSA_MARKET,1x Berry colander,4800,USD,COMPLETED,2026-08-01T13:26:00-05:00
sqo_7027,sqc_5027,L_TULSA_MARKET,1x Matte black tumbler,6000,USD,COMPLETED,2026-09-05T13:27:00-05:00
sqo_7028,sqc_5028,L_TULSA_MARKET,1x Handled soup crock,5200,USD,COMPLETED,2026-09-21T13:28:00-05:00
sqo_7029,sqc_5029,L_TULSA_MARKET,1x Spoon rest set,2200,USD,COMPLETED,2026-09-14T13:29:00-05:00
sqo_7030,sqc_5030,L_TULSA_MARKET,1x Coil-built stoneware mug,3800,USD,COMPLETED,2026-07-02T13:30:00-05:00
sqo_7031,sqc_5031,L_TULSA_MARKET,1x Speckled dinner bowl,4200,USD,COMPLETED,2026-09-04T13:31:00-05:00
sqo_7032,sqc_5032,L_TULSA_MARKET,1x Tall carafe with cork,6800,USD,COMPLETED,2026-08-09T13:32:00-05:00
sqo_7033,sqc_5033,L_TULSA_MARKET,1x Small planter with drip tray,3400,USD,COMPLETED,2026-09-17T13:33:00-05:00
sqo_7034,sqc_5034,L_TULSA_MARKET,1x Wide serving platter,9500,USD,COMPLETED,2026-08-11T13:34:00-05:00
sqo_7035,sqc_5035,L_TULSA_MARKET,1x Pour-over coffee dripper,5600,USD,COMPLETED,2026-07-18T13:35:00-05:00
sqo_7036,sqc_5036,L_TULSA_MARKET,1x Berry colander,4800,USD,COMPLETED,2026-09-05T13:36:00-05:00
sqo_7037,sqc_5037,L_TULSA_MARKET,1x Matte black tumbler,3000,USD,COMPLETED,2026-09-02T13:37:00-05:00
sqo_7038,sqc_5038,L_TULSA_MARKET,1x Handled soup crock,10400,USD,COMPLETED,2026-08-19T13:38:00-05:00
sqo_7039,sqc_5039,L_TULSA_MARKET,1x Spoon rest set,2200,USD,COMPLETED,2026-09-20T13:39:00-05:00
sqo_7040,sqc_5040,L_TULSA_MARKET,1x Coil-built stoneware mug,7600,USD,COMPLETED,2026-07-03T13:40:00-05:00
sqo_7041,sqc_5041,L_TULSA_MARKET,1x Speckled dinner bowl,8400,USD,COMPLETED,2026-07-04T13:41:00-05:00
sqo_7042,sqc_5042,L_TULSA_MARKET,1x Tall carafe with cork,13600,USD,COMPLETED,2026-09-02T13:42:00-05:00
sqo_7043,sqc_5043,L_TULSA_MARKET,1x Small planter with drip tray,3400,USD,COMPLETED,2026-07-21T13:43:00-05:00
sqo_7044,sqc_5044,L_TULSA_MARKET,1x Wide serving platter,9500,USD,COMPLETED,2026-08-12T13:44:00-05:00
sqo_7045,sqc_5045,L_TULSA_MARKET,1x Pour-over coffee dripper,5600,USD,COMPLETED,2026-09-01T13:45:00-05:00
sqo_7046,sqc_5046,L_TULSA_MARKET,1x Berry colander,9600,USD,COMPLETED,2026-08-03T13:46:00-05:00
sqo_7047,sqc_5047,L_TULSA_MARKET,1x Matte black tumbler,6000,USD,COMPLETED,2026-08-02T13:47:00-05:00
sqo_7048,sqc_5048,L_TULSA_MARKET,1x Handled soup crock,10400,USD,COMPLETED,2026-07-24T13:48:00-05:00
sqo_7049,sqc_5049,L_TULSA_MARKET,1x Spoon rest set,2200,USD,COMPLETED,2026-09-24T13:49:00-05:00
sqo_7050,sqc_5050,L_TULSA_MARKET,1x Coil-built stoneware mug,3800,USD,COMPLETED,2026-08-02T13:50:00-05:00
sqo_7051,sqc_5051,L_TULSA_MARKET,1x Speckled dinner bowl,4200,USD,COMPLETED,2026-07-23T13:51:00-05:00
sqo_7052,sqc_5052,L_TULSA_MARKET,1x Tall carafe with cork,6800,USD,COMPLETED,2026-07-26T13:52:00-05:00
sqo_7053,sqc_5053,L_TULSA_MARKET,1x Small planter with drip tray,6800,USD,COMPLETED,2026-08-03T13:53:00-05:00
sqo_7054,sqc_5054,L_TULSA_MARKET,1x Wide serving platter,9500,USD,COMPLETED,2026-08-02T13:54:00-05:00
sqo_7055,sqc_5055,L_TULSA_MARKET,1x Pour-over coffee dripper,11200,USD,COMPLETED,2026-08-10T13:55:00-05:00
sqo_7056,sqc_5056,L_TULSA_MARKET,1x Berry colander,4800,USD,COMPLETED,2026-08-22T13:56:00-05:00
sqo_7057,sqc_5057,L_TULSA_MARKET,1x Matte black tumbler,3000,USD,COMPLETED,2026-08-14T13:57:00-05:00
