playlist_id,track_id,position,added_at
playlist_0000,track_0000,76,added_at-00000
playlist_0001,track_0001,408,added_at-00001
playlist_0002,track_0002,444,added_at-00002
playlist_0003,track_0003,368,added_at-00003
playlist_0004,track_0004,81,added_at-00004
playlist_0005,track_0005,243,added_at-00005
playlist_0006,track_0006,353,added_at-00006
playlist_0007,track_0007,270,added_at-00007
playlist_0008,track_0008,42,added_at-00008
playlist_0009,track_0009,475,added_at-00009
playlist_0010,track_0010,5,added_at-00010
playlist_0011,track_0011,144,added_at-00011
playlist_0012,track_0012,163,added_at-00012
playlist_0013,track_0013,463,added_at-00013
playlist_0014,track_0014,220,added_at-00014
playlist_0015,track_0015,203,added_at-00015
playlist_0016,track_0016,449,added_at-00016
playlist_0017,track_0017,337,added_at-00017
playlist_0018,track_0018,452,added_at-00018
playlist_0019,track_0019,403,added_at-00019
playlist_0020,track_0020,491,added_at-00020
playlist_0021,track_0021,318,added_at-00021
playlist_0022,track_0022,88,added_at-00022
playlist_0023,track_0023,463,added_at-00023
playlist_0024,track_0024,139,added_at-00024
playlist_0025,track_0025,77,added_at-00025
playlist_0026,track_0026,185,added_at-00026
playlist_0027,track_0027,378,added_at-00027
playlist_0028,track_0028,427,added_at-00028
playlist_0029,track_0029,278,added_at-00029
playlist_0030,track_0030,260,added_at-00030
playlist_0031,track_0031,488,added_at-00031
playlist_0032,track_0032,65,added_at-00032
playlist_0033,track_0033,30,added_at-00033
playlist_0034,track_0034,326,added_at-00034
playlist_0035,track_0035,26,added_at-00035
playlist_0036,track_0036,497,added_at-00036
playlist_0037,track_0037,218,added_at-00037
playlist_0038,track_0038,319,added_at-00038
playlist_0039,track_0039,349,added_at-00039
playlist_0040,track_0040,306,added_at-00040
playlist_0041,track_0041,129,added_at-00041
playlist_0042,track_0042,409,added_at-00042
playlist_0043,track_0043,419,added_at-00043
playlist_0044,track_0044,58,added_at-00044
playlist_0045,track_0045,419,added_at-00045
playlist_0046,track_0046,29,added_at-00046
playlist_0047,track_0047,210,added_at-00047
playlist_0048,track_0048,332,added_at-00048
playlist_0049,track_0049,209,added_at-00049
playlist_0050,track_0050,424,added_at-00050
playlist_0051,track_0051,192,added_at-00051
playlist_0052,track_0052,252,added_at-00052
playlist_0053,track_0053,435,added_at-00053
playlist_0054,track_0054,366,added_at-00054
playlist_0055,track_0055,254,added_at-00055
playlist_0056,track_0056,374,added_at-00056
