id,doorbot_id,device_id,kind,created_at,answered,favorite,recording_status,snapshot_url,duration_seconds,cv_properties
re_0000,ring_alt19,ring_alt19,on_demand,2026-06-16T09:40:12Z,false,false,processing,,63,vehicle
re_0001,ring_alt19,ring_alt19,motion,2026-06-01T01:04:40Z,true,false,processing,,86,vehicle
re_0002,ring_home,ring_home,ding,2026-05-15T10:11:49Z,false,false,ready,,39,vehicle
re_0003,ring_home,ring_home,ding,2026-05-30T08:48:45Z,false,false,processing,,42,person
re_0004,ring_original,ring_original,motion,2026-07-14T03:43:01Z,false,false,processing,,92,person
re_0005,ring_home,ring_home,motion,2026-01-19T03:36:27Z,true,false,processing,,94,none
re_0006,ring_original,ring_original,ding,2026-07-06T12:26:59Z,false,false,ready,,47,none
re_0007,ring_original,ring_original,on_demand,2026-07-10T13:38:30Z,true,false,ready,,89,other
re_0008,ring_original,ring_original,on_demand,2026-07-19T11:10:59Z,true,false,processing,,60,vehicle
re_0009,ring_home,ring_home,on_demand,2026-02-17T05:17:30Z,true,false,processing,,105,person
re_0010,ring_home,ring_home,motion,2026-06-06T14:48:04Z,true,false,processing,,22,none
re_0011,ring_home,ring_home,on_demand,2026-02-16T19:34:54Z,true,false,ready,,76,person
re_0012,ring_home,ring_home,ding,2026-09-26T21:27:10Z,false,false,processing,,60,none
re_0013,ring_alt19,ring_alt19,on_demand,2026-02-28T19:15:46Z,false,false,ready,,21,vehicle
re_0014,ring_home,ring_home,ding,2026-05-04T15:41:14Z,true,false,ready,,51,none
re_0015,ring_home,ring_home,on_demand,2026-08-12T09:40:03Z,true,false,processing,,51,none
re_0016,ring_alt19,ring_alt19,motion,2026-01-15T23:11:01Z,false,false,processing,,15,other
re_0017,ring_alt19,ring_alt19,motion,2026-06-12T02:54:19Z,false,false,processing,,118,other
re_0018,ring_home,ring_home,ding,2026-08-30T13:44:44Z,true,false,processing,,32,other
re_0019,ring_alt19,ring_alt19,ding,2026-06-24T01:32:57Z,false,false,processing,,26,none
re_0020,ring_original,ring_original,on_demand,2026-06-16T15:28:27Z,true,false,processing,,47,other
re_0021,ring_home,ring_home,motion,2026-02-28T11:40:56Z,true,false,processing,,40,other
re_0022,ring_alt19,ring_alt19,motion,2026-06-13T04:48:49Z,true,false,processing,,49,person
re_0023,ring_home,ring_home,on_demand,2026-03-20T19:40:54Z,true,false,ready,,17,vehicle
re_0024,ring_home,ring_home,ding,2026-09-24T15:50:20Z,true,false,ready,,58,none
re_0025,ring_home,ring_home,ding,2026-07-14T23:42:35Z,false,false,ready,,115,none
re_0026,ring_original,ring_original,on_demand,2026-05-13T08:55:48Z,true,false,ready,,49,person
re_0027,ring_original,ring_original,ding,2026-07-09T10:31:04Z,true,false,ready,,23,other
re_0028,ring_original,ring_original,ding,2026-02-07T03:12:11Z,false,false,ready,,100,other
re_0029,ring_alt19,ring_alt19,motion,2026-08-17T16:00:10Z,true,false,ready,,38,vehicle
re_0030,ring_alt19,ring_alt19,on_demand,2026-10-14T19:09:05Z,false,false,ready,,15,person
re_0031,ring_home,ring_home,motion,2026-07-01T22:09:06Z,true,false,processing,,33,vehicle
re_0032,ring_original,ring_original,motion,2026-10-13T02:14:32Z,false,false,processing,,33,person
re_0033,ring_home,ring_home,on_demand,2026-06-13T05:04:19Z,false,false,ready,,60,person
re_0034,ring_original,ring_original,ding,2026-06-19T00:09:50Z,false,false,processing,,17,person
re_0035,ring_alt19,ring_alt19,motion,2026-07-09T22:00:59Z,true,false,ready,,110,vehicle
re_0036,ring_home,ring_home,ding,2026-04-03T02:45:56Z,false,false,ready,,87,person
re_0037,ring_alt19,ring_alt19,motion,2026-06-14T03:10:07Z,false,false,ready,,48,person
re_0038,ring_alt19,ring_alt19,motion,2026-04-03T16:44:24Z,true,false,processing,,90,other
re_0039,ring_home,ring_home,ding,2026-09-19T00:50:16Z,false,false,processing,,40,vehicle
re_0040,ring_original,ring_original,on_demand,2026-07-28T00:17:35Z,true,false,ready,,66,person
re_0041,ring_alt19,ring_alt19,motion,2026-03-29T07:50:47Z,true,false,processing,,73,none
re_0042,ring_alt19,ring_alt19,on_demand,2026-01-17T19:11:46Z,false,false,ready,,106,person
re_0043,ring_home,ring_home,ding,2026-09-12T02:08:00Z,false,false,processing,,80,none
re_0044,ring_home,ring_home,on_demand,2026-05-14T13:56:59Z,false,false,ready,,53,other
re_0045,ring_home,ring_home,ding,2026-01-10T09:50:53Z,true,false,ready,,75,vehicle
re_0046,ring_original,ring_original,ding,2026-07-18T06:26:43Z,false,false,ready,,71,other
re_0047,ring_alt19,ring_alt19,motion,2026-01-20T22:51:49Z,false,false,processing,,49,none
re_0048,ring_original,ring_original,on_demand,2026-07-08T06:29:38Z,false,false,processing,,93,none
re_0049,ring_original,ring_original,on_demand,2026-09-09T21:53:25Z,true,false,processing,,41,vehicle
re_0050,ring_home,ring_home,on_demand,2026-01-17T21:55:23Z,false,false,processing,,24,person
re_0051,ring_original,ring_original,motion,2026-08-11T02:59:26Z,false,false,processing,,77,vehicle
re_0052,ring_home,ring_home,ding,2026-09-23T01:19:59Z,false,false,processing,,86,vehicle
re_0053,ring_original,ring_original,ding,2026-08-22T01:33:07Z,false,false,processing,,95,other
re_0054,ring_original,ring_original,ding,2026-02-23T00:01:56Z,true,false,ready,,93,person
re_0055,ring_alt19,ring_alt19,on_demand,2026-04-09T11:20:16Z,true,false,processing,,120,person
re_0056,ring_alt19,ring_alt19,on_demand,2026-08-04T18:04:05Z,false,false,ready,,104,person
re_0057,ring_alt19,ring_alt19,ding,2026-09-08T10:17:05Z,false,false,ready,,111,vehicle
re_0058,ring_home,ring_home,ding,2026-01-12T12:18:03Z,true,false,processing,,48,none
re_0059,ring_home,ring_home,motion,2026-03-15T17:44:22Z,false,false,processing,,98,person
re_0060,ring_home,ring_home,on_demand,2026-10-12T08:30:32Z,true,false,processing,,65,vehicle
re_0061,ring_alt19,ring_alt19,on_demand,2026-04-25T23:50:12Z,true,false,ready,,83,vehicle
re_0062,ring_original,ring_original,on_demand,2026-04-01T04:26:59Z,false,false,ready,,53,other
re_0063,ring_original,ring_original,on_demand,2026-03-13T18:19:58Z,false,false,ready,,96,person
re_0064,ring_original,ring_original,ding,2026-04-20T19:00:40Z,true,false,processing,,103,none
re_0065,ring_home,ring_home,on_demand,2026-09-17T10:50:18Z,false,false,ready,,119,vehicle
re_0066,ring_home,ring_home,ding,2026-03-07T10:31:16Z,true,false,ready,,92,other
re_0067,ring_alt19,ring_alt19,on_demand,2026-05-26T11:58:43Z,false,false,processing,,60,other
re_0068,ring_home,ring_home,ding,2026-03-01T20:11:25Z,false,false,ready,,34,vehicle
re_0069,ring_alt19,ring_alt19,ding,2026-06-29T09:04:13Z,false,false,ready,,85,other
re_0070,ring_home,ring_home,motion,2026-09-09T10:35:52Z,false,false,ready,,96,person
re_0071,ring_alt19,ring_alt19,ding,2026-02-25T11:28:32Z,true,false,processing,,65,none
re_0072,ring_alt19,ring_alt19,motion,2026-04-21T04:47:00Z,true,false,ready,,85,vehicle
re_0073,ring_home,ring_home,motion,2026-09-05T19:20:19Z,true,false,ready,,16,none
re_0074,ring_home,ring_home,motion,2026-07-29T14:43:03Z,true,false,ready,,63,vehicle
re_0075,ring_home,ring_home,ding,2026-08-09T15:53:36Z,false,false,ready,,35,person
re_0076,ring_home,ring_home,ding,2026-03-31T08:43:01Z,true,false,ready,,104,none
re_0077,ring_alt19,ring_alt19,ding,2026-05-12T16:14:27Z,false,false,processing,,21,vehicle
re_0078,ring_home,ring_home,motion,2026-01-18T05:15:54Z,false,false,ready,,53,other
re_0079,ring_original,ring_original,on_demand,2026-03-14T06:22:17Z,true,false,processing,,104,vehicle
re_0080,ring_home,ring_home,motion,2026-09-13T13:24:03Z,true,false,processing,,53,other
re_0081,ring_alt19,ring_alt19,motion,2026-06-20T11:54:44Z,false,false,ready,,92,person
re_0082,ring_home,ring_home,ding,2026-01-19T03:06:07Z,true,false,processing,,40,other
re_0083,ring_alt19,ring_alt19,on_demand,2026-10-08T10:00:14Z,false,false,ready,,35,none
re_0084,ring_home,ring_home,motion,2026-07-06T19:31:42Z,false,false,processing,,46,person
re_0085,ring_original,ring_original,ding,2026-09-17T10:27:23Z,false,false,ready,,40,person
re_0086,ring_original,ring_original,on_demand,2026-08-03T14:08:15Z,true,false,ready,,11,person
re_0087,ring_home,ring_home,motion,2026-06-13T09:52:00Z,false,false,ready,,82,vehicle
re_0088,ring_home,ring_home,on_demand,2026-04-13T22:03:48Z,false,false,processing,,111,person
re_0089,ring_original,ring_original,motion,2026-07-04T13:57:56Z,true,false,processing,,61,none
re_0090,ring_original,ring_original,ding,2026-08-18T10:43:48Z,false,false,ready,,10,person
re_0091,ring_alt19,ring_alt19,ding,2026-05-06T01:27:16Z,true,false,processing,,40,person
re_0092,ring_home,ring_home,on_demand,2026-05-12T10:06:52Z,true,false,ready,,20,person
re_0093,ring_home,ring_home,motion,2026-05-01T05:40:05Z,false,false,processing,,25,none
re_0094,ring_home,ring_home,on_demand,2026-06-01T14:11:58Z,false,false,processing,,89,none
re_0095,ring_alt19,ring_alt19,on_demand,2026-07-11T17:33:44Z,false,false,ready,,25,vehicle
re_0096,ring_home,ring_home,on_demand,2026-10-07T12:24:44Z,true,false,processing,,111,other
re_0097,ring_original,ring_original,motion,2026-08-16T02:49:38Z,true,false,ready,,56,other
re_0098,ring_home,ring_home,on_demand,2026-08-03T01:36:38Z,false,false,ready,,92,other
re_0099,ring_original,ring_original,on_demand,2026-06-20T00:51:15Z,false,false,ready,,39,other
re_0100,ring_home,ring_home,motion,2026-03-27T07:09:30Z,false,false,ready,,87,other
re_0101,ring_alt19,ring_alt19,on_demand,2026-04-29T18:05:45Z,true,false,ready,,57,vehicle
re_0102,ring_original,ring_original,on_demand,2026-03-25T10:17:15Z,true,false,processing,,11,vehicle
re_0103,ring_alt19,ring_alt19,motion,2026-01-25T10:37:29Z,true,false,ready,,63,other
