id,name,parent_id,owner_id,description,size,extension,sha1,created_at,modified_at
boxfl_0001,Instructor_Eligibility_Clarification_Memo_2026-09-24.pdf,boxf_memos,boxusr_instructor,"Instructor eligibility clarification memo dated 2026-09-24. Supersedes older AOTA guideline framing on modality-only supervision and certain ergonomic assessment sessions. This is the authoritative source for CHT hour categorization decisions. Where this memo and the older Confluence AOTA page from 2024-03-11 disagree, this memo wins per newest-wins rule.",384512,pdf,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,2026-09-24T15:30:00Z,2026-09-24T15:30:00Z
boxfl_0002,Lecture_Slides_M1.pdf,boxf_M1,boxusr_instructor,M1: Lecture slide deck for the module.,2809577,pdf,01122d760d2288b6136a063c356c8b3b9f04d873,2026-04-18T00:00:00Z,2026-04-27T00:00:00Z
boxfl_0003,Lecture_Recording_M1.mp4_link.txt,boxf_M1,boxusr_instructor,M1: Vimeo private link reference for the lecture recording.,5861,txt,cc79e47941104d6e0cbc578f753ba379e6175231,2026-04-18T00:00:00Z,2026-04-30T00:00:00Z
boxfl_0004,Reading_List_M1.pdf,boxf_M1,boxusr_instructor,M1: Assigned reading list with links to journal articles.,481476,pdf,78c0c239f79f2739cf2e1117d82d098a2736bced,2026-04-18T00:00:00Z,2026-04-27T00:00:00Z
boxfl_0005,Study_Guide_M1.pdf,boxf_M1,boxusr_instructor,M1: Instructor study guide for the module.,1206762,pdf,5a81faee05469b2bdf426c5b00a47bb3f2a4c5ac,2026-04-18T00:00:00Z,2026-04-20T00:00:00Z
boxfl_0006,Practice_Questions_M1.pdf,boxf_M1,boxusr_instructor,M1: Bank of practice questions with answer key.,719418,pdf,b1ab5bc3ffc20be506857c2e4306fe2fedd2ca28,2026-04-18T00:00:00Z,2026-04-26T00:00:00Z
boxfl_0007,Case_Vignette_M1.pdf,boxf_M1,boxusr_instructor,M1: De-identified case vignette for domain review.,319808,pdf,9b1307f86737d690baa3396f8c22c75b3c0b9a86,2026-04-18T00:00:00Z,2026-04-24T00:00:00Z
boxfl_0008,Live_Session_Recording_Link_M1.txt,boxf_M1,boxusr_instructor,M1: Archived live session recording pointer.,12774,txt,140a877e0c6dc9ded019071a93672d566ab90c5e,2026-04-18T00:00:00Z,2026-05-01T00:00:00Z
boxfl_0009,Errata_Notes_M1.pdf,boxf_M1,boxusr_instructor,M1: Instructor errata and corrections.,97031,pdf,f1d18d8690d9cbd2efe6a01ec86d8bf255d96856,2026-04-18T00:00:00Z,2026-04-25T00:00:00Z
boxfl_0010,Lecture_Slides_M2.pdf,boxf_M2,boxusr_instructor,M2: Lecture slide deck for the module.,2797527,pdf,3925b3e56071de77154665b3d4bf4b93a443f56d,2026-04-30T00:00:00Z,2026-05-10T00:00:00Z
boxfl_0011,Lecture_Recording_M2.mp4_link.txt,boxf_M2,boxusr_instructor,M2: Vimeo private link reference for the lecture recording.,-3709,txt,bccb65b08ab5e9530908962340faceb7a5fa3286,2026-04-30T00:00:00Z,2026-05-18T00:00:00Z
boxfl_0012,Reading_List_M2.pdf,boxf_M2,boxusr_instructor,M2: Assigned reading list with links to journal articles.,477290,pdf,a8cdfab7a4c3cbfd26a6a36e6183064ede7a0277,2026-04-30T00:00:00Z,2026-05-04T00:00:00Z
boxfl_0013,Study_Guide_M2.pdf,boxf_M2,boxusr_instructor,M2: Instructor study guide for the module.,1197796,pdf,aba7ed7a0dff240ea5edd56e40a1cbe9b857cbeb,2026-04-30T00:00:00Z,2026-05-20T00:00:00Z
boxfl_0014,Practice_Questions_M2.pdf,boxf_M2,boxusr_instructor,M2: Bank of practice questions with answer key.,726592,pdf,b9e49e7f9465b8cf5e4d2151203697a43ac64f42,2026-04-30T00:00:00Z,2026-05-03T00:00:00Z
boxfl_0015,Case_Vignette_M2.pdf,boxf_M2,boxusr_instructor,M2: De-identified case vignette for domain review.,321851,pdf,3bd8a805b1f7441c562d1c3af23400c23df3e2e4,2026-04-30T00:00:00Z,2026-05-20T00:00:00Z
boxfl_0016,Live_Session_Recording_Link_M2.txt,boxf_M2,boxusr_instructor,M2: Archived live session recording pointer.,13651,txt,08d8dd2360ff00a3c5859e49d63fa62974582191,2026-04-30T00:00:00Z,2026-05-07T00:00:00Z
boxfl_0017,Errata_Notes_M2.pdf,boxf_M2,boxusr_instructor,M2: Instructor errata and corrections.,108190,pdf,7b106e04bb7d08caf464bce1abe98e3c03314c20,2026-04-30T00:00:00Z,2026-05-14T00:00:00Z
boxfl_0018,Lecture_Slides_M3.pdf,boxf_M3,boxusr_instructor,M3: Lecture slide deck for the module.,2803190,pdf,de1d16a23682f633c1c07b08ea17b80a4b498b61,2026-05-12T00:00:00Z,2026-05-30T00:00:00Z
boxfl_0019,Lecture_Recording_M3.mp4_link.txt,boxf_M3,boxusr_instructor,M3: Vimeo private link reference for the lecture recording.,-708,txt,fa62073244b824b5d17800094a96a80185d8f7fe,2026-05-12T00:00:00Z,2026-05-21T00:00:00Z
boxfl_0020,Reading_List_M3.pdf,boxf_M3,boxusr_instructor,M3: Assigned reading list with links to journal articles.,479895,pdf,6bac37fff84411a601b8ba87066f637eb409bb20,2026-05-12T00:00:00Z,2026-05-14T00:00:00Z
boxfl_0021,Study_Guide_M3.pdf,boxf_M3,boxusr_instructor,M3: Instructor study guide for the module.,1210084,pdf,1c848cebf5e215bdd7a2c26092bd4617ee84692d,2026-05-12T00:00:00Z,2026-05-19T00:00:00Z
boxfl_0022,Practice_Questions_M3.pdf,boxf_M3,boxusr_instructor,M3: Bank of practice questions with answer key.,729569,pdf,c3321d9434f3a13dccb6667b9e5250feb3d7eeee,2026-05-12T00:00:00Z,2026-05-13T00:00:00Z
boxfl_0023,Case_Vignette_M3.pdf,boxf_M3,boxusr_instructor,M3: De-identified case vignette for domain review.,321643,pdf,305c64093917a7e9021abc4a41a573884273c9dc,2026-05-12T00:00:00Z,2026-05-12T00:00:00Z
boxfl_0024,Live_Session_Recording_Link_M3.txt,boxf_M3,boxusr_instructor,M3: Archived live session recording pointer.,3986,txt,7ce8adfa2c45a17680cfea13f5ba9a2392de0056,2026-05-12T00:00:00Z,2026-05-12T00:00:00Z
boxfl_0025,Errata_Notes_M3.pdf,boxf_M3,boxusr_instructor,M3: Instructor errata and corrections.,105326,pdf,2d2911e156feb1c369cafe4d07c376c230244a22,2026-05-12T00:00:00Z,2026-05-19T00:00:00Z
boxfl_0026,Lecture_Slides_M4.pdf,boxf_M4,boxusr_instructor,M4: Lecture slide deck for the module.,2810001,pdf,8b83d9b946ac751e28903d0e0690a85286cfcc6e,2026-05-24T00:00:00Z,2026-05-28T00:00:00Z
boxfl_0027,Lecture_Recording_M4.mp4_link.txt,boxf_M4,boxusr_instructor,M4: Vimeo private link reference for the lecture recording.,8096,txt,d7097a66a77ec60c82b137f8d5330cb308480d49,2026-05-24T00:00:00Z,2026-06-03T00:00:00Z
boxfl_0028,Reading_List_M4.pdf,boxf_M4,boxusr_instructor,M4: Assigned reading list with links to journal articles.,477835,pdf,8b85b0770b3ebb63b00320c052583198d66ea69a,2026-05-24T00:00:00Z,2026-06-04T00:00:00Z
boxfl_0029,Study_Guide_M4.pdf,boxf_M4,boxusr_instructor,M4: Instructor study guide for the module.,1195285,pdf,cee10c8a746a48e7b9538c0bf8707ddbe843aacd,2026-05-24T00:00:00Z,2026-06-13T00:00:00Z
