id,name,type,messages_total,messages_unread,threads_total,threads_unread
INBOX,INBOX,system,21,9,13,9
SENT,SENT,system,10,0,6,0
DRAFTS,DRAFT,system,2,0,2,0
TRASH,TRASH,system,0,0,0,0
SPAM,SPAM,system,0,0,0,0
STARRED,STARRED,system,2,0,2,0
IMPORTANT,IMPORTANT,system,4,1,3,1
Label_thesis,Thesis,user,4,1,1,1
Label_lab,Lab,user,4,1,1,1
Label_receipts,Receipts,user,3,0,3,0
Label_health,Health,user,3,2,2,2
Label_kai,Kai,user,5,1,1,1
Label_family,Family,user,5,1,1,1
Label_mohela,MOHELA,user,1,0,1,0
Label_bookstore,Bookstore,user,3,1,1,1
Label_fellowships,Fellowships,user,0,0,0,0
Label_conferences,Conferences,user,0,0,0,0
Label_bills,Bills,user,2,1,2,1
Label_school,School,user,2,1,1,1
Label_friends,Friends,user,2,1,1,1
Label_followup,Follow up,user,2,2,2,2
Label_travel,Travel,user,0,0,0,0
