ts,channel_id,user_id,text,thread_ts,reply_count,reactions
1679558400.001,C001,U002,March mentor check-in: how is everyone's calving season going so far?,,3,thumbsup:2
1679558500.001,C001,U001,Thirty head on the home section. Two close including one expecting twins. Storm coming mid-week.,1679558400.001,0,
1679558600.001,C001,U003,Reminder - if anyone needs emergency vet during the storm call the clinic direct. We have coverage Thursday.,1679558400.001,0,
1679558700.001,C001,U004,Feed deliveries may be delayed Wednesday-Thursday due to the blizzard warning. Plan accordingly.,1679558400.001,0,
1679400000.001,C002,U002,Blizzard warning issued for Browning area March 23-24. Everyone prep your shelters and check hay supply.,,2,warning:3
1679400100.001,C002,U001,Barn holds about eight. Priority to first-calvers. Rest get the windbreak and extra bales.,1679400000.001,0,
1679400200.001,C002,U003,Vaccines current on everyone's herds? Good time to check before the storm traps you.,1679400000.001,0,
1679300000.001,C003,U002,Cattlemen's Workshop wrap-up: good turnout this year. Thanks to all mentors who participated.,,1,clap:4
1679300100.001,C003,U001,Good to see the young ranchers engaged. Happy to host again next season.,1679300000.001,0,
1679200000.001,C002,U004,Hay prices update: $8.50/bale for good timothy mix. Let me know if anyone needs a bulk order before the storm.,,0,
