tableId,id,name,type
tbl_manuscript_pipeline,fld_ms_title,Title,singleLineText
tbl_manuscript_pipeline,fld_ms_status,Status,singleSelect
tbl_manuscript_pipeline,fld_ms_encounters,EncounterCount,number
tbl_manuscript_pipeline,fld_ms_snapshot_date,SnapshotDate,date
tbl_manuscript_pipeline,fld_ms_lead,LeadAuthor,singleLineText
tbl_cme_2026,fld_cme_activity,Activity,singleLineText
tbl_cme_2026,fld_cme_hours,Credits,number
tbl_cme_2026,fld_cme_category,Category,singleSelect
tbl_cme_2026,fld_cme_survivable,AuditSurvivable,singleSelect
tbl_grant_deadlines,fld_gd_grant,Grant,singleLineText
tbl_grant_deadlines,fld_gd_status,Status,singleSelect
tbl_grant_deadlines,fld_gd_due,DueDate,date
tbl_family_calendar,fld_fc_event,Event,singleLineText
tbl_family_calendar,fld_fc_when,When,dateTime
tbl_runs,fld_r_date,Date,date
tbl_runs,fld_r_distance,Distance km,number
tbl_runs,fld_r_pace,Pace per km,duration
tbl_reading,fld_b_title,Title,singleLineText
tbl_reading,fld_b_month,Month,date
tbl_reading,fld_b_status,Status,singleSelect
tbl_recipe_master,fld_r_name,Recipe,singleLineText
tbl_recipe_master,fld_r_freq,Frequency,singleSelect
tbl_kids,fld_ka_name,Activity,singleLineText
tbl_kids,fld_ka_kid,Kid,singleSelect
