id,user_id,caption,media_type,media_url,permalink,thumbnail_url,timestamp,like_count,comments_count,is_comment_enabled
ig_0,porterclayworks,Kiln opening,IMAGE,https://ig/0.jpg,https://instagram.com/p/0,,2026-09-22T12:00:00-05:00,175,1,true
ig_1,porterclayworks,Kiln opening,IMAGE,https://ig/1.jpg,https://instagram.com/p/1,,2026-09-08T12:00:00-05:00,263,13,true
ig_2,porterclayworks,Kiln opening,IMAGE,https://ig/2.jpg,https://instagram.com/p/2,,2026-09-05T12:00:00-05:00,224,16,true
ig_3,porterclayworks,Kiln opening,IMAGE,https://ig/3.jpg,https://instagram.com/p/3,,2026-09-14T12:00:00-05:00,222,3,true
ig_4,porterclayworks,Kiln opening,IMAGE,https://ig/4.jpg,https://instagram.com/p/4,,2026-09-02T12:00:00-05:00,205,9,true
ig_5,porterclayworks,Market this weekend,IMAGE,https://ig/5.jpg,https://instagram.com/p/5,,2026-09-12T12:00:00-05:00,297,17,true
ig_6,porterclayworks,Kiln opening,IMAGE,https://ig/6.jpg,https://instagram.com/p/6,,2026-09-02T12:00:00-05:00,144,20,true
ig_7,porterclayworks,New mugs in the shop,IMAGE,https://ig/7.jpg,https://instagram.com/p/7,,2026-09-12T12:00:00-05:00,283,8,true
ig_8,porterclayworks,New mugs in the shop,IMAGE,https://ig/8.jpg,https://instagram.com/p/8,,2026-09-02T12:00:00-05:00,103,1,true
ig_9,porterclayworks,Market this weekend,IMAGE,https://ig/9.jpg,https://instagram.com/p/9,,2026-09-23T12:00:00-05:00,224,2,true
ig_10,porterclayworks,New mugs in the shop,IMAGE,https://ig/10.jpg,https://instagram.com/p/10,,2026-09-16T12:00:00-05:00,296,3,true
ig_11,porterclayworks,New mugs in the shop,IMAGE,https://ig/11.jpg,https://instagram.com/p/11,,2026-09-18T12:00:00-05:00,142,14,true
ig_2012,porterclayworks,New mugs on the wheel,IMAGE,https://ig.example/m/2012.jpg,https://instagram.com/p/2012,,2026-04-02T04:07:00+0000,111,13,true
ig_2013,porterclayworks,Glaze test results,IMAGE,https://ig.example/m/2013.jpg,https://instagram.com/p/2013,,2026-09-25T15:47:00+0000,132,19,true
ig_2014,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2014.jpg,https://instagram.com/p/2014,,2026-04-09T02:08:00+0000,31,27,true
ig_2015,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2015.jpg,https://instagram.com/p/2015,,2026-04-07T17:21:00+0000,18,30,true
ig_2016,porterclayworks,New mugs on the wheel,IMAGE,https://ig.example/m/2016.jpg,https://instagram.com/p/2016,,2026-01-07T11:28:00+0000,94,22,true
ig_2017,porterclayworks,Fresh bowls,IMAGE,https://ig.example/m/2017.jpg,https://instagram.com/p/2017,,2026-08-19T07:52:00+0000,91,12,true
ig_2018,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2018.jpg,https://instagram.com/p/2018,,2026-04-14T09:37:00+0000,16,0,true
ig_2019,porterclayworks,Fresh bowls,IMAGE,https://ig.example/m/2019.jpg,https://instagram.com/p/2019,,2026-08-15T10:54:00+0000,73,23,true
ig_2020,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2020.jpg,https://instagram.com/p/2020,,2026-06-07T21:00:00+0000,76,16,true
ig_2021,porterclayworks,Glaze test results,IMAGE,https://ig.example/m/2021.jpg,https://instagram.com/p/2021,,2026-04-27T00:49:00+0000,22,3,true
ig_2022,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2022.jpg,https://instagram.com/p/2022,,2026-09-10T13:55:00+0000,185,23,true
ig_2023,porterclayworks,New mugs on the wheel,IMAGE,https://ig.example/m/2023.jpg,https://instagram.com/p/2023,,2026-06-08T05:42:00+0000,69,16,true
ig_2024,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2024.jpg,https://instagram.com/p/2024,,2026-06-15T03:52:00+0000,190,30,true
ig_2025,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2025.jpg,https://instagram.com/p/2025,,2026-06-04T14:27:00+0000,93,29,true
ig_2026,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2026.jpg,https://instagram.com/p/2026,,2026-03-27T01:47:00+0000,52,29,true
ig_2027,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2027.jpg,https://instagram.com/p/2027,,2026-03-25T02:07:00+0000,189,0,true
ig_2028,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2028.jpg,https://instagram.com/p/2028,,2026-06-25T03:11:00+0000,169,17,true
ig_2029,porterclayworks,Fresh bowls,IMAGE,https://ig.example/m/2029.jpg,https://instagram.com/p/2029,,2026-05-12T01:48:00+0000,153,16,true
ig_2030,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2030.jpg,https://instagram.com/p/2030,,2026-08-06T05:28:00+0000,115,20,true
ig_2031,porterclayworks,Glaze test results,IMAGE,https://ig.example/m/2031.jpg,https://instagram.com/p/2031,,2026-06-02T03:11:00+0000,51,8,true
ig_2032,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2032.jpg,https://instagram.com/p/2032,,2026-03-04T12:45:00+0000,74,13,true
ig_2033,porterclayworks,Fresh bowls,IMAGE,https://ig.example/m/2033.jpg,https://instagram.com/p/2033,,2026-04-03T02:31:00+0000,166,25,true
ig_2034,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2034.jpg,https://instagram.com/p/2034,,2026-01-16T18:31:00+0000,22,22,true
ig_2035,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2035.jpg,https://instagram.com/p/2035,,2026-01-25T11:19:00+0000,24,8,true
ig_2036,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2036.jpg,https://instagram.com/p/2036,,2026-02-16T01:52:00+0000,40,7,true
ig_2037,porterclayworks,Glaze test results,IMAGE,https://ig.example/m/2037.jpg,https://instagram.com/p/2037,,2026-09-04T06:52:00+0000,81,24,true
ig_2038,porterclayworks,New mugs on the wheel,IMAGE,https://ig.example/m/2038.jpg,https://instagram.com/p/2038,,2026-02-07T18:09:00+0000,132,20,true
ig_2039,porterclayworks,New mugs on the wheel,IMAGE,https://ig.example/m/2039.jpg,https://instagram.com/p/2039,,2026-08-13T18:50:00+0000,187,16,true
ig_2040,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2040.jpg,https://instagram.com/p/2040,,2026-09-10T19:48:00+0000,144,23,true
ig_2041,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2041.jpg,https://instagram.com/p/2041,,2026-06-08T21:55:00+0000,126,21,true
ig_2042,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2042.jpg,https://instagram.com/p/2042,,2026-03-22T18:39:00+0000,93,25,true
ig_2043,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2043.jpg,https://instagram.com/p/2043,,2026-04-20T14:08:00+0000,110,0,true
ig_2044,porterclayworks,Glaze test results,IMAGE,https://ig.example/m/2044.jpg,https://instagram.com/p/2044,,2026-05-28T10:58:00+0000,18,2,true
ig_2045,porterclayworks,Market day setup,IMAGE,https://ig.example/m/2045.jpg,https://instagram.com/p/2045,,2026-09-21T01:05:00+0000,127,15,true
ig_2046,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2046.jpg,https://instagram.com/p/2046,,2026-04-16T06:45:00+0000,125,23,true
ig_2047,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2047.jpg,https://instagram.com/p/2047,,2026-04-04T02:36:00+0000,128,19,true
ig_2048,porterclayworks,Studio light this morning,IMAGE,https://ig.example/m/2048.jpg,https://instagram.com/p/2048,,2026-09-08T01:58:00+0000,31,30,true
ig_2049,porterclayworks,Kiln unload,IMAGE,https://ig.example/m/2049.jpg,https://instagram.com/p/2049,,2026-07-17T15:22:00+0000,63,1,true
ig_2050,porterclayworks,New mugs on the wheel,IMAGE,https://ig.example/m/2050.jpg,https://instagram.com/p/2050,,2026-02-11T12:02:00+0000,126,13,true
