artist_id,name,genres,followers,popularity
artist_id_1000,The Temptations,"motown,soul",1800000,72
artist_id_1001,Aretha Franklin,"soul,r&b",2400000,78
artist_id_noise_500,name 500,genres 500,0,0
artist_id_noise_501,name 501,genres 501,0,0
artist_id_noise_502,name 502,genres 502,0,0
artist_id_noise_503,name 503,genres 503,0,0
artist_id_noise_504,name 504,genres 504,0,0
artist_id_noise_505,name 505,genres 505,0,0
artist_id_noise_506,name 506,genres 506,0,0
artist_id_noise_507,name 507,genres 507,0,0
artist_id_noise_508,name 508,genres 508,0,0
artist_id_noise_509,name 509,genres 509,0,0
artist_id_noise_510,name 510,genres 510,0,0
artist_id_noise_511,name 511,genres 511,0,0
artist_id_noise_512,name 512,genres 512,0,0
artist_id_noise_513,name 513,genres 513,0,0
artist_id_noise_514,name 514,genres 514,0,0
artist_id_noise_515,name 515,genres 515,0,0
artist_id_noise_516,name 516,genres 516,0,0
artist_id_noise_517,name 517,genres 517,0,0
artist_id_noise_518,name 518,genres 518,0,0
artist_id_noise_519,name 519,genres 519,0,0
artist_id_noise_520,name 520,genres 520,0,0
artist_id_noise_521,name 521,genres 521,0,0
artist_id_noise_522,name 522,genres 522,0,0
artist_id_noise_523,name 523,genres 523,0,0
artist_id_noise_524,name 524,genres 524,0,0
artist_id_noise_525,name 525,genres 525,0,0
artist_id_noise_526,name 526,genres 526,0,0
artist_id_noise_527,name 527,genres 527,0,0
