id,name,slug,sku,type,status,price,regular_price,sale_price,on_sale,stock_quantity,stock_status,manage_stock,categories,description,date_created
0,Coil-built stoneware mug,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,38.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
1,Speckled dinner bowl,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,42.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
2,Tall carafe with cork,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,68.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
3,Small planter with drip tray,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,34.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
4,Wide serving platter,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,95.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
5,Pour-over coffee dripper,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,56.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
6,Berry colander,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,48.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
7,Matte black tumbler,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,30.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
8,Handled soup crock,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,52.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
9,Spoon rest set,handcrafted-ceramic-mug,WC-MUG-201,simple,publish,22.0,22.00,18.00,true,5,instock,true,Kitchen;Drinkware,Stoneware mug glazed by hand,2026-01-08T09:00:00
7010,Planter Pot 10,planter-pot-10,SKU7010,simple,publish,93.00,93.00,,false,16,instock,true,Pottery,Handmade planter pot,2026-07-14T16:36:00-05:00
7011,Ceramic Mug 11,ceramic-mug-11,SKU7011,simple,publish,79.00,79.00,,false,25,instock,true,Pottery,Handmade ceramic mug,2026-07-17T02:53:00-05:00
7012,Tea Cup 12,tea-cup-12,SKU7012,simple,publish,60.00,60.00,,false,14,instock,true,Pottery,Handmade tea cup,2026-06-19T09:36:00-05:00
7013,Glazed Vase 13,glazed-vase-13,SKU7013,simple,publish,64.00,64.00,,false,13,instock,true,Pottery,Handmade glazed vase,2026-03-24T23:14:00-05:00
7014,Planter Pot 14,planter-pot-14,SKU7014,simple,publish,77.00,77.00,,false,14,instock,true,Pottery,Handmade planter pot,2026-01-17T01:30:00-05:00
7015,Stoneware Bowl 15,stoneware-bowl-15,SKU7015,simple,publish,69.00,69.00,,false,0,instock,true,Pottery,Handmade stoneware bowl,2026-04-04T17:38:00-05:00
7016,Glazed Vase 16,glazed-vase-16,SKU7016,simple,publish,81.00,81.00,,false,17,instock,true,Pottery,Handmade glazed vase,2026-04-09T23:48:00-05:00
7017,Stoneware Bowl 17,stoneware-bowl-17,SKU7017,simple,publish,23.00,23.00,,false,31,instock,true,Pottery,Handmade stoneware bowl,2026-03-25T13:37:00-05:00
7018,Tea Cup 18,tea-cup-18,SKU7018,simple,publish,78.00,78.00,,false,13,instock,true,Pottery,Handmade tea cup,2026-07-22T02:00:00-05:00
7019,Tea Cup 19,tea-cup-19,SKU7019,simple,publish,67.00,67.00,,false,6,instock,true,Pottery,Handmade tea cup,2026-04-10T17:53:00-05:00
7020,Stoneware Bowl 20,stoneware-bowl-20,SKU7020,simple,publish,63.00,63.00,,false,24,instock,true,Pottery,Handmade stoneware bowl,2026-01-25T09:18:00-05:00
7021,Tea Cup 21,tea-cup-21,SKU7021,simple,publish,69.00,69.00,,false,34,instock,true,Pottery,Handmade tea cup,2026-07-12T16:42:00-05:00
7022,Glazed Vase 22,glazed-vase-22,SKU7022,simple,publish,52.00,52.00,,false,32,instock,true,Pottery,Handmade glazed vase,2026-02-06T20:11:00-05:00
