id,media_id,user_id,username,text,timestamp,like_count,hidden,parent_id
igco_0000,ig_0035,uid205,user264,Comment 0,2026-05-27T22:59:52Z,14,false,
igco_0001,ig_0020,uid303,user105,Comment 1,2026-05-26T14:57:50Z,8,false,
igco_0002,ig_0079,uid187,user141,Comment 2,2026-08-30T08:39:41Z,16,false,
igco_0003,ig_0029,uid213,user22,Comment 3,2026-05-17T21:17:41Z,12,false,
igco_0004,ig_0084,uid113,user144,Comment 4,2026-01-12T05:58:12Z,17,false,
igco_0005,ig_0065,uid304,user417,Comment 5,2026-04-13T14:14:51Z,9,false,
igco_0006,ig_0058,uid77,user375,Comment 6,2026-10-03T02:51:11Z,6,false,
igco_0007,ig_0015,uid202,user49,Comment 7,2026-10-04T08:39:56Z,19,false,
igco_0008,ig_0032,uid117,user197,Comment 8,2026-07-13T00:28:40Z,13,false,
igco_0009,ig_0061,uid116,user64,Comment 9,2026-03-04T17:36:07Z,8,false,
igco_0010,ig_0082,uid80,user231,Comment 10,2026-04-05T07:57:50Z,11,false,
igco_0011,ig_0035,uid60,user399,Comment 11,2026-10-05T18:36:52Z,20,false,
igco_0012,ig_0030,uid140,user495,Comment 12,2026-01-23T10:34:53Z,0,false,
igco_0013,ig_0040,uid423,user35,Comment 13,2026-05-30T04:00:42Z,17,false,
igco_0014,ig_0042,uid385,user38,Comment 14,2026-02-05T11:10:56Z,5,false,
igco_0015,ig_0053,uid342,user445,Comment 15,2026-07-25T03:31:21Z,18,false,
igco_0016,ig_0096,uid81,user129,Comment 16,2026-02-07T15:02:47Z,14,false,
igco_0017,ig_0040,uid127,user310,Comment 17,2026-03-19T02:40:23Z,3,false,
igco_0018,ig_0042,uid374,user199,Comment 18,2026-08-25T19:35:16Z,2,false,
igco_0019,ig_0043,uid437,user265,Comment 19,2026-10-08T00:14:21Z,10,false,
igco_0020,ig_0006,uid451,user120,Comment 20,2026-04-15T09:19:35Z,16,false,
igco_0021,ig_0098,uid241,user90,Comment 21,2026-06-29T08:01:53Z,2,false,
igco_0022,ig_0088,uid436,user272,Comment 22,2026-08-18T23:25:07Z,3,false,
