id,user_id,media_type,media_url,timestamp,expiring_at,caption,link,poll_question,poll_options
ist_0000,ig_mykonos,IMAGE,,2026-07-17T16:45:41Z,2026-07-18T16:45:41Z,Story 0,,,
ist_0001,ig_mykonos,IMAGE,,2026-09-24T10:43:04Z,2026-09-25T10:43:04Z,Story 1,,,
ist_0002,ig_mykonos,IMAGE,,2026-09-20T21:05:37Z,2026-09-21T21:05:37Z,Story 2,,,
ist_0003,ig_mykonos,IMAGE,,2026-02-15T00:14:39Z,2026-02-16T00:14:39Z,Story 3,,,
ist_0004,ig_mykonos,IMAGE,,2026-05-24T16:01:49Z,2026-05-25T16:01:49Z,Story 4,,,
ist_0005,ig_mykonos,IMAGE,,2026-04-28T21:06:38Z,2026-04-29T21:06:38Z,Story 5,,,
ist_0006,ig_mykonos,IMAGE,,2026-03-27T18:34:11Z,2026-03-28T18:34:11Z,Story 6,,,
ist_0007,ig_mykonos,IMAGE,,2026-07-22T22:16:36Z,2026-07-23T22:16:36Z,Story 7,,,
ist_0008,ig_mykonos,IMAGE,,2026-08-13T22:57:25Z,2026-08-14T22:57:25Z,Story 8,,,
ist_0009,ig_mykonos,IMAGE,,2026-01-27T10:19:44Z,2026-01-28T10:19:44Z,Story 9,,,
ist_0010,ig_mykonos,IMAGE,,2026-02-19T08:45:58Z,2026-02-20T08:45:58Z,Story 10,,,
ist_0011,ig_mykonos,IMAGE,,2026-08-07T05:28:13Z,2026-08-08T05:28:13Z,Story 11,,,
ist_0012,ig_mykonos,IMAGE,,2026-07-14T02:29:14Z,2026-07-15T02:29:14Z,Story 12,,,
ist_0013,ig_mykonos,IMAGE,,2026-03-16T23:14:37Z,2026-03-17T23:14:37Z,Story 13,,,
ist_0014,ig_mykonos,IMAGE,,2026-01-13T17:21:23Z,2026-01-14T17:21:23Z,Story 14,,,
ist_0015,ig_mykonos,IMAGE,,2026-09-09T07:25:51Z,2026-09-10T07:25:51Z,Story 15,,,
ist_0016,ig_mykonos,IMAGE,,2026-03-24T09:05:01Z,2026-03-25T09:05:01Z,Story 16,,,
