device_id,zone_id,zone_name,sensitivity,enabled,coordinates
d_backporch,1,Zone 1,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,2,Zone 2,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,3,Zone 3,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,4,Zone 4,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,5,Zone 5,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,6,Zone 6,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,7,Zone 7,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,8,Zone 8,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,9,Zone 9,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,10,Zone 10,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,11,Zone 11,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,12,Zone 12,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,13,Zone 13,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,14,Zone 14,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,15,Zone 15,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,16,Zone 16,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,17,Zone 17,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,18,Zone 18,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,19,Zone 19,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,20,Zone 20,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,21,Zone 21,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,22,Zone 22,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,23,Zone 23,1,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,24,Zone 24,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,25,Zone 25,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,26,Zone 26,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,27,Zone 27,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,28,Zone 28,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,29,Zone 29,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,30,Zone 30,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,31,Zone 31,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,32,Zone 32,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,33,Zone 33,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,34,Zone 34,1,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,35,Zone 35,1,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,36,Zone 36,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,37,Zone 37,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,38,Zone 38,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,39,Zone 39,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,40,Zone 40,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,41,Zone 41,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,42,Zone 42,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,43,Zone 43,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,44,Zone 44,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,45,Zone 45,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,46,Zone 46,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,47,Zone 47,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,48,Zone 48,7,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,49,Zone 49,10,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,50,Zone 50,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,51,Zone 51,5,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,52,Zone 52,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,53,Zone 53,8,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,54,Zone 54,4,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,55,Zone 55,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,56,Zone 56,3,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_backporch,57,Zone 57,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,58,Zone 58,9,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,59,Zone 59,2,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,60,Zone 60,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
d_driveway,61,Zone 61,6,True,"[[0,0],[100,0],[100,100],[0,100]]"
