page_id,property_name,property_type,value
page_note_200,Status,select,To read
page_note_201,Status,select,To read
page_note_202,Status,select,To read
page_note_203,Status,select,Reading
page_note_204,Status,select,Reading
page_note_205,Status,select,Done
page_note_206,Status,select,To read
page_note_207,Status,select,To read
page_note_208,Status,select,Done
page_note_209,Status,select,Reading
page_note_210,Status,select,Done
page_note_211,Status,select,Reading
page_note_212,Status,select,To read
page_note_213,Status,select,Done
page_note_214,Status,select,Done
page_note_215,Status,select,To read
page_note_216,Status,select,To read
page_note_217,Status,select,Done
page_note_218,Status,select,Done
page_note_219,Status,select,Done
page_note_220,Status,select,Done
page_note_221,Status,select,Reading
page_note_222,Status,select,Reading
page_note_223,Status,select,Done
page_note_224,Status,select,Reading
page_note_225,Status,select,Done
page_note_226,Status,select,To read
page_note_227,Status,select,To read
page_note_228,Status,select,Reading
page_note_229,Status,select,Done
page_note_230,Status,select,Done
page_note_231,Status,select,Done
page_note_232,Status,select,To read
page_note_233,Status,select,Reading
page_note_234,Status,select,To read
page_note_235,Status,select,Reading
page_note_236,Status,select,Reading
page_note_237,Status,select,To read
page_note_238,Status,select,Done
page_note_239,Status,select,Done
page_note_240,Status,select,Reading
page_note_241,Status,select,Reading
page_note_242,Status,select,To read
page_note_243,Status,select,Reading
page_note_244,Status,select,Done
page_note_245,Status,select,Done
page_note_246,Status,select,To read
page_note_247,Status,select,Done
page_note_248,Status,select,To read
page_note_249,Status,select,Reading
page_note_250,Status,select,Done
page_note_251,Status,select,Done
page_note_252,Status,select,Reading
page_note_253,Status,select,Reading
page_note_254,Status,select,Done
page_note_255,Status,select,Done
page_note_256,Status,select,Reading
page_note_257,Status,select,To read
page_note_258,Status,select,To read
page_note_259,Status,select,To read
page_note_260,Status,select,To read
page_note_261,Status,select,To read
page_note_262,Status,select,Reading
page_note_263,Status,select,Done
page_note_264,Status,select,To read
page_note_265,Status,select,To read
page_note_266,Status,select,Done
page_note_267,Status,select,To read
page_note_268,Status,select,Reading
page_note_269,Status,select,To read
page_note_270,Status,select,To read
page_note_271,Status,select,Reading
page_note_272,Status,select,Done
page_note_273,Status,select,To read
page_note_274,Status,select,Reading
page_note_275,Status,select,Reading
page_note_276,Status,select,Done
page_note_277,Status,select,Reading
page_note_278,Status,select,Done
page_note_279,Status,select,Done
page_note_280,Status,select,Done
page_note_281,Status,select,Reading
page_note_282,Status,select,Reading
page_note_283,Status,select,Done
page_note_284,Status,select,Reading
page_note_285,Status,select,Done
page_note_286,Status,select,Done
page_note_287,Status,select,Reading
page_note_288,Status,select,To read
page_note_289,Status,select,To read
page_note_290,Status,select,To read
page_note_291,Status,select,Done
page_note_292,Status,select,Done
page_note_293,Status,select,Reading
page_note_294,Status,select,Done
page_note_295,Status,select,Reading
page_note_296,Status,select,Done
page_note_297,Status,select,To read
page_note_298,Status,select,Done
page_note_299,Status,select,Done
