page_id,property_name,property_type,value
PAGE_e73f4c52,property_name_0,Office Supplies,value_0
PAGE_57a2fae8,property_name_1,Software,value_1
PAGE_5b4e9df3,property_name_2,Consulting,value_2
PAGE_5b0d68b0,property_name_3,Marketing,value_3
PAGE_e76cda20,property_name_4,Travel,value_4
PAGE_4c3cfd9a,property_name_5,Equipment,value_5
PAGE_ec01c763,property_name_6,Training,value_6
PAGE_d677f29a,property_name_7,Subscriptions,value_7
PAGE_6cfd7661,property_name_8,Shipping,value_8
PAGE_3682113e,property_name_9,Utilities,value_9
PAGE_8abf99c9,property_name_10,Professional Services,value_10
PAGE_8a203a29,property_name_11,Insurance,value_11
PAGE_5f391efb,property_name_12,Maintenance,value_12
PAGE_d424c14c,property_name_13,Legal,value_13
PAGE_b9497b64,property_name_14,Advertising,value_14
PAGE_5f679386,property_name_15,Technology,value_15
PAGE_50aa916b,property_name_16,Meals & Entertainment,value_16
PAGE_60e7f154,property_name_17,Rent,value_17
PAGE_eb9aed01,property_name_18,Telecommunications,value_18
PAGE_531894cc,property_name_19,Cloud Services,value_19
PAGE_52515fd7,property_name_20,Printing & Reproduction,value_20
PAGE_9d16a8d7,property_name_21,Security Services,value_21
PAGE_d5270007,property_name_22,Janitorial & Cleaning,value_22
PAGE_6c16b280,property_name_23,Parking & Transportation,value_23
PAGE_792c480b,property_name_24,Research & Development,value_24
PAGE_0d672a0d,property_name_25,Licensing Fees,value_25
PAGE_a7d92bce,property_name_26,Bank Fees & Charges,value_26
PAGE_ae147036,property_name_27,Payroll Processing,value_27
PAGE_ec214fbd,property_name_28,Accounting & Bookkeeping,value_28
PAGE_5d3bef8b,property_name_29,Recruiting & Staffing,value_29
PAGE_6319a424,property_name_30,Employee Benefits,value_30
PAGE_1377525a,property_name_31,Workers Compensation,value_31
PAGE_64709be9,property_name_32,Health & Safety,value_32
PAGE_85a07a25,property_name_33,Depreciation,value_33
PAGE_31c05836,property_name_34,Amortization,value_34
PAGE_62f3c264,property_name_35,Interest Expense,value_35
PAGE_6dea7acd,property_name_36,Taxes & Government Fees,value_36
PAGE_0289f478,property_name_37,Permits & Inspections,value_37
PAGE_85321c38,property_name_38,Charitable Donations,value_38
PAGE_fdc225d4,property_name_39,Sponsorships,value_39
PAGE_058d0b02,property_name_40,Trade Show & Events,value_40
PAGE_2fb30f89,property_name_41,Client Entertainment,value_41
PAGE_e81a676c,property_name_42,Vehicle Expenses,value_42
PAGE_73800edf,property_name_43,Fuel & Gas,value_43
PAGE_3aae0041,property_name_44,Toll Charges,value_44
PAGE_576e435c,property_name_45,Postage & Mailing,value_45
PAGE_d966048e,property_name_46,Courier Services,value_46
PAGE_123f923f,property_name_47,Storage & Warehousing,value_47
PAGE_4fbf081a,property_name_48,Raw Materials,value_48
PAGE_562159ab,property_name_49,Finished Goods,value_49
PAGE_4368024d,property_name_50,Packaging & Supplies,value_50
PAGE_9ef75106,property_name_51,Quality Control,value_51
PAGE_9e1f2ac9,property_name_52,Product Development,value_52
PAGE_86f39648,property_name_53,Prototyping,value_53
PAGE_18cb27a6,property_name_54,Photography & Media,value_54
PAGE_eecd0f1f,property_name_55,Video Production,value_55
PAGE_60115c38,property_name_56,Design & Creative,value_56
PAGE_9d5e781a,property_name_57,Translation Services,value_57
PAGE_38c89ebf,property_name_58,Data Entry & Processing,value_58
PAGE_f3efca9c,property_name_59,Outsourced Labor,value_59
PAGE_874b5eea,property_name_60,Freelance Services,value_60
PAGE_073a9c8f,property_name_61,Contract Manufacturing,value_61
PAGE_8ec30e26,property_name_62,Repair & Restoration,value_62
PAGE_0ce32324,property_name_63,Calibration Services,value_63
PAGE_c1fa390f,property_name_64,Lab Testing,value_64
PAGE_1ad5cac3,property_name_65,Environmental Compliance,value_65
PAGE_6a2a3103,property_name_66,Water & Sewer,value_66
PAGE_196365bc,property_name_67,Natural Gas,value_67
PAGE_09649155,property_name_68,Electricity,value_68
PAGE_f4f3a9e6,property_name_69,Internet & Connectivity,value_69
PAGE_b120001a,property_name_70,Cable & Satellite,value_70
PAGE_0f0bb4fa,property_name_71,Phone Service,value_71
PAGE_a8eb2f7e,property_name_72,Domain & Hosting,value_72
PAGE_13d20649,property_name_73,SSL & Certificates,value_73
PAGE_9ae21ca8,property_name_74,Backup & Recovery,value_74
PAGE_c5dcab32,property_name_75,Monitoring & Alerting,value_75
PAGE_04945907,property_name_76,Project Management Tools,value_76
PAGE_76da23b5,property_name_77,CRM Software,value_77
PAGE_da9c069b,property_name_78,ERP System,value_78
PAGE_c0f86282,property_name_79,BI & Analytics,value_79
