id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
block-0001,page-carlos-001,,to_do,Working note 1: reconciliation / follow-up / task,5,2026-09-25T09:00:00.000Z,2026-09-27T09:00:00.000Z,false,
block-0002,page-carlos-002,,heading_2,Working note 2: reconciliation / follow-up / task,6,2026-09-22T09:00:00.000Z,2026-09-26T09:00:00.000Z,false,
block-0003,page-carlos-003,,heading_2,Working note 3: reconciliation / follow-up / task,2,2026-09-19T09:00:00.000Z,2026-09-25T09:00:00.000Z,false,
block-0004,page-carlos-004,,bulleted_list_item,Working note 4: reconciliation / follow-up / task,3,2026-09-16T09:00:00.000Z,2026-09-24T09:00:00.000Z,false,
block-0005,page-carlos-005,,bulleted_list_item,Working note 5: reconciliation / follow-up / task,4,2026-09-13T09:00:00.000Z,2026-09-23T09:00:00.000Z,false,
block-0006,page-carlos-006,,bulleted_list_item,Working note 6: reconciliation / follow-up / task,5,2026-09-10T09:00:00.000Z,2026-09-22T09:00:00.000Z,false,
block-0007,page-carlos-007,,bulleted_list_item,Working note 7: reconciliation / follow-up / task,6,2026-09-07T09:00:00.000Z,2026-09-21T09:00:00.000Z,false,
block-0008,page-carlos-008,,paragraph,Working note 8: reconciliation / follow-up / task,7,2026-09-04T09:00:00.000Z,2026-09-20T09:00:00.000Z,false,
block-0009,page-carlos-009,,bulleted_list_item,Working note 9: reconciliation / follow-up / task,8,2026-09-01T09:00:00.000Z,2026-09-19T09:00:00.000Z,false,
block-0010,page-carlos-010,,bulleted_list_item,Working note 10: reconciliation / follow-up / task,9,2026-08-29T09:00:00.000Z,2026-09-18T09:00:00.000Z,false,
block-0011,page-carlos-011,,heading_2,Working note 11: reconciliation / follow-up / task,10,2026-08-26T09:00:00.000Z,2026-09-17T09:00:00.000Z,false,
block-0012,page-carlos-012,,heading_2,Working note 12: reconciliation / follow-up / task,11,2026-08-23T09:00:00.000Z,2026-09-16T09:00:00.000Z,false,
block-0013,page-carlos-013,,to_do,Working note 13: reconciliation / follow-up / task,12,2026-08-20T09:00:00.000Z,2026-09-15T09:00:00.000Z,false,
block-0014,page-carlos-014,,paragraph,Working note 14: reconciliation / follow-up / task,13,2026-08-17T09:00:00.000Z,2026-09-14T09:00:00.000Z,false,
block-0015,page-carlos-015,,paragraph,Working note 15: reconciliation / follow-up / task,14,2026-08-14T09:00:00.000Z,2026-09-13T09:00:00.000Z,false,
block-0016,page-carlos-016,,heading_2,Working note 16: reconciliation / follow-up / task,15,2026-08-11T09:00:00.000Z,2026-09-12T09:00:00.000Z,false,
block-0017,page-carlos-017,,paragraph,Working note 17: reconciliation / follow-up / task,16,2026-08-08T09:00:00.000Z,2026-09-11T09:00:00.000Z,false,
block-0018,page-carlos-018,,bulleted_list_item,Working note 18: reconciliation / follow-up / task,17,2026-08-05T09:00:00.000Z,2026-09-10T09:00:00.000Z,false,
block-0019,page-carlos-019,,bulleted_list_item,Working note 19: reconciliation / follow-up / task,18,2026-08-02T09:00:00.000Z,2026-09-09T09:00:00.000Z,false,
block-0020,page-carlos-020,,paragraph,Working note 20: reconciliation / follow-up / task,19,2026-07-30T09:00:00.000Z,2026-09-08T09:00:00.000Z,false,
block-0021,page-carlos-021,,to_do,Working note 21: reconciliation / follow-up / task,20,2026-07-27T09:00:00.000Z,2026-09-07T09:00:00.000Z,false,
block-0022,page-carlos-022,,to_do,Working note 22: reconciliation / follow-up / task,21,2026-07-24T09:00:00.000Z,2026-09-06T09:00:00.000Z,false,
block-0023,page-carlos-023,,to_do,Working note 23: reconciliation / follow-up / task,22,2026-07-21T09:00:00.000Z,2026-09-05T09:00:00.000Z,false,
block-0024,page-carlos-024,,paragraph,Working note 24: reconciliation / follow-up / task,23,2026-07-18T09:00:00.000Z,2026-09-04T09:00:00.000Z,false,
block-0025,page-carlos-025,,paragraph,Working note 25: reconciliation / follow-up / task,24,2026-07-15T09:00:00.000Z,2026-09-03T09:00:00.000Z,false,
block-0026,page-carlos-001,,heading_2,Working note 26: reconciliation / follow-up / task,25,2026-07-12T09:00:00.000Z,2026-09-02T09:00:00.000Z,false,
block-0027,page-carlos-002,,heading_2,Working note 27: reconciliation / follow-up / task,26,2026-07-09T09:00:00.000Z,2026-09-01T09:00:00.000Z,false,
block-0028,page-carlos-003,,bulleted_list_item,Working note 28: reconciliation / follow-up / task,27,2026-07-06T09:00:00.000Z,2026-08-31T09:00:00.000Z,false,
block-0029,page-carlos-004,,bulleted_list_item,Working note 29: reconciliation / follow-up / task,28,2026-07-03T09:00:00.000Z,2026-08-30T09:00:00.000Z,false,
block-0030,page-carlos-005,,paragraph,Working note 30: reconciliation / follow-up / task,29,2026-06-30T09:00:00.000Z,2026-08-29T09:00:00.000Z,false,
block-0031,page-carlos-006,,paragraph,Working note 31: reconciliation / follow-up / task,30,2026-06-27T09:00:00.000Z,2026-08-28T09:00:00.000Z,false,
block-0032,page-carlos-007,,heading_2,Working note 32: reconciliation / follow-up / task,31,2026-06-24T09:00:00.000Z,2026-08-27T09:00:00.000Z,false,
block-0033,page-carlos-008,,heading_2,Working note 33: reconciliation / follow-up / task,32,2026-06-21T09:00:00.000Z,2026-08-26T09:00:00.000Z,false,
block-0034,page-carlos-009,,paragraph,Working note 34: reconciliation / follow-up / task,33,2026-06-18T09:00:00.000Z,2026-08-25T09:00:00.000Z,false,
block-0035,page-carlos-010,,paragraph,Working note 35: reconciliation / follow-up / task,34,2026-06-15T09:00:00.000Z,2026-08-24T09:00:00.000Z,false,
block-0036,page-carlos-011,,bulleted_list_item,Working note 36: reconciliation / follow-up / task,35,2026-06-12T09:00:00.000Z,2026-08-23T09:00:00.000Z,false,
block-0037,page-carlos-012,,paragraph,Working note 37: reconciliation / follow-up / task,36,2026-06-09T09:00:00.000Z,2026-08-22T09:00:00.000Z,false,
block-0038,page-carlos-013,,heading_2,Working note 38: reconciliation / follow-up / task,37,2026-06-06T09:00:00.000Z,2026-08-21T09:00:00.000Z,false,
block-0039,page-carlos-014,,bulleted_list_item,Working note 39: reconciliation / follow-up / task,38,2026-06-03T09:00:00.000Z,2026-08-20T09:00:00.000Z,false,
