Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
1,Item 0,Description 0,Service,13.35,10,Revenue,true,true
2,Item 1,Description 1,Service,8.28,10,Revenue,true,true
3,Item 2,Description 2,Service,24.61,10,Revenue,true,true
4,Item 3,Description 3,Service,10.8,10,Revenue,true,true
5,Item 4,Description 4,Service,15.16,10,Revenue,true,true
6,Item 5,Description 5,Service,29.54,10,Revenue,true,true
7,Item 6,Description 6,Service,38.94,10,Revenue,true,true
8,Item 7,Description 7,Service,30.78,10,Revenue,true,true
9,Item 8,Description 8,Service,49.96,10,Revenue,true,true
10,Item 9,Description 9,Service,38.68,10,Revenue,true,true
11,Item 10,Description 10,Service,48.63,10,Revenue,true,true
12,Item 11,Description 11,Service,32.96,10,Revenue,true,true
13,Item 12,Description 12,Service,21.37,10,Revenue,true,true
14,Item 13,Description 13,Service,48.15,10,Revenue,true,true
15,Item 14,Description 14,Service,31.48,10,Revenue,true,true
16,Item 15,Description 15,Service,33.2,10,Revenue,true,true
17,Item 16,Description 16,Service,11.56,10,Revenue,true,true
18,Item 17,Description 17,Service,9.17,10,Revenue,true,true
19,Item 18,Description 18,Service,5.19,10,Revenue,true,true
20,Item 19,Description 19,Service,10.88,10,Revenue,true,true
21,Item 20,Description 20,Service,17.5,10,Revenue,true,true
22,Item 21,Description 21,Service,21.56,10,Revenue,true,true
23,Item 22,Description 22,Service,37.0,10,Revenue,true,true
24,Item 23,Description 23,Service,22.55,10,Revenue,true,true
25,Item 24,Description 24,Service,21.73,10,Revenue,true,true
26,Item 25,Description 25,Service,24.85,10,Revenue,true,true
27,Item 26,Description 26,Service,31.3,10,Revenue,true,true
28,Item 27,Description 27,Service,43.04,10,Revenue,true,true
29,Item 28,Description 28,Service,49.29,10,Revenue,true,true
30,Item 29,Description 29,Service,15.21,10,Revenue,true,true
31,Item 30,Description 30,Service,22.78,10,Revenue,true,true
32,Item 31,Description 31,Service,23.98,10,Revenue,true,true
33,Item 32,Description 32,Service,33.68,10,Revenue,true,true
34,Item 33,Description 33,Service,20.87,10,Revenue,true,true
35,Item 34,Description 34,Service,13.57,10,Revenue,true,true
