service_type,service_name,origin_zip,dest_zip,weight_lb,currency,net_charge,transit_days,delivery_day
PRIORITY_OVERNIGHT,60601,27607,2.5,12x8x6,45.99,USD,2026-10-12,1
GROUND,97201,27607,5.0,18x12x8,12.50,USD,2026-10-01,5
serv_001,97201,27607,2.5,12x8x6,45.99,USD,2026-09-12,1
serv_002,60601,27607,2.5,12x8x6,12.50,USD,2026-07-18,1
serv_003,97201,27607,5.0,18x12x8,12.50,USD,2026-11-26,5
serv_004,97201,27607,2.5,12x8x6,12.50,USD,2026-09-11,1
serv_005,60601,27607,5.0,12x8x6,45.99,USD,2026-06-22,5
serv_006,60601,27607,5.0,12x8x6,12.50,USD,2026-11-17,1
serv_007,97201,27607,5.0,18x12x8,12.50,USD,2026-07-08,1
serv_008,60601,27607,2.5,18x12x8,12.50,USD,2026-10-03,5
serv_009,97201,27607,2.5,18x12x8,45.99,USD,2026-10-14,1
serv_010,60601,27607,5.0,12x8x6,12.50,USD,2026-08-10,1
serv_011,97201,27607,5.0,18x12x8,12.50,USD,2026-08-03,5
serv_012,60601,27607,2.5,18x12x8,12.50,USD,2026-08-02,5
serv_013,97201,27607,2.5,18x12x8,45.99,USD,2026-06-25,5
serv_014,97201,27607,5.0,12x8x6,12.50,USD,2026-07-18,1
serv_015,97201,27607,5.0,12x8x6,12.50,USD,2026-06-27,1
serv_016,60601,27607,2.5,18x12x8,12.50,USD,2026-08-04,1
serv_017,97201,27607,5.0,18x12x8,45.99,USD,2026-10-12,1
serv_018,60601,27607,5.0,18x12x8,45.99,USD,2026-06-25,1
serv_019,97201,27607,2.5,12x8x6,45.99,USD,2026-09-05,5
serv_020,97201,27607,2.5,18x12x8,45.99,USD,2026-11-16,1
serv_021,97201,27607,2.5,12x8x6,45.99,USD,2026-09-18,5
serv_022,97201,27607,5.0,12x8x6,12.50,USD,2026-08-19,5
serv_023,97201,27607,2.5,12x8x6,12.50,USD,2026-07-06,1
serv_024,97201,27607,5.0,18x12x8,45.99,USD,2026-11-10,5
serv_025,60601,27607,5.0,12x8x6,12.50,USD,2026-08-25,5
serv_026,60601,27607,2.5,12x8x6,12.50,USD,2026-10-21,5
serv_027,60601,27607,5.0,18x12x8,45.99,USD,2026-07-18,5
serv_028,97201,27607,5.0,18x12x8,12.50,USD,2026-08-12,5
serv_029,97201,27607,2.5,18x12x8,12.50,USD,2026-10-11,5
serv_030,97201,27607,2.5,18x12x8,12.50,USD,2026-10-26,1
serv_031,97201,27607,2.5,12x8x6,45.99,USD,2026-11-05,1
serv_032,60601,27607,2.5,18x12x8,12.50,USD,2026-11-08,1
serv_033,97201,27607,5.0,12x8x6,12.50,USD,2026-10-16,1
serv_034,97201,27607,5.0,18x12x8,45.99,USD,2026-07-10,1
serv_035,97201,27607,5.0,18x12x8,12.50,USD,2026-09-12,1
serv_036,97201,27607,5.0,12x8x6,12.50,USD,2026-08-12,1
serv_037,60601,27607,5.0,12x8x6,12.50,USD,2026-10-18,1
serv_038,97201,27607,2.5,12x8x6,45.99,USD,2026-07-22,5
serv_039,97201,27607,5.0,18x12x8,45.99,USD,2026-10-16,5
serv_040,97201,27607,5.0,18x12x8,45.99,USD,2026-06-08,1
serv_041,60601,27607,2.5,12x8x6,45.99,USD,2026-11-10,1
serv_042,60601,27607,5.0,12x8x6,12.50,USD,2026-08-05,1
serv_043,60601,27607,2.5,18x12x8,12.50,USD,2026-08-26,5
serv_044,97201,27607,2.5,12x8x6,45.99,USD,2026-10-23,1
serv_045,97201,27607,2.5,18x12x8,45.99,USD,2026-09-06,1
serv_046,97201,27607,5.0,12x8x6,45.99,USD,2026-08-25,1
serv_047,97201,27607,2.5,12x8x6,45.99,USD,2026-07-13,5
serv_048,60601,27607,2.5,18x12x8,12.50,USD,2026-10-06,1
serv_049,97201,27607,2.5,12x8x6,12.50,USD,2026-11-08,5
serv_050,60601,27607,2.5,18x12x8,45.99,USD,2026-08-25,1
serv_051,97201,27607,5.0,18x12x8,12.50,USD,2026-08-08,5
serv_052,60601,27607,5.0,18x12x8,45.99,USD,2026-06-21,1
serv_053,60601,27607,5.0,12x8x6,45.99,USD,2026-10-24,1
serv_054,97201,27607,5.0,12x8x6,12.50,USD,2026-09-02,5
serv_055,97201,27607,2.5,12x8x6,12.50,USD,2026-09-21,1
serv_056,60601,27607,5.0,18x12x8,12.50,USD,2026-10-23,5
serv_057,60601,27607,2.5,18x12x8,12.50,USD,2026-07-08,1
serv_058,60601,27607,5.0,12x8x6,12.50,USD,2026-07-15,1
serv_059,97201,27607,2.5,12x8x6,12.50,USD,2026-11-02,5
serv_060,97201,27607,5.0,12x8x6,45.99,USD,2026-06-25,1
serv_061,97201,27607,2.5,12x8x6,12.50,USD,2026-10-18,5
serv_062,97201,27607,5.0,18x12x8,45.99,USD,2026-08-15,5
serv_063,97201,27607,5.0,12x8x6,12.50,USD,2026-06-14,5
serv_064,60601,27607,2.5,18x12x8,45.99,USD,2026-09-23,5
serv_065,60601,27607,2.5,18x12x8,12.50,USD,2026-11-09,5
serv_066,60601,27607,2.5,18x12x8,45.99,USD,2026-08-27,1
serv_067,97201,27607,2.5,12x8x6,45.99,USD,2026-11-25,5
serv_068,97201,27607,2.5,18x12x8,12.50,USD,2026-10-12,5
serv_069,97201,27607,2.5,12x8x6,45.99,USD,2026-10-03,1
serv_070,60601,27607,5.0,12x8x6,12.50,USD,2026-11-28,5
serv_071,60601,27607,5.0,12x8x6,12.50,USD,2026-09-05,5
serv_072,97201,27607,5.0,12x8x6,45.99,USD,2026-06-02,1
serv_073,97201,27607,2.5,18x12x8,12.50,USD,2026-06-11,1
serv_074,60601,27607,2.5,12x8x6,12.50,USD,2026-06-18,1
serv_075,97201,27607,5.0,12x8x6,45.99,USD,2026-10-09,1
serv_076,60601,27607,2.5,18x12x8,45.99,USD,2026-11-04,5
serv_077,60601,27607,5.0,12x8x6,45.99,USD,2026-07-11,5
serv_078,97201,27607,5.0,18x12x8,12.50,USD,2026-06-02,5
serv_079,60601,27607,2.5,18x12x8,12.50,USD,2026-07-28,1
serv_080,60601,27607,5.0,12x8x6,12.50,USD,2026-11-23,5
serv_081,97201,27607,5.0,18x12x8,12.50,USD,2026-08-03,5
serv_082,97201,27607,5.0,18x12x8,12.50,USD,2026-09-04,5
serv_083,97201,27607,2.5,18x12x8,45.99,USD,2026-07-21,5
serv_084,60601,27607,5.0,12x8x6,12.50,USD,2026-11-21,1
serv_085,97201,27607,5.0,18x12x8,12.50,USD,2026-06-23,5
serv_086,97201,27607,2.5,12x8x6,45.99,USD,2026-08-05,1
serv_087,60601,27607,5.0,18x12x8,45.99,USD,2026-09-09,5
serv_088,60601,27607,2.5,12x8x6,12.50,USD,2026-09-23,5
serv_089,97201,27607,5.0,12x8x6,12.50,USD,2026-10-18,5
serv_090,60601,27607,5.0,18x12x8,12.50,USD,2026-06-28,5
serv_091,60601,27607,5.0,18x12x8,12.50,USD,2026-08-02,5
serv_092,60601,27607,2.5,18x12x8,12.50,USD,2026-07-16,5
serv_093,60601,27607,5.0,18x12x8,12.50,USD,2026-10-28,5
serv_094,60601,27607,2.5,12x8x6,12.50,USD,2026-06-27,5
serv_095,97201,27607,2.5,12x8x6,45.99,USD,2026-09-28,1
serv_096,60601,27607,2.5,18x12x8,45.99,USD,2026-06-14,5
serv_097,97201,27607,5.0,12x8x6,12.50,USD,2026-11-20,5
serv_098,97201,27607,2.5,12x8x6,12.50,USD,2026-08-06,1
serv_099,97201,27607,5.0,12x8x6,45.99,USD,2026-07-16,1
