group_id,user_id
00g000000001,00u000000001
00g000000003,00u000000001
00g000000001,00u000000002
00g000000004,00u000000002
00g000000001,00u000000003
00g000000005,00u000000003
00g000000001,00u000000004
00g000000006,00u000000004
00g000000001,00u000000005
00g000000007,00u000000005
00g000000001,00u000000006
00g000000008,00u000000006
00g000000001,00u000000007
00g000000009,00u000000007
00g000000001,00u000000008
00g000000010,00u000000008
00g000000001,00u000000009
00g000000002,00u000000009
00g000000001,00u000000010
00g000000003,00u000000010
00g000000001,00u000000011
00g000000004,00u000000011
00g000000001,00u000000012
00g000000005,00u000000012
00g000000001,00u000000013
00g000000006,00u000000013
00g000000001,00u000000014
00g000000007,00u000000014
00g000000001,00u000000015
00g000000008,00u000000015
00g000000001,00u000000016
00g000000009,00u000000016
00g000000001,00u000000017
00g000000010,00u000000017
00g000000001,00u000000018
00g000000002,00u000000018
00g000000001,00u000000019
00g000000003,00u000000019
00g000000001,00u000000020
00g000000004,00u000000020
00g000000001,00u000000021
00g000000005,00u000000021
00g000000001,00u000000022
00g000000006,00u000000022
00g000000001,00u000000023
00g000000007,00u000000023
00g000000001,00u000000024
00g000000008,00u000000024
00g000000001,00u000000025
00g000000009,00u000000025
00g000000001,00u000000026
00g000000010,00u000000026
00g000000001,00u000000027
00g000000002,00u000000027
00g000000001,00u000000028
00g000000003,00u000000028
00g000000001,00u000000029
00g000000004,00u000000029
00g000000001,00u000000030
00g000000005,00u000000030
