id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP-AWD-0001,ORD-AWD-0001,COMPLETED,80.00,USD,true,2026-10-04T14:22:00Z
CAP-AWD-0002,ORD-AWD-0002,COMPLETED,135.00,USD,true,2026-09-30T18:11:00Z
CAP-AWD-0003,ORD-AWD-0003,COMPLETED,22.00,USD,true,2026-09-28T16:04:00Z
CAP-AWD-0004,ORD-AWD-0004,COMPLETED,22.00,USD,true,2026-09-15T13:47:00Z
CAP-AWD-0005,ORD-AWD-0005,COMPLETED,22.00,USD,true,2026-09-07T15:20:00Z
CAP-AWD-0006,ORD-AWD-0006,COMPLETED,80.00,USD,true,2026-08-30T14:03:00Z
CAP-AWD-0007,ORD-AWD-0007,COMPLETED,60.00,USD,true,2026-08-23T17:38:00Z
CAP-AWD-0008,ORD-AWD-0008,COMPLETED,22.00,USD,true,2026-08-15T15:55:00Z
CAP-AWD-0009,ORD-AWD-0009,COMPLETED,80.00,USD,true,2026-07-26T14:12:00Z
CAP-AWD-0010,ORD-AWD-0010,COMPLETED,60.00,USD,true,2026-07-22T13:48:00Z
CAP-AWD-0001-e001,ORD-AWD-0001-e001,COMPLETED,80.00,USD,true,2026-10-04T14:22:00Z
CAP-AWD-0002-e001,ORD-AWD-0002-e001,COMPLETED,135.00,USD,true,2026-09-30T18:11:00Z
CAP-AWD-0003-e001,ORD-AWD-0003-e001,COMPLETED,22.00,USD,true,2026-09-28T16:04:00Z
CAP-AWD-0004-e001,ORD-AWD-0004-e001,COMPLETED,22.00,USD,true,2026-09-15T13:47:00Z
CAP-AWD-0005-e001,ORD-AWD-0005-e001,COMPLETED,22.00,USD,true,2026-09-07T15:20:00Z
CAP-AWD-0006-e001,ORD-AWD-0006-e001,COMPLETED,80.00,USD,true,2026-08-30T14:03:00Z
CAP-AWD-0007-e001,ORD-AWD-0007-e001,COMPLETED,60.00,USD,true,2026-08-23T17:38:00Z
CAP-AWD-0008-e001,ORD-AWD-0008-e001,COMPLETED,22.00,USD,true,2026-08-15T15:55:00Z
CAP-AWD-0009-e001,ORD-AWD-0009-e001,COMPLETED,80.00,USD,true,2026-07-26T14:12:00Z
CAP-AWD-0010-e001,ORD-AWD-0010-e001,COMPLETED,60.00,USD,true,2026-07-22T13:48:00Z
