tableId,id,name,type
airtbl-001,fld-supp-001,supplier_name,singleLineText
airtbl-001,fld-supp-002,category,singleSelect
airtbl-001,fld-supp-003,reliability,rating
airtbl-001,fld-supp-004,last_delivery,date
airtbl-001,fld-supp-005,notes,multilineText
airtbl-002,fld-price-001,supplier,singleLineText
airtbl-002,fld-price-002,item,singleLineText
airtbl-002,fld-price-003,price_ngn,currency
airtbl-002,fld-price-004,quoted_on,date
airtbl-003,fld-univ-001,school,singleLineText
airtbl-003,fld-univ-002,country,singleSelect
airtbl-003,fld-univ-003,band,singleSelect
airtbl-003,fld-univ-004,eng_strength,rating
airtbl-003,fld-univ-005,cost_index,number
airtbl-003,fld-univ-006,red_flag,checkbox
airtbl-004,fld-aid-001,school,singleLineText
airtbl-004,fld-aid-002,pathway,singleSelect
airtbl-004,fld-aid-003,award_range_local,singleLineText
airtbl-004,fld-aid-004,deadline,date
airtbl-005,fld-dist-001,distributor,singleLineText
airtbl-005,fld-dist-002,region,singleSelect
airtbl-005,fld-dist-003,q1_forecast_cases,number
