catalog_object_id,location_id,quantity,state
cat_znzeszxv,loc_f7y4,17,IN_STOCK
cat_hj86jxes,loc_z7el,86,IN_STOCK
cat_nw4gquse,loc_m8q4,53,SOLD
cat_76bebj95,loc_rmjk,50,WASTE
cat_alq8mrh7,loc_zn2g,37,SOLD
cat_v6tgyxfr,loc_ko91,9,SOLD
cat_fuye261a,loc_m6ko,45,WASTE
cat_6p9xmhxi,loc_6l1i,28,IN_STOCK
cat_t5uol4wd,loc_naw2,24,IN_STOCK
cat_hqgriksl,loc_opi0,36,IN_STOCK
cat_btw7ypgn,loc_ipw4,100,SOLD
cat_usqt3k9w,loc_x5d0,6,WASTE
cat_zw6af2wd,loc_15jv,93,WASTE
cat_43gug6fl,loc_ebrm,61,WASTE
cat_7s3hd4ko,loc_h1j0,20,SOLD
cat_fva2e2x9,loc_v3j3,83,SOLD
cat_joicu7cj,loc_zjb4,4,IN_STOCK
cat_1lsbqnca,loc_iew1,71,IN_STOCK
cat_0hzst7bw,loc_s9g5,96,IN_STOCK
cat_t3u5mb66,loc_qt2s,7,IN_STOCK
cat_p7vezdkc,loc_eg2z,47,SOLD
cat_fxoaskzh,loc_u9i2,64,SOLD
cat_yisneogn,loc_876w,64,SOLD
cat_kid67bz6,loc_wxhl,93,WASTE
cat_84m1so43,loc_mpn7,6,IN_STOCK
cat_0ftzbild,loc_ordj,90,SOLD
cat_n6tr0l51,loc_tyxb,42,SOLD
cat_jtwvuhot,loc_dzo0,65,WASTE
cat_f79vvhw1,loc_t7cy,53,WASTE
cat_7lh5wyz9,loc_gaot,42,WASTE
cat_qui3m0fu,loc_5p1a,99,SOLD
cat_w5mpdyiv,loc_fo14,94,SOLD
cat_v1b7atu5,loc_91x0,52,WASTE
cat_i2eev3a1,loc_ijew,28,WASTE
cat_rxq4133c,loc_ohp5,13,IN_STOCK
cat_ef1evxma,loc_oxri,60,SOLD
cat_44kf25qj,loc_iwot,86,SOLD
cat_5vzyy3dg,loc_tsfo,17,IN_STOCK
cat_9dbi2x9h,loc_cmlk,48,WASTE
cat_mse52yti,loc_weg6,1,WASTE
cat_fe37pjvm,loc_qofx,42,SOLD
cat_i579j5ry,loc_i3j5,17,SOLD
cat_mk9mw2li,loc_njsp,35,IN_STOCK
cat_2lowsme4,loc_fjmd,96,SOLD
cat_uas4qevd,loc_5h1l,39,WASTE
cat_02gd8ew3,loc_zvtt,97,IN_STOCK
cat_l5enk06w,loc_ek6k,93,IN_STOCK
cat_tbj2oy7w,loc_v7f4,10,WASTE
cat_sh3xdyjz,loc_ka7d,7,IN_STOCK
cat_8jiqotp9,loc_elt2,43,WASTE
cat_2m8cazp6,loc_s9e6,87,WASTE
cat_8nr7isrd,loc_utwv,80,SOLD
cat_ikf2uknt,loc_yiaa,21,WASTE
cat_c04qgoci,loc_i4l3,82,WASTE
cat_rjdxympk,loc_fk6w,77,WASTE
cat_4q95eif2,loc_2xzd,21,WASTE
cat_v3ebap69,loc_u2lh,75,IN_STOCK
cat_q6bli7x1,loc_rob4,93,WASTE
cat_3twdfrlg,loc_66cc,74,IN_STOCK
cat_mqm8wf1l,loc_jbea,14,SOLD
cat_7793kbvm,loc_op78,14,IN_STOCK
cat_55wjc5ln,loc_gu6o,54,WASTE
cat_gfygrcfb,loc_xs0d,83,IN_STOCK
cat_b6grrdv1,loc_c1dq,82,SOLD
cat_ze6qh3iw,loc_9czj,24,IN_STOCK
cat_oohzkydy,loc_mjhc,87,WASTE
cat_na8xmyda,loc_xj5y,52,IN_STOCK
cat_hj84vxfr,loc_fh7t,41,WASTE
cat_avypbypq,loc_cnst,36,IN_STOCK
cat_c7y316qs,loc_3pgv,48,WASTE
cat_3wia6hxr,loc_ptkr,95,WASTE
cat_8cdfiika,loc_sjwn,12,WASTE
cat_4gi8pgxq,loc_nba4,30,SOLD
cat_zh9pzpnu,loc_oluq,22,IN_STOCK
cat_lznef1hq,loc_l2di,85,IN_STOCK
cat_9bgb7b2r,loc_1swc,67,WASTE
cat_wboxffh9,loc_202t,26,IN_STOCK
cat_bwdepksc,loc_4ksk,35,WASTE
cat_lvrkzufp,loc_sj7o,80,IN_STOCK
cat_ri3hjdp2,loc_vljm,12,SOLD
cat_eil920z7,loc_fl09,100,IN_STOCK
cat_ibmbhsi9,loc_hk7g,40,IN_STOCK
cat_4ex92oi6,loc_cq75,48,IN_STOCK
cat_uwdnz80e,loc_bfp3,27,WASTE
cat_8vv20pjx,loc_efzo,22,IN_STOCK
cat_0snj89de,loc_d229,71,WASTE
cat_uhz9k882,loc_cmr2,28,WASTE
cat_l2rzzd2o,loc_qjx6,91,SOLD
cat_91vpbqga,loc_p34h,7,WASTE
cat_jpw3jzn1,loc_hbla,72,WASTE
cat_ja89vjt5,loc_fz67,61,SOLD
cat_auez0814,loc_idxc,42,SOLD
cat_kz3bau8o,loc_r9di,52,SOLD
cat_imc1q3o4,loc_8nee,50,SOLD
cat_p9c2pjic,loc_zg8d,5,WASTE
cat_7qaszd33,loc_gmf5,21,WASTE
cat_9fz4ea1p,loc_d6f6,53,SOLD
cat_6sw9op09,loc_thgx,33,IN_STOCK
cat_gasf9ki8,loc_dbte,92,WASTE
cat_sw2lcw77,loc_oqvp,88,WASTE
cat_kuyzzw3x,loc_yhh9,8,IN_STOCK
cat_242ktc18,loc_5qs2,39,SOLD
cat_lf5cq2ds,loc_f7sf,19,WASTE
cat_ugbblaz5,loc_r84t,21,SOLD
cat_lunnzhx0,loc_4nll,22,SOLD
