id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
PY_001,TX_001,18000,0,VISA,4242,COMPLETED,SQR-001,2026-09-25T10:30:00-05:00,
PY_002,TX_002,42000,0,MASTERCARD,1881,COMPLETED,SQR-002,2026-08-28T14:15:00-05:00,
PY_003,TX_003,29000,0,VISA,5301,COMPLETED,SQR-003,2026-08-04T11:00:00-05:00,
PY_004,TX_004,24000,0,DISCOVER,8814,COMPLETED,SQR-004,2026-07-15T15:40:00-05:00,
PY_005,TX_005,65000,0,VISA,9043,COMPLETED,SQR-005,2026-08-18T13:25:00-05:00,
sq_pay_u15wpmj9,sq_ord_cnamlq,sq_cus_7slqfz,33933,USD,PENDING,CASH,loc_ec0n,R2236,2025-10-18T06:18:00
sq_pay_jojsddwk,sq_ord_z1zb0z,sq_cus_gy5pnz,11272,USD,COMPLETED,CASH,loc_dex8,R5294,2026-01-20T14:43:00
sq_pay_n3her13k,sq_ord_2mrljl,sq_cus_hhtvcb,28510,USD,COMPLETED,CARD,loc_eyfu,R5067,2026-05-02T02:00:00
sq_pay_jhttxdga,sq_ord_e7nz2u,sq_cus_0sxy58,11575,USD,PENDING,CASH,loc_3lhn,R2315,2025-12-04T08:01:00
sq_pay_iiix01hq,sq_ord_i13g9k,sq_cus_a6w409,11926,USD,PENDING,BANK_TRANSFER,loc_o7wk,R8555,2025-07-10T14:38:00
sq_pay_cth1ufqa,sq_ord_onu5rn,sq_cus_mf8tkr,22770,USD,PENDING,BANK_TRANSFER,loc_kaie,R2572,2026-05-26T00:15:00
sq_pay_235epffi,sq_ord_84kxyo,sq_cus_bstuqd,39662,USD,PENDING,CASH,loc_3ndk,R5062,2025-11-09T18:46:00
sq_pay_xhdbpaof,sq_ord_k92eo8,sq_cus_cv4wcr,26266,USD,COMPLETED,BANK_TRANSFER,loc_xd0y,R4894,2025-09-19T08:11:00
sq_pay_qzqgpwbu,sq_ord_r66ii5,sq_cus_epzibm,32793,USD,PENDING,BANK_TRANSFER,loc_ako2,R9878,2026-06-03T13:41:00
sq_pay_zm5201go,sq_ord_1btzzn,sq_cus_evs1vn,44821,USD,COMPLETED,BANK_TRANSFER,loc_cccj,R5633,2025-07-23T02:28:00
sq_pay_rlxy8ngj,sq_ord_8dfo0w,sq_cus_dlvykc,14348,USD,PENDING,CARD,loc_mzub,R1235,2026-05-08T04:07:00
sq_pay_y3cblwnn,sq_ord_aah02n,sq_cus_rncy7e,3659,USD,COMPLETED,BANK_TRANSFER,loc_vwxs,R1633,2026-08-30T21:53:00
sq_pay_u3jymdxp,sq_ord_h8nl55,sq_cus_s9u1fp,40704,USD,COMPLETED,CASH,loc_8oon,R3633,2025-03-20T16:49:00
sq_pay_yz70geh8,sq_ord_5e7q5m,sq_cus_hqrqwo,44306,USD,PENDING,CARD,loc_bapw,R5386,2025-11-15T11:49:00
sq_pay_1b4fae1f,sq_ord_dag73a,sq_cus_74ht3t,29096,USD,COMPLETED,CASH,loc_9xq4,R2870,2026-09-15T16:46:00
sq_pay_k04csuqr,sq_ord_hk9vlo,sq_cus_kex3mo,14475,USD,COMPLETED,CASH,loc_ivk3,R3993,2026-02-28T00:29:00
sq_pay_2iier0rg,sq_ord_p992ok,sq_cus_ci53l1,40595,USD,PENDING,BANK_TRANSFER,loc_dykj,R5539,2025-05-24T15:24:00
sq_pay_y5ynwh2t,sq_ord_gzpetu,sq_cus_gvoekt,37144,USD,PENDING,CARD,loc_cx3w,R9978,2026-07-12T10:19:00
sq_pay_u1u8s08c,sq_ord_z409u4,sq_cus_drx9si,24331,USD,PENDING,CARD,loc_cs6g,R7298,2025-08-20T15:34:00
sq_pay_ijm1ljx6,sq_ord_p0s58j,sq_cus_bfi1rr,43623,USD,PENDING,CARD,loc_9vwy,R8743,2025-10-10T04:23:00
sq_pay_evpqxsjf,sq_ord_s86sso,sq_cus_304gbk,45712,USD,COMPLETED,CARD,loc_wbeg,R7581,2025-12-10T02:22:00
sq_pay_i81ilgx0,sq_ord_76p71f,sq_cus_s8snv1,40548,USD,COMPLETED,CARD,loc_gfub,R9569,2026-05-04T05:56:00
sq_pay_bwpsa5f6,sq_ord_8gb45w,sq_cus_7sp8sg,29967,USD,COMPLETED,BANK_TRANSFER,loc_tob1,R9825,2025-10-06T03:11:00
sq_pay_yjobqhvi,sq_ord_a3uhqt,sq_cus_4p3n9o,7563,USD,PENDING,CASH,loc_576d,R1351,2025-12-05T00:32:00
sq_pay_hywq5cgw,sq_ord_xbiy0d,sq_cus_pjnzsh,34299,USD,PENDING,BANK_TRANSFER,loc_pses,R4587,2025-02-03T10:22:00
sq_pay_b67md6j0,sq_ord_2hgg2i,sq_cus_h6x6x8,25107,USD,PENDING,CASH,loc_c86v,R4258,2025-02-24T01:10:00
sq_pay_96vfsm9z,sq_ord_i03pza,sq_cus_4tt58o,33217,USD,PENDING,CARD,loc_1agi,R4207,2026-01-23T01:59:00
sq_pay_ivu8jse0,sq_ord_v2il0b,sq_cus_rojqkw,40027,USD,COMPLETED,CASH,loc_brpr,R5546,2025-06-14T19:23:00
sq_pay_uzc9qvm3,sq_ord_9zrkv8,sq_cus_3024t7,16816,USD,PENDING,BANK_TRANSFER,loc_ofrq,R1512,2026-01-05T15:14:00
sq_pay_rr8ahn1p,sq_ord_ek723h,sq_cus_7jabvk,18922,USD,PENDING,CARD,loc_q2oj,R5254,2025-10-17T06:40:00
sq_pay_3qj5ht75,sq_ord_iufw4m,sq_cus_l3gkr9,37919,USD,PENDING,CASH,loc_wnw4,R6565,2025-08-14T10:07:00
sq_pay_4yjp4u1u,sq_ord_sy0mn9,sq_cus_3w7j3t,12621,USD,PENDING,CASH,loc_vkjm,R8693,2026-01-12T15:57:00
sq_pay_k79m4reh,sq_ord_naqn0h,sq_cus_nxnx9w,22610,USD,PENDING,CARD,loc_6pim,R6969,2025-07-08T04:09:00
sq_pay_klhujxui,sq_ord_ovh2xu,sq_cus_zpucw9,49736,USD,PENDING,CARD,loc_56sz,R7474,2025-06-18T07:19:00
sq_pay_9n309pqf,sq_ord_z5ry4e,sq_cus_6h41vk,45633,USD,PENDING,BANK_TRANSFER,loc_u1e9,R7278,2026-05-01T11:40:00
sq_pay_vpezm1pt,sq_ord_p5gj8a,sq_cus_j5l6ft,4289,USD,COMPLETED,BANK_TRANSFER,loc_x8oi,R4292,2025-06-26T12:30:00
sq_pay_7jvn1tfb,sq_ord_5cplmw,sq_cus_n2rbzl,3021,USD,PENDING,CASH,loc_a6oo,R3820,2025-05-27T23:17:00
sq_pay_tgc9ox4k,sq_ord_2m3fkx,sq_cus_kvh5eo,13957,USD,PENDING,BANK_TRANSFER,loc_lbq6,R6647,2025-03-06T23:52:00
sq_pay_6dj6ff1j,sq_ord_eoved9,sq_cus_8z2c8h,9600,USD,PENDING,CARD,loc_v7kq,R2339,2025-02-23T06:00:00
sq_pay_8sud7l0a,sq_ord_sev86d,sq_cus_uq13gf,33525,USD,COMPLETED,CASH,loc_6wp9,R8134,2026-09-15T16:11:00
sq_pay_sd10pq69,sq_ord_pzxj5m,sq_cus_a05qqv,18287,USD,PENDING,CASH,loc_n32r,R2731,2025-03-22T16:40:00
sq_pay_hpjcsx3w,sq_ord_pbmcmf,sq_cus_xu2u1e,15770,USD,COMPLETED,BANK_TRANSFER,loc_vplg,R9527,2025-10-05T12:23:00
sq_pay_0slmeaz2,sq_ord_fzv3az,sq_cus_bjj9st,49370,USD,COMPLETED,CASH,loc_n51x,R4548,2025-08-03T11:17:00
sq_pay_gfweb55z,sq_ord_s6wdfi,sq_cus_497ge2,2931,USD,COMPLETED,CASH,loc_tk7d,R5666,2026-09-22T00:32:00
sq_pay_kykk4i31,sq_ord_v08yqa,sq_cus_0bxse1,11984,USD,PENDING,BANK_TRANSFER,loc_o0f6,R2105,2026-07-26T14:51:00
sq_pay_7rh93ha8,sq_ord_9xikxq,sq_cus_z5bc8i,1463,USD,PENDING,CASH,loc_gqxa,R4200,2026-02-04T11:02:00
sq_pay_yk62b5tv,sq_ord_4b9ltu,sq_cus_kvq52f,3348,USD,PENDING,CARD,loc_nyxm,R9556,2026-01-30T23:59:00
sq_pay_lb23ed55,sq_ord_l7u3d8,sq_cus_ff90bs,44073,USD,COMPLETED,CARD,loc_fc1r,R6464,2025-10-16T10:31:00
sq_pay_9unhw9rb,sq_ord_ji5i19,sq_cus_a6vnmu,7661,USD,COMPLETED,BANK_TRANSFER,loc_wokn,R7323,2025-04-04T09:59:00
sq_pay_xoyqbgmx,sq_ord_l5hgrf,sq_cus_pbtvbx,15990,USD,PENDING,CARD,loc_3c1t,R4579,2025-02-22T13:15:00
sq_pay_xgek9y33,sq_ord_hc0a2v,sq_cus_rvnwwb,40397,USD,COMPLETED,CASH,loc_quzn,R3526,2025-07-12T15:05:00
sq_pay_w2s7wat6,sq_ord_k7e8kk,sq_cus_mu5rsw,22914,USD,PENDING,CARD,loc_2fy2,R5623,2026-05-04T22:59:00
sq_pay_ogmfsekm,sq_ord_exsi1z,sq_cus_wyrkm5,2565,USD,PENDING,CASH,loc_5vvk,R7090,2026-07-12T09:56:00
sq_pay_vn8mpqcn,sq_ord_pg3o1t,sq_cus_ana6wh,26660,USD,PENDING,BANK_TRANSFER,loc_g59w,R2056,2026-07-30T12:51:00
sq_pay_kn4a04bq,sq_ord_k0hv5y,sq_cus_sufs4s,29797,USD,COMPLETED,CASH,loc_7ru7,R4528,2026-07-14T23:45:00
sq_pay_pq0o75pb,sq_ord_jfqv96,sq_cus_vj8fmq,7408,USD,PENDING,BANK_TRANSFER,loc_2c6k,R5799,2025-07-22T21:16:00
sq_pay_gg79tk5s,sq_ord_3lblyz,sq_cus_syapm2,31233,USD,PENDING,BANK_TRANSFER,loc_vb40,R7425,2026-06-13T05:04:00
sq_pay_xbxs32qs,sq_ord_7uv0bh,sq_cus_xm10k4,36551,USD,COMPLETED,BANK_TRANSFER,loc_hr63,R7792,2025-07-15T15:05:00
sq_pay_ztaimdut,sq_ord_1lmgwe,sq_cus_0no6qw,20797,USD,PENDING,BANK_TRANSFER,loc_f9qj,R8773,2025-02-23T10:08:00
sq_pay_k6y1v756,sq_ord_n3xpdi,sq_cus_vu10bf,23941,USD,COMPLETED,CASH,loc_uo2a,R9110,2025-08-02T19:50:00
