id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP_73628596226906,ORDER-CH-1000-VOPP-2695,COMPLETED,18.6,USD,true,2026-06-05T08:37:00Z
CAP_13876131500794,ORDER-CH-1001-VOPP-6076,COMPLETED,284.04,USD,true,2026-05-22T10:14:00Z
CAP_25851474163432,ORDER-CH-1002-VOPP-8677,COMPLETED,18.79,USD,true,2026-09-10T14:46:00Z
CAP_58543910474991,ORDER-CH-1003-VOPP-8733,COMPLETED,128.08,USD,true,2026-05-20T16:10:00Z
CAP_42784646561019,ORDER-CH-1004-VOPP-5406,COMPLETED,174.88,USD,true,2026-09-26T18:22:00Z
CAP_44800230776345,ORDER-CH-1005-VOPP-7007,COMPLETED,238.78,USD,true,2026-05-09T10:50:00Z
CAP_99594657396016,ORDER-CH-1006-VOPP-6171,COMPLETED,218.35,USD,true,2026-05-02T09:04:00Z
CAP_50097252638042,ORDER-CH-1007-VOPP-4387,COMPLETED,125.1,USD,true,2026-07-03T17:48:00Z
CAP_38119229587299,ORDER-CH-1008-VOPP-9154,COMPLETED,287.56,USD,true,2026-06-01T12:35:00Z
CAP_23160755656863,ORDER-CH-1009-VOPP-1075,COMPLETED,169.48,USD,true,2026-08-26T12:10:00Z
CAP_66407838795802,ORDER-CH-1010-VOPP-3559,COMPLETED,17.04,USD,true,2026-07-18T09:13:00Z
CAP_20368439727453,ORDER-CH-1011-VOPP-6081,COMPLETED,263.01,USD,true,2026-07-01T10:07:00Z
CAP_34026009199334,ORDER-CH-1012-VOPP-3902,COMPLETED,264.61,USD,true,2026-08-12T12:28:00Z
CAP_52216900975693,ORDER-CH-1013-VOPP-6596,COMPLETED,61.15,USD,true,2026-09-04T11:04:00Z
CAP_33131929703343,ORDER-CH-1014-VOPP-4829,COMPLETED,71.97,USD,true,2026-05-09T09:31:00Z
CAP_73622805273239,ORDER-CH-1015-VOPP-2621,COMPLETED,216.58,USD,true,2026-05-24T16:54:00Z
CAP_91995096705667,ORDER-CH-1016-VOPP-7313,COMPLETED,139.42,USD,true,2026-07-08T10:00:00Z
CAP_73140174141886,ORDER-CH-1017-VOPP-7072,COMPLETED,57.77,USD,true,2026-09-16T15:18:00Z
CAP_79756387405131,ORDER-CH-1018-VOPP-9486,COMPLETED,40.68,USD,true,2026-08-06T18:10:00Z
CAP_59251502934589,ORDER-CH-1019-VOPP-2832,COMPLETED,274.25,USD,true,2026-07-06T12:30:00Z
CAP_45153575083628,ORDER-CH-1020-VOPP-4271,COMPLETED,141.01,USD,true,2026-06-14T12:17:00Z
CAP_47025468776446,ORDER-CH-1021-VOPP-9457,COMPLETED,200.38,USD,true,2026-07-14T10:03:00Z
CAP_56682290883011,ORDER-CH-1022-VOPP-3389,COMPLETED,140.01,USD,true,2026-09-17T14:56:00Z
CAP_82661116588367,ORDER-CH-1023-VOPP-5934,COMPLETED,201.82,USD,true,2026-04-04T13:49:00Z
CAP_19985917311754,ORDER-CH-1024-VOPP-4539,COMPLETED,74.24,USD,true,2026-07-26T18:44:00Z
CAP_99573407927858,ORDER-CH-1025-VOPP-6099,COMPLETED,112.71,USD,true,2026-08-05T09:04:00Z
CAP_89588150305817,ORDER-CH-1026-VOPP-8216,COMPLETED,270.68,USD,true,2026-05-22T11:41:00Z
CAP_45068667574187,ORDER-CH-1027-VOPP-1775,COMPLETED,257.56,USD,true,2026-04-02T13:09:00Z
CAP_54083878955904,ORDER-CH-1028-VOPP-8912,COMPLETED,185.14,USD,true,2026-04-10T13:17:00Z
CAP_40012417790808,ORDER-CH-1029-VOPP-9755,COMPLETED,60.0,USD,true,2026-06-15T12:37:00Z
