artist_id,name,genres,followers,popularity
amandaxo,AmandaXO,"afrobeats,afro-fusion,alte",18452,34
burna_boy,Burna Boy,"afrobeats,afro-fusion,nigerian pop",12483920,88
wizkid,Wizkid,"afrobeats,nigerian pop,afropop",11204588,86
rema,Rema,"afrobeats,afro-rave,nigerian pop",9871233,87
tems,Tems,"afrobeats,alte,r&b",6542109,82
asake,Asake,"afrobeats,amapiano,fuji",5120044,84
fela_kuti,Fela Kuti,"afrobeat,highlife,jazz",1382911,62
tony_allen,Tony Allen,"afrobeat,jazz,world",284517,48
kendrick_lamar,Kendrick Lamar,"hip hop,west coast rap,conscious hip hop",31204887,92
little_simz,Little Simz,"hip hop,uk hip hop,grime",1492033,73
kaytranada,Kaytranada,"electronic,house,r&b",2189455,79
robert_glasper,Robert Glasper,"jazz,jazz fusion,neo soul",612388,58
yemi_adeyemi,Yemi Adeyemi,"afrobeats,alte,afro-soul",24810,29
dj_sage,DJ Sage,"afro house,amapiano,house",41203,36
amina_diallo,Amina Diallo,"afrobeats,r&b,soul",18922,27
davido,Davido,"afrobeats,nigerian pop,afropop",10382944,85
ayra_starr,Ayra Starr,"afrobeats,alte,afropop",4891233,81
fireboy_dml,Fireboy DML,"afrobeats,afro-pop,r&b",3120455,76
omah_lay,Omah Lay,"afrobeats,alte,afro-fusion",3902188,78
black_sherif,Black Sherif,"afrobeats,drill,highlife",2011933,72
sarz,Sarz,"afrobeats,electronic,producer",512044,61
pheelz,Pheelz,"afrobeats,afropop,producer",1382900,69
odumodu_blvck,Odumodublvck,"afrobeats,drill,alte",890211,65
simi,Simi,"afrobeats,r&b,pop",2044188,70
adekunle_gold,Adekunle Gold,"afrobeats,highlife,afropop",3204877,75
cruel_santino,Cruel Santino,"alte,afro-fusion,alternative",402188,55
