album_id,name,artist_id,album_type,release_date,total_tracks,label
first_generation,First Generation,amandaxo,album,2023-03-15,4,XO Sound
lagos_to_greensboro,Lagos to Greensboro,amandaxo,album,2025-10-25,4,XO Sound
african_giant,African Giant,burna_boy,album,2019-01-26,4,Atlantic / Bad Habit
made_in_lagos,Made in Lagos,wizkid,album,2020-10-30,4,Starboy / RCA
rave_and_roses,Rave & Roses,rema,album,2022-03-25,4,Mavin / Jonzing World
born_in_the_wild,Born in the Wild,tems,album,2024-12-07,4,RCA / Since '93
mr_money_vibration,Mr. Money with the Vibe,asake,album,2022-03-08,4,YBNL / EMPIRE
zombie,Zombie,fela_kuti,album,1976-10-01,4,Coconut
the_source,The Source,tony_allen,album,2017-03-08,4,Blue Note
to_pimp_a_butterfly,To Pimp a Butterfly,kendrick_lamar,album,2015-03-15,4,Top Dawg / Aftermath / Interscope
sometimes_i_might_be_introvert,Sometimes I Might Be Introvert,little_simz,album,2021-03-03,4,Age 101
bubba,Bubba,kaytranada,album,2019-12-13,4,RCA
enugu_nights_deluxe,Enugu Nights (Deluxe),amandaxo,album,2027-02-19,10,XO Sound
lagos_sunset,Lagos Sunset,amandaxo,single,2026-11-13,1,XO Sound
first_gen_remixes,First Generation (Remixes),amandaxo,album,2024-01-19,6,XO Sound
love_damini,"Love, Damini",burna_boy,album,2022-07-08,4,Atlantic / Spaceship
more_love_less_ego,"More Love, Less Ego",wizkid,album,2022-11-11,4,Starboy / RCA
heis,HEIS,rema,album,2024-07-11,4,Mavin / Jonzing World
if_orange_was_a_place,If Orange Was a Place,tems,album,2021-09-15,4,RCA / Since '93
work_of_art,Work of Art,asake,album,2023-06-16,4,YBNL / EMPIRE
expensive_shit,Expensive Shit,fela_kuti,album,1975-01-01,4,Editions Makossa
black_radio,Black Radio,robert_glasper,album,2012-02-28,4,Blue Note
no_thank_you,No Thank You,little_simz,album,2022-12-12,4,Forever Living Originals
timeless,Timeless,kaytranada,album,2024-06-07,4,RCA
mr_morale,Mr. Morale & the Big Steppers,kendrick_lamar,album,2022-05-13,4,pgLang / Top Dawg / Aftermath
v,V,tony_allen,album,2018-11-30,4,World Circuit
