id,product,unit_amount,currency,recurring_interval,active,nickname
price_Starter_M,prod_Starter,1900,usd,month,true,Starter Monthly
price_Pro_M,prod_Pro,4900,usd,month,true,Pro Monthly
price_Pro_Y,prod_Pro,49000,usd,year,true,Pro Annual
price_Ent_M,prod_Enterprise,29900,usd,month,true,Enterprise Monthly
price_POS,prod_POS,9900,usd,,true,POS Bundle One-time
price_CustomCake_S,prod_CustomCake,6500,usd,,true,Custom Cake Small
price_CustomCake_L,prod_CustomCake,12000,usd,,true,Custom Cake Large
price_CupcakeDozen,prod_CupcakeDozen,3600,usd,,true,Cupcake Dozen
price_CookieBox,prod_CookieBox,2800,usd,,true,Cookie Gift Box
price_GiftCard_50,prod_GiftCard,5000,usd,,true,Gift Card 50
price_Team_M,prod_Team,9900,usd,month,true,Team Monthly
