id,name,address1,city,region,postal_code,country,latitude,longitude
ven-000,Community Hall 0,100 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-001,Parish Centre 1,101 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-002,Parish Centre 2,102 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-003,Park Pavilion 3,103 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-004,Parish Centre 4,104 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-005,Library Room 5,105 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-006,Library Room 6,106 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-007,Community Hall 7,107 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-008,Community Hall 8,108 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-009,Library Room 9,109 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-010,Library Room 10,110 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-011,Community Hall 11,111 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-012,Community Hall 12,112 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-013,Community Hall 13,113 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-014,Community Hall 14,114 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-015,Parish Centre 15,115 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-016,Library Room 16,116 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-017,Park Pavilion 17,117 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-018,Community Hall 18,118 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
ven-019,Community Hall 19,119 Community St,Toronto,ON,M4B 1B3,CA,43.7,-79.4
venue-ext-00020,Community Hall 20,120 Event St,Toronto,ON,M5V 1A1,CA,43.536632,-79.314964
venue-ext-00021,Convention Centre 21,121 Event St,Toronto,ON,M5V 1A1,CA,43.586299,-79.227094
venue-ext-00022,Sports Complex 22,122 Event St,Toronto,ON,M5V 1A1,CA,43.698998,-79.258719
venue-ext-00023,Library Auditorium 23,123 Event St,Toronto,ON,M5V 1A1,CA,43.599956,-79.269704
venue-ext-00024,Arts Theatre 24,124 Event St,Toronto,ON,M5V 1A1,CA,43.675389,-79.377583
venue-ext-00025,Recreation Centre 25,125 Event St,Toronto,ON,M5V 1A1,CA,43.526324,-79.346857
venue-ext-00026,Conference Room 26,126 Event St,Toronto,ON,M5V 1A1,CA,43.628347,-79.245665
venue-ext-00027,Outdoor Pavilion 27,127 Event St,Toronto,ON,M5V 1A1,CA,43.562113,-79.334811
venue-ext-00028,Banquet Hall 28,128 Event St,Toronto,ON,M5V 1A1,CA,43.608978,-79.251122
venue-ext-00029,Exhibition Space 29,129 Event St,Toronto,ON,M5V 1A1,CA,43.658394,-79.353252
venue-ext-00030,Community Hall 30,130 Event St,Toronto,ON,M5V 1A1,CA,43.599055,-79.227387
venue-ext-00031,Convention Centre 31,131 Event St,Toronto,ON,M5V 1A1,CA,43.523357,-79.362221
venue-ext-00032,Sports Complex 32,132 Event St,Toronto,ON,M5V 1A1,CA,43.515296,-79.363718
venue-ext-00033,Library Auditorium 33,133 Event St,Toronto,ON,M5V 1A1,CA,43.574124,-79.28577
venue-ext-00034,Arts Theatre 34,134 Event St,Toronto,ON,M5V 1A1,CA,43.505359,-79.393055
venue-ext-00035,Recreation Centre 35,135 Event St,Toronto,ON,M5V 1A1,CA,43.512329,-79.350356
venue-ext-00036,Conference Room 36,136 Event St,Toronto,ON,M5V 1A1,CA,43.632594,-79.39874
venue-ext-00037,Outdoor Pavilion 37,137 Event St,Toronto,ON,M5V 1A1,CA,43.616004,-79.379132
venue-ext-00038,Banquet Hall 38,138 Event St,Toronto,ON,M5V 1A1,CA,43.503966,-79.371053
venue-ext-00039,Exhibition Space 39,139 Event St,Toronto,ON,M5V 1A1,CA,43.562995,-79.337669
venue-ext-00040,Community Hall 40,140 Event St,Toronto,ON,M5V 1A1,CA,43.556244,-79.372758
venue-ext-00041,Convention Centre 41,141 Event St,Toronto,ON,M5V 1A1,CA,43.620072,-79.243591
venue-ext-00042,Sports Complex 42,142 Event St,Toronto,ON,M5V 1A1,CA,43.528368,-79.398987
venue-ext-00043,Library Auditorium 43,143 Event St,Toronto,ON,M5V 1A1,CA,43.54534,-79.276814
venue-ext-00044,Arts Theatre 44,144 Event St,Toronto,ON,M5V 1A1,CA,43.64914,-79.37853
venue-ext-00045,Recreation Centre 45,145 Event St,Toronto,ON,M5V 1A1,CA,43.608453,-79.307143
venue-ext-00046,Conference Room 46,146 Event St,Toronto,ON,M5V 1A1,CA,43.571633,-79.222261
venue-ext-00047,Outdoor Pavilion 47,147 Event St,Toronto,ON,M5V 1A1,CA,43.522843,-79.384672
venue-ext-00048,Banquet Hall 48,148 Event St,Toronto,ON,M5V 1A1,CA,43.528302,-79.252318
venue-ext-00049,Exhibition Space 49,149 Event St,Toronto,ON,M5V 1A1,CA,43.53356,-79.231035
venue-ext-00050,Community Hall 50,150 Event St,Toronto,ON,M5V 1A1,CA,43.652742,-79.372024
venue-ext-00051,Convention Centre 51,151 Event St,Toronto,ON,M5V 1A1,CA,43.531353,-79.375807
venue-ext-00052,Sports Complex 52,152 Event St,Toronto,ON,M5V 1A1,CA,43.685614,-79.370199
venue-ext-00053,Library Auditorium 53,153 Event St,Toronto,ON,M5V 1A1,CA,43.634443,-79.26113
venue-ext-00054,Arts Theatre 54,154 Event St,Toronto,ON,M5V 1A1,CA,43.532411,-79.228588
venue-ext-00055,Recreation Centre 55,155 Event St,Toronto,ON,M5V 1A1,CA,43.665775,-79.358909
venue-ext-00056,Conference Room 56,156 Event St,Toronto,ON,M5V 1A1,CA,43.602615,-79.319855
venue-ext-00057,Outdoor Pavilion 57,157 Event St,Toronto,ON,M5V 1A1,CA,43.607278,-79.205745
venue-ext-00058,Banquet Hall 58,158 Event St,Toronto,ON,M5V 1A1,CA,43.518781,-79.229433
venue-ext-00059,Exhibition Space 59,159 Event St,Toronto,ON,M5V 1A1,CA,43.639621,-79.227707
venue-ext-00060,Community Hall 60,160 Event St,Toronto,ON,M5V 1A1,CA,43.665692,-79.399248
venue-ext-00061,Convention Centre 61,161 Event St,Toronto,ON,M5V 1A1,CA,43.699583,-79.372205
venue-ext-00062,Sports Complex 62,162 Event St,Toronto,ON,M5V 1A1,CA,43.603219,-79.314434
venue-ext-00063,Library Auditorium 63,163 Event St,Toronto,ON,M5V 1A1,CA,43.517836,-79.200877
venue-ext-00064,Arts Theatre 64,164 Event St,Toronto,ON,M5V 1A1,CA,43.630896,-79.370761
venue-ext-00065,Recreation Centre 65,165 Event St,Toronto,ON,M5V 1A1,CA,43.644243,-79.395555
venue-ext-00066,Conference Room 66,166 Event St,Toronto,ON,M5V 1A1,CA,43.638215,-79.209545
venue-ext-00067,Outdoor Pavilion 67,167 Event St,Toronto,ON,M5V 1A1,CA,43.6564,-79.280035
venue-ext-00068,Banquet Hall 68,168 Event St,Toronto,ON,M5V 1A1,CA,43.575824,-79.350745
venue-ext-00069,Exhibition Space 69,169 Event St,Toronto,ON,M5V 1A1,CA,43.554694,-79.25661
venue-ext-00070,Community Hall 70,170 Event St,Toronto,ON,M5V 1A1,CA,43.681311,-79.334889
venue-ext-00071,Convention Centre 71,171 Event St,Toronto,ON,M5V 1A1,CA,43.546682,-79.212079
venue-ext-00072,Sports Complex 72,172 Event St,Toronto,ON,M5V 1A1,CA,43.55401,-79.266334
venue-ext-00073,Library Auditorium 73,173 Event St,Toronto,ON,M5V 1A1,CA,43.622388,-79.343079
venue-ext-00074,Arts Theatre 74,174 Event St,Toronto,ON,M5V 1A1,CA,43.602217,-79.234507
venue-ext-00075,Recreation Centre 75,175 Event St,Toronto,ON,M5V 1A1,CA,43.65961,-79.27344
venue-ext-00076,Conference Room 76,176 Event St,Toronto,ON,M5V 1A1,CA,43.605015,-79.28852
venue-ext-00077,Outdoor Pavilion 77,177 Event St,Toronto,ON,M5V 1A1,CA,43.592758,-79.283485
venue-ext-00078,Banquet Hall 78,178 Event St,Toronto,ON,M5V 1A1,CA,43.671716,-79.335917
venue-ext-00079,Exhibition Space 79,179 Event St,Toronto,ON,M5V 1A1,CA,43.665988,-79.311778
venue-ext-00080,Community Hall 80,180 Event St,Toronto,ON,M5V 1A1,CA,43.652061,-79.256993
venue-ext-00081,Convention Centre 81,181 Event St,Toronto,ON,M5V 1A1,CA,43.693728,-79.266541
venue-ext-00082,Sports Complex 82,182 Event St,Toronto,ON,M5V 1A1,CA,43.665365,-79.275133
venue-ext-00083,Library Auditorium 83,183 Event St,Toronto,ON,M5V 1A1,CA,43.623046,-79.211785
venue-ext-00084,Arts Theatre 84,184 Event St,Toronto,ON,M5V 1A1,CA,43.659797,-79.257519
venue-ext-00085,Recreation Centre 85,185 Event St,Toronto,ON,M5V 1A1,CA,43.698981,-79.336618
venue-ext-00086,Conference Room 86,186 Event St,Toronto,ON,M5V 1A1,CA,43.642386,-79.242912
venue-ext-00087,Outdoor Pavilion 87,187 Event St,Toronto,ON,M5V 1A1,CA,43.523081,-79.309092
venue-ext-00088,Banquet Hall 88,188 Event St,Toronto,ON,M5V 1A1,CA,43.649343,-79.352399
venue-ext-00089,Exhibition Space 89,189 Event St,Toronto,ON,M5V 1A1,CA,43.500928,-79.286588
venue-ext-00090,Community Hall 90,190 Event St,Toronto,ON,M5V 1A1,CA,43.583851,-79.265961
venue-ext-00091,Convention Centre 91,191 Event St,Toronto,ON,M5V 1A1,CA,43.647377,-79.294047
venue-ext-00092,Sports Complex 92,192 Event St,Toronto,ON,M5V 1A1,CA,43.601693,-79.272922
venue-ext-00093,Library Auditorium 93,193 Event St,Toronto,ON,M5V 1A1,CA,43.696346,-79.377175
venue-ext-00094,Arts Theatre 94,194 Event St,Toronto,ON,M5V 1A1,CA,43.597665,-79.240526
venue-ext-00095,Recreation Centre 95,195 Event St,Toronto,ON,M5V 1A1,CA,43.583692,-79.372768
venue-ext-00096,Conference Room 96,196 Event St,Toronto,ON,M5V 1A1,CA,43.677553,-79.329363
venue-ext-00097,Outdoor Pavilion 97,197 Event St,Toronto,ON,M5V 1A1,CA,43.688112,-79.290161
venue-ext-00098,Banquet Hall 98,198 Event St,Toronto,ON,M5V 1A1,CA,43.623795,-79.341654
venue-ext-00099,Exhibition Space 99,199 Event St,Toronto,ON,M5V 1A1,CA,43.583042,-79.233797
venue-ext-00100,Community Hall 100,200 Event St,Toronto,ON,M5V 1A1,CA,43.612255,-79.233044
venue-ext-00101,Convention Centre 101,201 Event St,Toronto,ON,M5V 1A1,CA,43.643986,-79.387387
venue-ext-00102,Sports Complex 102,202 Event St,Toronto,ON,M5V 1A1,CA,43.536416,-79.35453
venue-ext-00103,Library Auditorium 103,203 Event St,Toronto,ON,M5V 1A1,CA,43.56123,-79.332761
venue-ext-00104,Arts Theatre 104,204 Event St,Toronto,ON,M5V 1A1,CA,43.603777,-79.270617
