channel_id,user_id
C_FIRM,U_RALPH
C_FIRM,U_MONIQUE
C_FIRM,U_DEVON
C_FIRM,U_BRENDA
C_THOMPSON,U_RALPH
C_THOMPSON,U_DEVON
C_THOMPSON,U_MONIQUE
C_DELACROIX,U_RALPH
C_DELACROIX,U_DEVON
C_DELACROIX,U_MONIQUE
C_1010,U_SL210
C_1011,U_SL211
C_1012,U_SL212
C_1013,U_SL213
C_1014,U_SL214
C_1015,U_SL215
C_1016,U_SL216
C_1017,U_SL217
C_FIRM,U_SL218
C_THOMPSON,U_SL219
C_DELACROIX,U_RALPH
C_1003,U_MONIQUE
C_1004,U_DEVON
C_1005,U_BRENDA
C_1006,U_SL204
C_1007,U_SL205
C_1008,U_SL206
C_1009,U_SL207
C_1010,U_SL208
C_1011,U_SL209
C_1012,U_SL210
C_1013,U_SL211
C_1014,U_SL212
C_1015,U_SL213
C_1016,U_SL214
C_1017,U_SL215
C_FIRM,U_SL216
C_THOMPSON,U_SL217
C_DELACROIX,U_SL218
C_1003,U_SL219
C_1004,U_RALPH
C_1005,U_MONIQUE
C_1006,U_DEVON
C_1007,U_BRENDA
C_1008,U_SL204
C_1009,U_SL205
C_1010,U_SL206
C_1011,U_SL207
C_1012,U_SL208
C_1013,U_SL209
C_1014,U_SL210
C_1015,U_SL211
C_1016,U_SL212
C_1017,U_SL213
C_FIRM,U_SL214
C_THOMPSON,U_SL215
C_DELACROIX,U_SL216
C_1003,U_SL217
C_1004,U_SL218
C_1005,U_SL219
