id,order_id,status,amount_value,currency_code,final_capture,create_time
6TX992001000001,5FT88291AA000001,COMPLETED,250.00,USD,true,2026-10-06T10:14:00Z
6TX992001000002,5FT88291AA000002,COMPLETED,200.00,USD,true,2026-10-10T13:22:00Z
6TX992001000003,5FT88291AA000003,COMPLETED,200.00,USD,true,2026-10-15T11:44:00Z
6TX992001000004,5FT88291AA000004,COMPLETED,150.00,USD,true,2026-10-20T15:11:00Z
6TX992001000005,5FT88291AA000005,COMPLETED,150.00,USD,true,2026-10-23T09:52:00Z
6TX992001000006,5FT88291AA000006,COMPLETED,150.00,USD,true,2026-10-30T14:18:00Z
6TX992001000007,5FT88291AA000007,COMPLETED,150.00,USD,true,2026-11-05T11:37:00Z
6TX992001000008,5FT88291AA000008,COMPLETED,150.00,USD,true,2026-11-10T17:24:00Z
3RC88291BB900100,5FT88291AA900100,COMPLETED,200.00,USD,True,2024-06-01T00:00:00Z
3RC88291BB900101,5FT88291AA900101,COMPLETED,125.00,USD,True,2024-06-05T00:00:00Z
3RC88291BB900102,5FT88291AA900102,COMPLETED,125.00,USD,True,2024-06-09T00:00:00Z
3RC88291BB900103,5FT88291AA900103,COMPLETED,50.00,USD,True,2024-06-13T00:00:00Z
3RC88291BB900104,5FT88291AA900104,COMPLETED,50.00,USD,True,2024-06-17T00:00:00Z
3RC88291BB900105,5FT88291AA900105,COMPLETED,100.00,USD,True,2024-06-21T00:00:00Z
3RC88291BB900106,5FT88291AA900106,COMPLETED,100.00,USD,True,2024-06-25T00:00:00Z
3RC88291BB900107,5FT88291AA900107,COMPLETED,125.00,USD,True,2024-06-29T00:00:00Z
3RC88291BB900108,5FT88291AA900108,COMPLETED,125.00,USD,True,2024-07-03T00:00:00Z
3RC88291BB900109,5FT88291AA900109,COMPLETED,125.00,USD,True,2024-07-07T00:00:00Z
3RC88291BB900110,5FT88291AA900110,COMPLETED,25.00,USD,True,2024-07-11T00:00:00Z
3RC88291BB900111,5FT88291AA900111,COMPLETED,125.00,USD,True,2024-07-15T00:00:00Z
3RC88291BB900112,5FT88291AA900112,COMPLETED,100.00,USD,True,2024-07-19T00:00:00Z
3RC88291BB900113,5FT88291AA900113,COMPLETED,100.00,USD,True,2024-07-23T00:00:00Z
3RC88291BB900114,5FT88291AA900114,COMPLETED,100.00,USD,True,2024-07-27T00:00:00Z
3RC88291BB900115,5FT88291AA900115,COMPLETED,75.00,USD,True,2024-07-31T00:00:00Z
3RC88291BB900116,5FT88291AA900116,COMPLETED,125.00,USD,True,2024-08-04T00:00:00Z
3RC88291BB900117,5FT88291AA900117,COMPLETED,50.00,USD,True,2024-08-08T00:00:00Z
3RC88291BB900118,5FT88291AA900118,COMPLETED,50.00,USD,True,2024-08-12T00:00:00Z
