message_id,chat_id,from_id,text,date,reply_to_message_id
1000,-1001,5551,Cleanup Nov 1 confirmed,1789108200,0
1001,-1001,5551,Bringing extra clay,1789453800,0
1002,-1002,5551,Bringing extra clay,1789021800,0
1003,-1002,5551,Cleanup Nov 1 confirmed,1788676200,0
1004,-1002,5560,Kiln fired well,1789885800,0
1005,-1001,5551,Kiln fired well,1790317800,0
1006,-1001,5560,Bringing extra clay,1788417000,0
1007,-1001,5560,Cleanup Nov 1 confirmed,1789885800,0
1008,-1001,5560,Bringing extra clay,1790317800,0
1009,-1002,5551,Cleanup Nov 1 confirmed,1788589800,0
1010,-1001,5560,See everyone Saturday,1788676200,0
1011,-1001,5551,Bringing extra clay,1789453800,0
1012,-1001,5551,Cleanup Nov 1 confirmed,1789972200,0
1013,-1001,5551,Cleanup Nov 1 confirmed,1789540200,0
1014,-1002,5560,Bringing extra clay,1790231400,0
1015,-1002,5551,Cleanup Nov 1 confirmed,1790231400,0
1016,-1002,5560,Cleanup Nov 1 confirmed,1790317800,0
1017,-1002,5551,See everyone Saturday,1789108200,0
1018,-1002,5551,Kiln fired well,1789108200,0
1019,-1001,5560,Cleanup Nov 1 confirmed,1789108200,0
1020,-1002,5560,Cleanup Nov 1 confirmed,1788503400,0
1021,-1002,5560,Bringing extra clay,1789626600,0
1022,-1001,5560,Cleanup Nov 1 confirmed,1789108200,0
1023,-1001,5551,Kiln fired well,1790231400,0
1024,-1001,5551,See everyone Saturday,1789108200,0
1025,-1002,5551,Bringing extra clay,1788589800,0
1026,-1001,5560,See everyone Saturday,1789540200,0
1027,-1001,5560,Cleanup Nov 1 confirmed,1788503400,0
1028,-1001,5551,See everyone Saturday,1789453800,0
1029,-1002,5560,Cleanup Nov 1 confirmed,1788762600,0
1030,-1002,5560,See everyone Saturday,1789799400,0
1031,-1001,5551,Cleanup Nov 1 confirmed,1790490600,0
1032,-1001,5560,Bringing extra clay,1790231400,0
1033,-1001,5551,See everyone Saturday,1789713000,0
1034,-1002,5551,Kiln fired well,1790490600,0
1035,-1002,5551,Cleanup Nov 1 confirmed,1790577000,0
1036,-1002,5551,Bringing extra clay,1789885800,0
1037,-1002,5551,Kiln fired well,1789281000,0
1038,-1002,5551,See everyone Saturday,1789194600,0
1039,-1001,5560,Bringing extra clay,1788676200,0
5040,-1001,964,River cleanup update,1759024000,
5041,-1001,145,Bring gloves,1759024600,
5042,-1001,326,River cleanup update,1759025200,
5043,-1001,126,Location confirmed,1759025800,
5044,-1001,904,Thanks all,1759026400,
5045,-1001,277,Thanks all,1759027000,
5046,-1001,383,Thanks all,1759027600,
5047,-1001,284,Bring gloves,1759028200,
5048,-1001,171,Meeting Thursday,1759028800,
5049,-1001,896,River cleanup update,1759029400,
5050,-1001,467,Bring gloves,1759030000,
5051,-1001,943,Bring gloves,1759030600,
5052,-1001,105,Meeting Thursday,1759031200,
5053,-1001,779,Bring gloves,1759031800,
5054,-1001,396,Bring gloves,1759032400,
5055,-1001,202,Meeting Thursday,1759033000,
5056,-1001,108,Location confirmed,1759033600,
5057,-1001,261,River cleanup update,1759034200,
5058,-1001,686,Location confirmed,1759034800,
5059,-1001,433,Thanks all,1759035400,
5060,-1001,149,Location confirmed,1759036000,
5061,-1001,474,Meeting Thursday,1759036600,
5062,-1001,241,Meeting Thursday,1759037200,
5063,-1001,881,Meeting Thursday,1759037800,
5064,-1001,562,River cleanup update,1759038400,
5065,-1001,329,Bring gloves,1759039000,
5066,-1001,895,Bring gloves,1759039600,
5067,-1001,628,Bring gloves,1759040200,
5068,-1001,189,Thanks all,1759040800,
5069,-1001,669,River cleanup update,1759041400,
5070,-1001,335,Location confirmed,1759042000,
5071,-1001,473,Meeting Thursday,1759042600,
5072,-1001,786,Thanks all,1759043200,
5073,-1001,138,Bring gloves,1759043800,
5074,-1001,670,Bring gloves,1759044400,
5075,-1001,187,Location confirmed,1759045000,
5076,-1001,229,River cleanup update,1759045600,
5077,-1001,893,River cleanup update,1759046200,
5078,-1001,684,Location confirmed,1759046800,
5079,-1001,686,Thanks all,1759047400,
5080,-1001,580,River cleanup update,1759048000,
5081,-1001,491,Location confirmed,1759048600,
5082,-1001,843,Meeting Thursday,1759049200,
5083,-1001,506,Location confirmed,1759049800,
5084,-1001,381,Bring gloves,1759050400,
5085,-1001,193,Bring gloves,1759051000,
5086,-1001,337,Thanks all,1759051600,
5087,-1001,299,River cleanup update,1759052200,
5088,-1001,465,River cleanup update,1759052800,
5089,-1001,561,River cleanup update,1759053400,
5090,-1001,507,Bring gloves,1759054000,
5091,-1001,136,Location confirmed,1759054600,
5092,-1001,226,River cleanup update,1759055200,
5093,-1001,536,Location confirmed,1759055800,
5094,-1001,994,Meeting Thursday,1759056400,
5095,-1001,979,River cleanup update,1759057000,
5096,-1001,636,Thanks all,1759057600,
5097,-1001,957,River cleanup update,1759058200,
5098,-1001,738,Thanks all,1759058800,
5099,-1001,610,Location confirmed,1759059400,
5100,-1001,353,Meeting Thursday,1759060000,
5101,-1001,678,Meeting Thursday,1759060600,
5102,-1001,373,Meeting Thursday,1759061200,
5103,-1001,881,Meeting Thursday,1759061800,
5104,-1001,578,Bring gloves,1759062400,
5105,-1001,310,River cleanup update,1759063000,
5106,-1001,786,River cleanup update,1759063600,
5107,-1001,278,River cleanup update,1759064200,
