order_id,product_id,quantity,unit_price,line_total,replacement_for
ord_0001,prd_0001,1,13.42,6.23,
ord_0001,prd_0002,1,6.19,12.97,
ord_0001,prd_0003,1,8.15,10.77,
ord_0002,prd_0004,1,4.71,13.31,
ord_0002,prd_0005,1,2.88,6.63,
ord_0002,prd_0006,1,13.24,11.09,
ord_0003,prd_0007,1,4.06,4.43,
ord_0003,prd_0008,1,14.17,8.71,
ord_0003,prd_0009,1,8.66,8.14,
ord_0004,prd_0010,1,2.58,4.72,
ord_0004,prd_0011,1,5.39,6.54,
ord_0004,prd_0012,1,6.96,7.81,
ord_0005,prd_0013,1,11.24,12.42,
ord_0005,prd_0014,1,6.20,6.95,
ord_0005,prd_0015,1,9.74,7.28,
ord_0006,prd_0016,1,12.97,4.37,
ord_0006,prd_0017,1,9.55,9.24,
ord_0006,prd_0018,1,6.12,9.13,
ord_0007,prd_0019,1,14.33,7.55,
ord_0007,prd_0020,1,3.60,2.72,
ord_0007,prd_0021,1,7.85,3.27,
ord_0008,prd_0022,1,5.37,8.10,
ord_0008,prd_0023,1,2.46,5.69,
ord_0008,prd_0024,1,10.65,13.31,
ord_0009,prd_0025,1,4.85,2.02,
ord_0009,prd_0026,1,7.43,5.70,
ord_0009,prd_0027,1,4.60,7.76,
ord_0010,prd_0028,1,11.16,7.79,
ord_0010,prd_0029,1,7.96,6.78,
ord_0010,prd_0030,1,13.94,13.55,
