order_id,user_id,retailer_id,status,subtotal,delivery_fee,service_fee,tip,total,placed_at,delivery_window_start,delivery_window_end,shopper_id
ord_0001,user_001,ret_001,delivered,49.22,3.99,2.99,5.00,61.20,2026-09-16T10:00:00-04:00,,,shp_001
ord_0002,user_001,ret_001,delivered,48.75,3.99,2.99,5.00,60.73,2026-09-30T10:00:00-04:00,,,shp_001
ord_0003,user_001,ret_001,delivered,109.04,3.99,2.99,5.00,121.02,2026-09-07T10:00:00-04:00,,,shp_001
ord_0004,user_001,ret_001,delivered,93.81,3.99,2.99,5.00,105.79,2026-09-06T10:00:00-04:00,,,shp_001
ord_0005,user_001,ret_001,delivered,144.70,3.99,2.99,5.00,156.68,2026-09-29T10:00:00-04:00,,,shp_001
ord_0006,user_001,ret_001,delivered,106.99,3.99,2.99,5.00,118.97,2026-09-28T10:00:00-04:00,,,shp_001
ord_0007,user_001,ret_001,delivered,78.17,3.99,2.99,5.00,90.15,2026-09-14T10:00:00-04:00,,,shp_001
ord_0008,user_001,ret_001,delivered,46.82,3.99,2.99,5.00,58.80,2026-09-28T10:00:00-04:00,,,shp_001
ord_0009,user_001,ret_001,delivered,146.15,3.99,2.99,5.00,158.13,2026-09-22T10:00:00-04:00,,,shp_001
ord_0010,user_001,ret_001,delivered,147.52,3.99,2.99,5.00,159.50,2026-09-06T10:00:00-04:00,,,shp_001
