id,product,unit_amount,currency,recurring_interval,active,nickname
stripe_prices_1000,product_0,4520,currency_0,recurring_interval_0,false,Stripe item 0
stripe_prices_1001,product_1,526,currency_1,recurring_interval_1,false,Stripe item 1
stripe_prices_1002,product_2,1664,currency_2,recurring_interval_2,false,Stripe item 2
stripe_prices_1003,product_3,672,currency_3,recurring_interval_3,true,Stripe item 3
stripe_prices_1004,product_4,1658,currency_4,recurring_interval_4,false,Stripe item 4
stripe_prices_1005,product_5,3927,currency_5,recurring_interval_5,true,Stripe item 5
stripe_prices_1006,product_6,2468,currency_6,recurring_interval_6,true,Stripe item 6
stripe_prices_1007,product_7,4851,currency_7,recurring_interval_7,false,Stripe item 7
stripe_prices_1008,product_8,3597,currency_8,recurring_interval_8,false,Stripe item 8
stripe_prices_1009,product_9,3697,currency_9,recurring_interval_9,false,Stripe item 9
stripe_prices_1010,product_10,3447,currency_10,recurring_interval_10,true,Stripe item 10
stripe_prices_1011,product_11,3552,currency_11,recurring_interval_11,true,Stripe item 11
stripe_prices_1012,product_12,989,currency_12,recurring_interval_12,false,Stripe item 12
stripe_prices_1013,product_13,3182,currency_13,recurring_interval_13,false,Stripe item 13
stripe_prices_1014,product_14,336,currency_14,recurring_interval_14,false,Stripe item 14
stripe_prices_1015,product_15,3345,currency_15,recurring_interval_15,true,Stripe item 15
stripe_prices_1016,product_16,964,currency_16,recurring_interval_16,false,Stripe item 16
stripe_prices_1017,product_17,1075,currency_17,recurring_interval_17,true,Stripe item 17
stripe_prices_1018,product_18,1394,currency_18,recurring_interval_18,true,Stripe item 18
stripe_prices_1019,product_19,978,currency_19,recurring_interval_19,false,Stripe item 19
stripe_prices_1020,product_20,2343,currency_20,recurring_interval_20,true,Stripe item 20
stripe_prices_1021,product_21,4067,currency_21,recurring_interval_21,true,Stripe item 21
stripe_prices_1022,product_22,2561,currency_22,recurring_interval_22,false,Stripe item 22
stripe_prices_1023,product_23,599,currency_23,recurring_interval_23,false,Stripe item 23
stripe_prices_1024,product_24,2960,currency_24,recurring_interval_24,false,Stripe item 24
stripe_prices_1025,product_25,1121,currency_25,recurring_interval_25,true,Stripe item 25
stripe_prices_1026,product_26,3021,currency_26,recurring_interval_26,false,Stripe item 26
stripe_prices_1027,product_27,1030,currency_27,recurring_interval_27,false,Stripe item 27
stripe_prices_1028,product_28,359,currency_28,recurring_interval_28,false,Stripe item 28
stripe_prices_1029,product_29,696,currency_29,recurring_interval_29,true,Stripe item 29
stripe_prices_1030,product_30,3964,currency_30,recurring_interval_30,false,Stripe item 30
stripe_prices_1031,product_31,3205,currency_31,recurring_interval_31,false,Stripe item 31
stripe_prices_1032,product_32,1117,currency_32,recurring_interval_32,false,Stripe item 32
stripe_prices_1033,product_33,1774,currency_33,recurring_interval_33,true,Stripe item 33
stripe_prices_1034,product_34,2665,currency_34,recurring_interval_34,false,Stripe item 34
stripe_prices_1035,product_35,2900,currency_35,recurring_interval_35,false,Stripe item 35
stripe_prices_1036,product_36,3806,currency_36,recurring_interval_36,false,Stripe item 36
stripe_prices_1037,product_37,2406,currency_37,recurring_interval_37,false,Stripe item 37
stripe_prices_1038,product_38,2419,currency_38,recurring_interval_38,false,Stripe item 38
stripe_prices_1039,product_39,1884,currency_39,recurring_interval_39,false,Stripe item 39
stripe_prices_1040,product_40,4860,currency_40,recurring_interval_40,true,Stripe item 40
stripe_prices_1041,product_41,2632,currency_41,recurring_interval_41,true,Stripe item 41
stripe_prices_1042,product_42,1678,currency_42,recurring_interval_42,false,Stripe item 42
stripe_prices_1043,product_43,1248,currency_43,recurring_interval_43,false,Stripe item 43
stripe_prices_1044,product_44,4345,currency_44,recurring_interval_44,true,Stripe item 44
stripe_prices_1045,product_45,675,currency_45,recurring_interval_45,false,Stripe item 45
stripe_prices_1046,product_46,4230,currency_46,recurring_interval_46,true,Stripe item 46
stripe_prices_1047,product_47,4899,currency_47,recurring_interval_47,true,Stripe item 47
stripe_prices_1048,product_48,3011,currency_48,recurring_interval_48,false,Stripe item 48
stripe_prices_1049,product_49,4645,currency_49,recurring_interval_49,false,Stripe item 49
stripe_prices_1050,product_50,1676,currency_50,recurring_interval_50,true,Stripe item 50
stripe_prices_1051,product_51,4529,currency_51,recurring_interval_51,false,Stripe item 51
stripe_prices_1052,product_52,2298,currency_52,recurring_interval_52,false,Stripe item 52
stripe_prices_1053,product_53,3176,currency_53,recurring_interval_53,false,Stripe item 53
stripe_prices_1054,product_54,4939,currency_54,recurring_interval_54,false,Stripe item 54
stripe_prices_1055,product_55,421,currency_55,recurring_interval_55,false,Stripe item 55
stripe_prices_1056,product_56,2706,currency_56,recurring_interval_56,true,Stripe item 56
stripe_prices_1057,product_57,4167,currency_57,recurring_interval_57,true,Stripe item 57
stripe_prices_1058,product_58,3698,currency_58,recurring_interval_58,false,Stripe item 58
stripe_prices_1059,product_59,963,currency_59,recurring_interval_59,true,Stripe item 59
stripe_prices_1060,product_60,4455,currency_60,recurring_interval_60,true,Stripe item 60
stripe_prices_1061,product_61,1013,currency_61,recurring_interval_61,false,Stripe item 61
stripe_prices_1062,product_62,4598,currency_62,recurring_interval_62,true,Stripe item 62
stripe_prices_1063,product_63,3674,currency_63,recurring_interval_63,true,Stripe item 63
stripe_prices_1064,product_64,992,currency_64,recurring_interval_64,true,Stripe item 64
stripe_prices_1065,product_65,1871,currency_65,recurring_interval_65,false,Stripe item 65
stripe_prices_1066,product_66,1570,currency_66,recurring_interval_66,false,Stripe item 66
stripe_prices_1067,product_67,2622,currency_67,recurring_interval_67,true,Stripe item 67
stripe_prices_1068,product_68,568,currency_68,recurring_interval_68,true,Stripe item 68
stripe_prices_1069,product_69,1481,currency_69,recurring_interval_69,false,Stripe item 69
stripe_prices_1070,product_70,3711,currency_70,recurring_interval_70,true,Stripe item 70
stripe_prices_1071,product_71,2715,currency_71,recurring_interval_71,false,Stripe item 71
stripe_prices_1072,product_72,1135,currency_72,recurring_interval_72,true,Stripe item 72
stripe_prices_1073,product_73,4894,currency_73,recurring_interval_73,true,Stripe item 73
stripe_prices_1074,product_74,409,currency_74,recurring_interval_74,true,Stripe item 74
stripe_prices_1075,product_75,3599,currency_75,recurring_interval_75,false,Stripe item 75
stripe_prices_1076,product_76,3597,currency_76,recurring_interval_76,true,Stripe item 76
stripe_prices_1077,product_77,3233,currency_77,recurring_interval_77,false,Stripe item 77
stripe_prices_1078,product_78,229,currency_78,recurring_interval_78,false,Stripe item 78
stripe_prices_1079,product_79,3046,currency_79,recurring_interval_79,false,Stripe item 79
stripe_prices_1080,product_80,4738,currency_80,recurring_interval_80,true,Stripe item 80
stripe_prices_1081,product_81,113,currency_81,recurring_interval_81,true,Stripe item 81
stripe_prices_1082,product_82,1464,currency_82,recurring_interval_82,false,Stripe item 82
stripe_prices_1083,product_83,1977,currency_83,recurring_interval_83,true,Stripe item 83
stripe_prices_1084,product_84,2857,currency_84,recurring_interval_84,false,Stripe item 84
stripe_prices_1085,product_85,3760,currency_85,recurring_interval_85,false,Stripe item 85
stripe_prices_1086,product_86,3567,currency_86,recurring_interval_86,false,Stripe item 86
stripe_prices_1087,product_87,2568,currency_87,recurring_interval_87,false,Stripe item 87
stripe_prices_1088,product_88,1383,currency_88,recurring_interval_88,false,Stripe item 88
stripe_prices_1089,product_89,3713,currency_89,recurring_interval_89,true,Stripe item 89
stripe_prices_1090,product_90,4733,currency_90,recurring_interval_90,false,Stripe item 90
stripe_prices_1091,product_91,3131,currency_91,recurring_interval_91,true,Stripe item 91
stripe_prices_1092,product_92,2969,currency_92,recurring_interval_92,false,Stripe item 92
stripe_prices_1093,product_93,4939,currency_93,recurring_interval_93,true,Stripe item 93
stripe_prices_1094,product_94,3755,currency_94,recurring_interval_94,true,Stripe item 94
stripe_prices_1095,product_95,4853,currency_95,recurring_interval_95,true,Stripe item 95
stripe_prices_1096,product_96,1477,currency_96,recurring_interval_96,false,Stripe item 96
stripe_prices_1097,product_97,2833,currency_97,recurring_interval_97,true,Stripe item 97
stripe_prices_1098,product_98,4176,currency_98,recurring_interval_98,true,Stripe item 98
stripe_prices_1099,product_99,518,currency_99,recurring_interval_99,false,Stripe item 99
