id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
pea790e4a248dab6ac4b6ae18544648f,workspace,wsp-kelly-root-0000000000000000000000,Chess notes,2025-08-10T08:36:13+00:00,2026-03-21T23:01:59+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f3,page,pea790e4a248dab6ac4b6ae18544648f,Sicilian Najdorf - main lines,2025-08-18T16:31:05+00:00,2026-02-18T18:36:05+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f4,page,pea790e4a248dab6ac4b6ae18544648f,Sicilian Najdorf - English Attack,2025-08-23T00:53:53+00:00,2026-01-19T15:14:37+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♞,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f5,page,pea790e4a248dab6ac4b6ae18544648f,Nimzo-Indian: Rubinstein setup,2025-09-01T11:00:46+00:00,2026-02-17T23:43:50+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♞,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f6,page,pea790e4a248dab6ac4b6ae18544648f,French Defense - Winawer,2025-09-07T23:31:19+00:00,2026-03-11T17:14:54+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♜,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f7,page,pea790e4a248dab6ac4b6ae18544648f,Caro-Kann - Advance variation,2025-09-12T14:25:54+00:00,2026-02-19T18:03:05+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f8,page,pea790e4a248dab6ac4b6ae18544648f,Ruy Lopez - Berlin Defense,2025-09-21T22:04:04+00:00,2026-01-20T22:54:12+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♝,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464f9,page,pea790e4a248dab6ac4b6ae18544648f,"Ruy Lopez - Closed, Chigorin",2025-09-25T16:35:57+00:00,2026-02-21T04:32:09+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464fa,page,pea790e4a248dab6ac4b6ae18544648f,King's Indian Attack notes,2025-10-02T08:12:44+00:00,2026-02-22T09:40:00+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♞,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464fb,page,pea790e4a248dab6ac4b6ae18544648f,Queen's Gambit Declined - White,2025-10-09T19:18:22+00:00,2026-01-30T10:05:11+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464fc,page,pea790e4a248dab6ac4b6ae18544648f,London System - quick setup,2025-10-15T13:47:09+00:00,2026-03-02T21:11:48+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♜,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464fd,page,pea790e4a248dab6ac4b6ae18544648f,Sicilian Dragon - Yugoslav Attack,2025-10-22T07:55:34+00:00,2026-02-04T16:22:50+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464fe,page,pea790e4a248dab6ac4b6ae18544648f,Caught in the Fried Liver - never again,2025-10-28T20:31:18+00:00,2026-01-12T11:47:03+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae1854464ff,page,pea790e4a248dab6ac4b6ae18544648f,Post-mortem: club night loss vs Roman,2025-11-03T18:09:41+00:00,2026-02-25T22:18:29+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446500,page,pea790e4a248dab6ac4b6ae18544648f,Post-mortem: drew a won rook endgame,2025-11-09T09:14:52+00:00,2026-01-15T08:55:14+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♜,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446501,page,pea790e4a248dab6ac4b6ae18544648f,Post-mortem: Lichess blitz 15+10 sweep,2025-11-16T21:42:37+00:00,2026-02-10T19:30:06+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446502,page,pea790e4a248dab6ac4b6ae18544648f,Spring Open prep - round 1,2025-11-22T12:03:55+00:00,2026-03-05T14:08:41+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446503,page,pea790e4a248dab6ac4b6ae18544648f,Spring Open prep - White repertoire,2025-11-29T15:27:18+00:00,2026-03-06T17:44:23+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446504,page,pea790e4a248dab6ac4b6ae18544648f,Endgame: rook vs rook plus pawn,2025-12-05T10:51:44+00:00,2026-02-18T13:19:57+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♜,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446505,page,pea790e4a248dab6ac4b6ae18544648f,"Endgame: king and pawn, opposition",2025-12-11T19:38:02+00:00,2026-03-09T20:15:33+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♚,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446506,page,pea790e4a248dab6ac4b6ae18544648f,"Endgame: opposite-color bishops, drawing",2025-12-18T08:22:50+00:00,2026-02-20T11:06:18+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♝,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446507,page,pea790e4a248dab6ac4b6ae18544648f,My System - prophylaxis chapter notes,2025-12-27T14:11:33+00:00,2026-03-08T10:52:14+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♞,https://www.notion.so/images/page-cover/woodland_1.jpg
pea790e4a248dab6ac4b6ae185446508,page,pea790e4a248dab6ac4b6ae18544648f,Dvoretsky - thinking method drills,2026-01-06T17:45:29+00:00,2026-03-14T18:21:40+00:00,uea790e4a248dab6ac4b6ae1854463c7,false,♟️,https://www.notion.so/images/page-cover/woodland_1.jpg
