id,parent_page_id,parent_block_id,author_id,text,created_time,resolved
cea790e4a248dab6ac4b6ae18544774f,pea790e4a248dab6ac4b6ae1854464ff,pea790e4a248dab6ac4b6ae1854464ff,uea790e4a248dab6ac4b6ae1854463c7,Lost this exact line to Roman Wednesday. Fix the move order.,2025-11-05T00:36:27+00:00,false
cea790e4a248dab6ac4b6ae185447750,pea790e4a248dab6ac4b6ae185446500,pea790e4a248dab6ac4b6ae185446500,uea790e4a248dab6ac4b6ae1854463c7,Rook behind the pawn. Drilled it. Wont happen again.,2025-11-10T14:20:15+00:00,true
cea790e4a248dab6ac4b6ae185447751,pea790e4a248dab6ac4b6ae1854464fe,pea790e4a248dab6ac4b6ae1854464fe,uea790e4a248dab6ac4b6ae1854463c7,"5...Na5, not Nxd5. Burned in now.",2025-12-01T19:02:41+00:00,true
cea790e4a248dab6ac4b6ae185447752,pea790e4a248dab6ac4b6ae1854464f6,pea790e4a248dab6ac4b6ae1854464f6,uea790e4a248dab6ac4b6ae1854463c7,Still hate the c8 bishop. Need a real plan for it.,2026-01-08T11:48:09+00:00,false
cea790e4a248dab6ac4b6ae185447753,pea790e4a248dab6ac4b6ae185446502,pea790e4a248dab6ac4b6ae185446502,uea790e4a248dab6ac4b6ae1854463c7,Only first six moves. Stop overpreparing.,2026-02-14T08:33:52+00:00,false
cea790e4a248dab6ac4b6ae185447754,pea790e4a248dab6ac4b6ae185446505,pea790e4a248dab6ac4b6ae185446505,uea790e4a248dab6ac4b6ae1854463c7,"Opposition off the board, not the screen. Slow down.",2026-03-09T20:15:33+00:00,false
cea790e4a248dab6ac4b6ae185447755,pea790e4a248dab6ac4b6ae1854464f3,pea790e4a248dab6ac4b6ae1854464f3,uea790e4a248dab6ac4b6ae1854463c7,Stop playing 6.Bg5 from memory. Know why the pin matters first.,2025-10-30T21:10:04+00:00,true
cea790e4a248dab6ac4b6ae185447756,pea790e4a248dab6ac4b6ae1854464f4,pea790e4a248dab6ac4b6ae1854464f4,uea790e4a248dab6ac4b6ae1854463c7,English Attack: g4 push too early last game. Castle long first.,2025-11-12T07:42:18+00:00,false
cea790e4a248dab6ac4b6ae185447757,pea790e4a248dab6ac4b6ae1854464f5,pea790e4a248dab6ac4b6ae1854464f5,uea790e4a248dab6ac4b6ae1854463c7,"Rubinstein is fine for the club. Trade the bad bishop, sit on the c-file.",2025-11-20T18:55:36+00:00,true
cea790e4a248dab6ac4b6ae185447758,pea790e4a248dab6ac4b6ae1854464f7,pea790e4a248dab6ac4b6ae1854464f7,uea790e4a248dab6ac4b6ae1854463c7,Caro-Kann Advance: light-square bishop has to get out before c3. Note this.,2025-12-08T12:31:09+00:00,false
