id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
NP-001,database,NDB-001,Birmingham to Nashville - Jan 13,2027-01-13T06:00:00.000Z,2027-01-13T18:00:00.000Z,user-ahicks,false,truck,
NP-002,database,NDB-001,Nashville to Birmingham - Jan 14,2027-01-14T07:00:00.000Z,2027-01-14T17:00:00.000Z,user-ahicks,false,truck,
NP-003,database,NDB-001,Birmingham to Atlanta - Jan 9,2027-01-09T05:30:00.000Z,2027-01-09T16:00:00.000Z,user-ahicks,false,truck,
NP-004,database,NDB-001,Atlanta to Birmingham - Jan 10,2027-01-10T06:00:00.000Z,2027-01-10T15:30:00.000Z,user-ahicks,false,truck,
NP-005,database,NDB-001,Birmingham to Chattanooga - Jan 6,2027-01-06T05:00:00.000Z,2027-01-06T14:00:00.000Z,user-ahicks,false,truck,
NP-006,database,NDB-002,Winter Review Kickoff - Dec 20,2026-12-20T15:00:00.000Z,2026-12-20T16:00:00.000Z,user-ahicks,false,clipboard,
NP-007,database,NDB-002,Corridor Review Check-in - Jan 8,2027-01-08T11:00:00.000Z,2027-01-08T11:30:00.000Z,user-ahicks,false,clipboard,
NP-008,database,NDB-002,Monthly Driver Rep Call - Jan 2027,2027-01-06T13:00:00.000Z,2027-01-06T13:30:00.000Z,user-ahicks,false,clipboard,
NP-009,database,NDB-003,Pilot - Cullman AL (I-65 Exit 310),2024-08-15T10:00:00.000Z,2027-01-13T18:00:00.000Z,user-ahicks,false,fuelpump,
NP-010,database,NDB-003,Independent - Warrior AL (I-65 Exit 289),2024-09-01T10:00:00.000Z,2027-01-07T14:00:00.000Z,user-ahicks,false,fuelpump,
NP-011,database,NDB-004,Jan 15 2027 Health Check,2027-01-15T06:30:00.000Z,2027-01-15T06:30:00.000Z,user-ahicks,false,flexed_biceps,
NP-012,database,NDB-004,Jan 8 2027 Health Check,2027-01-08T06:00:00.000Z,2027-01-08T06:00:00.000Z,user-ahicks,false,flexed_biceps,
NP-013,database,NDB-004,Jan 1 2027 Health Check,2027-01-01T07:00:00.000Z,2027-01-01T07:00:00.000Z,user-ahicks,false,flexed_biceps,
NP-014,database,NDB-005,Pull corridor incident data from PagerDuty,2026-12-18T09:00:00.000Z,2027-01-10T16:00:00.000Z,user-ahicks,false,snowflake,
NP-015,database,NDB-005,Reconcile truck stop atlas,2026-12-02T09:00:00.000Z,2027-01-12T10:30:00.000Z,user-ahicks,false,snowflake,
NP-016,database,NDB-005,Draft executive summary,2027-01-14T10:30:00.000Z,2027-01-14T10:30:00.000Z,user-ahicks,false,snowflake,
NP-017,database,NDB-005,Collect Ray and Maria corridor notes,2027-01-08T12:00:00.000Z,2027-01-08T12:00:00.000Z,user-ahicks,false,snowflake,
NP-018,database,NDB-005,Create corridor incident summary slides,2027-01-13T08:00:00.000Z,2027-01-13T08:00:00.000Z,user-ahicks,false,snowflake,
