id,name,type,messages_total,messages_unread,threads_total,threads_unread
INBOX,INBOX,system,23,3,23,3
SENT,SENT,system,0,0,0,0
DRAFT,DRAFT,system,0,0,0,0
TRASH,TRASH,system,0,0,0,0
SPAM,SPAM,system,0,0,0,0
STARRED,STARRED,system,0,0,0,0
IMPORTANT,IMPORTANT,system,0,0,0,0
UNREAD,UNREAD,system,3,3,3,3
Label_studio,Studio,user,5,2,5,2
Label_studio_books,Studio/Books,user,3,1,3,1
Label_studio_grants,Studio/Grants,user,5,0,5,0
Label_studio_showcase,Studio/Showcase,user,2,0,2,0
Label_studio_halloween,Studio/Halloween,user,1,0,1,0
Label_studio_spaces,Studio/Spaces,user,0,0,0,0
Label_wedding,Wedding,user,2,0,2,0
Label_ceu,CEU,user,2,0,2,0
Label_personal,Personal,user,2,0,2,0
Label_receipts,Receipts,user,1,0,1,0
INBOX-e001,INBOX,system,23,3,23,3
SENT-e001,SENT,system,0,0,0,0
DRAFT-e001,DRAFT,system,0,0,0,0
TRASH-e001,TRASH,system,0,0,0,0
SPAM-e001,SPAM,system,0,0,0,0
STARRED-e001,STARRED,system,0,0,0,0
IMPORTANT-e001,IMPORTANT,system,0,0,0,0
UNREAD-e001,UNREAD,system,3,3,3,3
Label_studio-e001,Studio,user,5,2,5,2
Label_studio_books-e001,Studio/Books,user,3,1,3,1
Label_studio_grants-e001,Studio/Grants,user,5,0,5,0
Label_studio_showcase-e001,Studio/Showcase,user,2,0,2,0
Label_studio_halloween-e001,Studio/Halloween,user,1,0,1,0
Label_studio_spaces-e001,Studio/Spaces,user,0,0,0,0
Label_wedding-e001,Wedding,user,2,0,2,0
Label_ceu-e001,CEU,user,2,0,2,0
Label_personal-e001,Personal,user,2,0,2,0
Label_receipts-e001,Receipts,user,1,0,1,0
INBOX-e002,INBOX,system,23,3,23,3
SENT-e002,SENT,system,0,0,0,0
DRAFT-e002,DRAFT,system,0,0,0,0
TRASH-e002,TRASH,system,0,0,0,0
SPAM-e002,SPAM,system,0,0,0,0
STARRED-e002,STARRED,system,0,0,0,0
IMPORTANT-e002,IMPORTANT,system,0,0,0,0
UNREAD-e002,UNREAD,system,3,3,3,3
Label_studio-e002,Studio,user,5,2,5,2
Label_studio_books-e002,Studio/Books,user,3,1,3,1
Label_studio_grants-e002,Studio/Grants,user,5,0,5,0
Label_studio_showcase-e002,Studio/Showcase,user,2,0,2,0
Label_studio_halloween-e002,Studio/Halloween,user,1,0,1,0
Label_studio_spaces-e002,Studio/Spaces,user,0,0,0,0
Label_wedding-e002,Wedding,user,2,0,2,0
Label_ceu-e002,CEU,user,2,0,2,0
Label_personal-e002,Personal,user,2,0,2,0
Label_receipts-e002,Receipts,user,1,0,1,0
INBOX-e003,INBOX,system,23,3,23,3
SENT-e003,SENT,system,0,0,0,0
DRAFT-e003,DRAFT,system,0,0,0,0
TRASH-e003,TRASH,system,0,0,0,0
SPAM-e003,SPAM,system,0,0,0,0
STARRED-e003,STARRED,system,0,0,0,0
IMPORTANT-e003,IMPORTANT,system,0,0,0,0
UNREAD-e003,UNREAD,system,3,3,3,3
Label_studio-e003,Studio,user,5,2,5,2
Label_studio_books-e003,Studio/Books,user,3,1,3,1
Label_studio_grants-e003,Studio/Grants,user,5,0,5,0
Label_studio_showcase-e003,Studio/Showcase,user,2,0,2,0
Label_studio_halloween-e003,Studio/Halloween,user,1,0,1,0
Label_studio_spaces-e003,Studio/Spaces,user,0,0,0,0
Label_wedding-e003,Wedding,user,2,0,2,0
Label_ceu-e003,CEU,user,2,0,2,0
Label_personal-e003,Personal,user,2,0,2,0
Label_receipts-e003,Receipts,user,1,0,1,0
INBOX-e004,INBOX,system,23,3,23,3
SENT-e004,SENT,system,0,0,0,0
DRAFT-e004,DRAFT,system,0,0,0,0
TRASH-e004,TRASH,system,0,0,0,0
SPAM-e004,SPAM,system,0,0,0,0
STARRED-e004,STARRED,system,0,0,0,0
IMPORTANT-e004,IMPORTANT,system,0,0,0,0
UNREAD-e004,UNREAD,system,3,3,3,3
