id,order_id,status,amount_value,currency_code,final_capture,create_time
PPC300000,PPO200000,COMPLETED,47.00,USD,true,2026-07-14T12:00:00-05:00
PPC300001,PPO200001,COMPLETED,49.50,USD,true,2026-09-07T12:01:00-05:00
PPC300002,PPO200002,COMPLETED,75.50,USD,true,2026-07-18T12:02:00-05:00
PPC300003,PPO200003,COMPLETED,43.00,USD,true,2026-07-17T12:03:00-05:00
PPC300004,PPO200004,COMPLETED,199.00,USD,true,2026-07-28T12:04:00-05:00
PPC300005,PPO200005,COMPLETED,65.00,USD,true,2026-08-23T12:05:00-05:00
PPC300006,PPO200006,COMPLETED,48.00,USD,true,2026-08-09T12:06:00-05:00
PPC300007,PPO200007,COMPLETED,69.00,USD,true,2026-07-23T12:07:00-05:00
PPC300008,PPO200008,COMPLETED,59.50,USD,true,2026-08-07T12:08:00-05:00
PPC300009,PPO200009,COMPLETED,53.00,USD,true,2026-07-09T12:09:00-05:00
PPC300010,PPO200010,COMPLETED,85.00,USD,true,2026-08-03T12:10:00-05:00
PPC300011,PPO200011,COMPLETED,49.50,USD,true,2026-09-20T12:11:00-05:00
PPC300012,PPO200012,COMPLETED,77.00,USD,true,2026-08-26T12:12:00-05:00
PPC300013,PPO200013,COMPLETED,41.50,USD,true,2026-08-01T12:13:00-05:00
PPC300014,PPO200014,COMPLETED,102.50,USD,true,2026-09-24T12:14:00-05:00
PPC300015,PPO200015,COMPLETED,56.00,USD,true,2026-07-08T12:15:00-05:00
PPC300016,PPO200016,COMPLETED,57.00,USD,true,2026-09-01T12:16:00-05:00
PPC300017,PPO200017,COMPLETED,60.00,USD,true,2026-09-22T12:17:00-05:00
PPC300018,PPO200018,COMPLETED,61.00,USD,true,2026-08-13T12:18:00-05:00
PPC300019,PPO200019,COMPLETED,22.00,USD,true,2026-09-11T12:19:00-05:00
PPC300020,PPO200020,COMPLETED,45.50,USD,true,2026-09-03T12:20:00-05:00
PPC300021,PPO200021,COMPLETED,93.00,USD,true,2026-08-04T12:21:00-05:00
PPC300022,PPO200022,COMPLETED,136.00,USD,true,2026-09-03T12:22:00-05:00
PPC300023,PPO200023,COMPLETED,34.00,USD,true,2026-09-13T12:23:00-05:00
PPC300024,PPO200024,COMPLETED,104.00,USD,true,2026-08-25T12:24:00-05:00
PPC300025,PPO200025,COMPLETED,119.50,USD,true,2026-08-08T12:25:00-05:00
PPC300026,PPO200026,COMPLETED,105.00,USD,true,2026-08-24T12:26:00-05:00
PPC300027,PPO200027,COMPLETED,30.00,USD,true,2026-09-23T12:27:00-05:00
PPC300028,PPO200028,COMPLETED,52.00,USD,true,2026-08-25T12:28:00-05:00
PPC300029,PPO200029,COMPLETED,31.00,USD,true,2026-09-08T12:29:00-05:00
PPC300030,PPO200030,COMPLETED,45.50,USD,true,2026-07-23T12:30:00-05:00
PPC300031,PPO200031,COMPLETED,42.00,USD,true,2026-07-27T12:31:00-05:00
PPC300032,PPO200032,COMPLETED,75.50,USD,true,2026-08-15T12:32:00-05:00
PPC300033,PPO200033,COMPLETED,43.00,USD,true,2026-08-20T12:33:00-05:00
PPC300034,PPO200034,COMPLETED,95.00,USD,true,2026-07-14T12:34:00-05:00
PPC300035,PPO200035,COMPLETED,121.00,USD,true,2026-07-17T12:35:00-05:00
PPC300036,PPO200036,COMPLETED,55.50,USD,true,2026-08-16T12:36:00-05:00
PPC300037,PPO200037,COMPLETED,67.50,USD,true,2026-07-24T12:37:00-05:00
PPC300038,PPO200038,COMPLETED,61.00,USD,true,2026-09-06T12:38:00-05:00
PPC300039,PPO200039,COMPLETED,51.50,USD,true,2026-09-10T12:39:00-05:00
PPC300040,PPO200040,COMPLETED,85.00,USD,true,2026-09-16T12:40:00-05:00
PPC300041,PPO200041,COMPLETED,51.00,USD,true,2026-08-07T12:41:00-05:00
PPC300042,PPO200042,COMPLETED,136.00,USD,true,2026-08-03T12:42:00-05:00
PPC300043,PPO200043,COMPLETED,41.50,USD,true,2026-09-10T12:43:00-05:00
PPC300044,PPO200044,COMPLETED,95.00,USD,true,2026-07-11T12:44:00-05:00
PPC300045,PPO200045,COMPLETED,56.00,USD,true,2026-09-13T12:45:00-05:00
PPC300046,PPO200046,COMPLETED,55.50,USD,true,2026-08-09T12:46:00-05:00
PPC300047,PPO200047,COMPLETED,60.00,USD,true,2026-07-22T12:47:00-05:00
PPC300048,PPO200048,COMPLETED,59.50,USD,true,2026-08-10T12:48:00-05:00
PPC300049,PPO200049,COMPLETED,31.00,USD,true,2026-09-28T12:49:00-05:00
PPC300050,PPO200050,COMPLETED,85.00,USD,true,2026-09-09T12:50:00-05:00
