tableId,id,name,type
tbl-GIGS,fld-GIGS-DATE,Date,date
tbl-GIGS,fld-GIGS-VENUE,Venue,singleLineText
tbl-GIGS,fld-GIGS-CITY,City,singleLineText
tbl-GIGS,fld-GIGS-STATUS,Status,singleSelect
tbl-GIGS,fld-GIGS-PAY,Est-Pay,currency
tbl-GIGS,fld-GIGS-NOTES,Notes,multilineText
tbl-SETLIST,fld-SET-TITLE,Title,singleLineText
tbl-SETLIST,fld-SET-COMPOSER,Composer,singleLineText
tbl-SETLIST,fld-SET-LANG,Language,singleSelect
tbl-SETLIST,fld-SET-DURATION,Minutes,number
tbl-PTAEVENT,fld-PTA-NAME,Name,singleLineText
tbl-PTAEVENT,fld-PTA-DATE,Date,date
tbl-PTAEVENT,fld-PTA-STATUS,Status,singleSelect
tbl-PTAEVENT,fld-PTA-LEAD,Lead,singleLineText
tbl-PTAVOL,fld-VOL-NAME,Name,singleLineText
tbl-PTAVOL,fld-VOL-ROLE,Role,singleSelect
tbl-PTAVOL,fld-VOL-LANG,Language,multiSelect
