id,name,email,description,currency,delinquent,balance,created,phone
cus_soonab000,Soona Boutique,billing@soonaboutique.example.com,Wedding / incidental vendor,usd,false,0,1748716200,+14155550100
cus_rentth001,Rent the Runway,billing@renttherunway.example.com,Wedding / incidental vendor,usd,false,-500,1748889000,+14155550101
cus_cratea002,Crate and Barrel,billing@crateandbarrel.example.com,Wedding / incidental vendor,usd,false,0,1749061800,+14155550102
cus_westel003,West Elm,billing@westelm.example.com,Wedding / incidental vendor,usd,false,0,1749234600,+14155550103
cus_zappos004,Zappos,billing@zappos.example.com,Wedding / incidental vendor,usd,false,1200,1749407400,+14155550104
cus_etsyse005,Etsy Seller Marisol,billing@etsysellermariso.example.com,Wedding / incidental vendor,usd,false,0,1749580200,+14155550105
cus_airbnb006,Airbnb Bachelorette Host,billing@airbnbbacheloret.example.com,Wedding / incidental vendor,usd,false,0,1749753000,+14155550106
cus_blooms007,Blooms by Marisol,billing@bloomsbymarisol.example.com,Wedding / incidental vendor,usd,false,0,1749925800,+14155550107
cus_papelp008,Papel Picado Co,billing@papelpicadoco.example.com,Wedding / incidental vendor,usd,false,0,1750098600,+14155550108
cus_thekno009,The Knot Registry,billing@theknotregistry.example.com,Wedding / incidental vendor,usd,false,-500,1750271400,+14155550109
cus_vendor010,Vendor Austin 110,billing@vendoraustin110.example.com,Wedding / incidental vendor,usd,false,0,1750444200,+14155550110
cus_vendor011,Vendor SF 111,billing@vendorsf111.example.com,Wedding / incidental vendor,usd,false,-500,1750617000,+14155550111
cus_vendor012,Vendor Denver 112,billing@vendordenver112.example.com,Wedding / incidental vendor,usd,false,0,1750789800,+14155550112
cus_vendor013,Vendor Bay Area 113,billing@vendorbayarea113.example.com,Wedding / incidental vendor,usd,false,-500,1750962600,+14155550113
cus_vendor014,Vendor Bay Area 114,billing@vendorbayarea114.example.com,Wedding / incidental vendor,usd,false,0,1751135400,+14155550114
cus_studio015,Studio Mission 115,billing@studiomission115.example.com,Wedding / incidental vendor,usd,false,1200,1751308200,+14155550115
cus_collec016,Collective Austin 116,billing@collectiveaustin.example.com,Wedding / incidental vendor,usd,false,0,1751481000,+14155550116
cus_market017,Market Rio 117,billing@marketrio117.example.com,Wedding / incidental vendor,usd,false,0,1751653800,+14155550117
